N	3gram	Bakhtin_Pr_2	Problemy
1	на чужое слово	13	11
2	с точки зрения	8	9
3	в большинстве случаев	8	8
4	до сих пор	7	8
5	не может быть	4	8
6	и не может	4	7
7	в пределах одного	9	6
8	на свой предмет	6	6
9	то же время	5	5
10	к чужому слову	6	5
11	последняя смысловая инстанция	5	5
12	ну что ж	3	5
13	в то же	5	5
14	по отношению к	5	5
15	на устную речь	5	5
16	друг с другом	4	5
17	слово у достоевского	3	4
18	в самом деле	4	4
19	разновидности третьего типа	4	4
20	на чужую речь	4	4
21	чужое слово и	5	4
22	в романах достоевского	2	4
23	пределах одного контекста	4	4
24	такой как и	4	4
25	то перед нами	5	4
26	что ж тут	3	4
27	как и все	4	4
28	я ведь и	4	4
29	о себе самом	3	3
30	в одном слове	4	3
31	жизнь слова в	3	3
32	в скрытой полемике	3	3
33	знаю что я	3	3
34	тут в самом	3	3
35	к одному знаменателю	2	3
36	тем что переписываю	2	3
37	сам по себе	5	3
38	немного делаю тем	2	3
39	более или менее	3	3
40	как мы увидим	3	3
41	в чужом слове	3	3
42	что я немного	3	3
43	самом деле такого	3	3
44	да и только	3	3
45	как мы сказали	2	3
46	как и в	3	3
47	и в пародии	3	3
48	я немного делаю	3	3
49	последней разновидности третьего	3	3
50	перебой голосов в	3	3
51	разнонаправленное двуголосое слово	3	3
52	в отличие от	4	3
53	в направлении его	3	3
54	прямым авторским словом	3	3
55	с другой стороны	3	3
56	типов и разновидностей	3	3
57	нам кажется что	2	3
58	делаю тем что	2	3
59	чужое слово в	3	3
60	речь макара девушкина	3	3
61	как раз и	2	3
62	к себе самому	3	3
63	с чужим словом	4	3
64	он дескать переписывает	3	3
65	ж тут в	2	3
66	как бы в	4	3
67	чужим словом в	3	3
68	с самим собою	5	3
69	деле такого что	3	3
70	и в стилизации	3	3
71	же и нет	2	3
72	слово о себе	3	3
73	сам знаю что	3	3
74	чужого слова и	3	3
75	и сам знаю	3	3
76	чужого слова в	3	3
77	такого что переписываю	3	3
78	ведь и сам	3	3
79	в бедных людях	3	3
80	кусок хлеба подчас	2	2
81	в плоскости одного	2	2
82	слова делая его	2	2
83	на друга и	2	2
84	прямое авторское слово	3	2
85	пользуется чужим словом	2	2
86	смысл какой был	2	2
87	слово направлено на	2	2
88	точки зрения своего	2	2
89	нужно быть никому	2	2
90	себя на фоне	2	2
91	композиционное замещение авторского	2	2
92	слово может быть	2	2
93	направленное на свой	2	2
94	девушкин оглядывается на	2	2
95	быть никому в	2	2
96	впрочем ведь что	2	2
97	живу но это	2	2
98	девушкин ну что	2	2
99	макар девушкин ну	2	2
100	том или другом	2	2
101	чужой человек да	2	2
102	иное и таинственный	2	2
103	себе да и	2	2
104	кусок хлеба есть	2	2
105	слово в скрытой	2	2
106	может почему же	2	2
107	от автора и	2	2
108	и все он	2	2
109	те изменения которые	2	2
110	что в большинстве	2	2
111	на то пошло	2	2
112	не нужно быть	2	2
113	есть трудами добытый	2	2
114	пародия может быть	2	2
115	что такое чужой	2	2
116	том же предмете	2	2
117	той или иной	3	2
118	в узком смысле	2	2
119	так вы и	2	2
120	направлении его собственных	2	2
121	как чужое слово	2	2
122	чужому слову и	2	2
123	и не думайте	2	2
124	сознания о нем	2	2
125	в одной плоскости	2	2
126	в тягость у	2	2
127	слова на два	2	2
128	был что вот	2	2
129	он ведь такой	2	2
130	все-таки я этим	2	2
131	комнате за перегородкой	2	2
132	в самом предмете	2	2
133	хотя и не	2	2
134	из этих трех	2	2
135	во всех явлениях	2	2
136	и таинственный смысл	2	2
137	самой этой комнате	2	2
138	добытый законно и	2	2
139	уж на то	2	2
140	например у тургенева	2	2
141	переписываю что грех	2	2
142	за перегородкой живу	2	2
143	направлено на свой	2	2
144	это вовсе не	2	2
145	пределах одного монологического	2	2
146	я никому не	2	2
147	я этим горжусь	2	2
148	ведь такой как	2	2
149	как композиционное замещение	2	2
150	какой был что	2	2
151	в самой этой	2	2
152	объектности чужого слова	2	2
153	тоже может почему	2	2
154	ведь что же	2	2
155	чужое слово не	2	2
156	только так себе	2	2
157	разобранные нами явления	2	2
158	слову первого типа	2	2
159	в сказе установки	2	2
160	по себе еще	2	2
161	в литературной речи	2	2
162	себе еще не	2	2
163	друг на друга	2	2
164	на этот вопрос	2	2
165	чтобы тут что-нибудь	2	2
166	полемике и в	2	2
167	и в самой	2	2
168	отношения к чужому	2	2
169	слово не воспроизводится	2	2
170	точек зрения и	2	2
171	в жизненно-практической речи	2	2
172	и реплика диалога	2	2
173	хлеба подчас даже	2	2
174	тут что-нибудь такое	2	2
175	перегородкой живу но	2	2
176	с оглядкой на	2	2
177	можно было бы	3	2
178	есть я пожалуй	2	2
179	третьего типа слов	2	2
180	в такие эпохи	2	2
181	простой кусок хлеба	2	2
182	оно должно быть	2	2
183	скрытой полемике и	2	2
184	слово с оглядкой	2	2
185	так себе а	2	2
186	он тоже может	2	2
187	слово первого типа	2	2
188	не в тягость	2	2
189	что переписываю да	2	2
190	отчего же и	2	2
191	свой предмет слово	2	2
192	быть более или	2	2
193	но в то	3	2
194	одного монологического контекста	2	2
195	ну так вы	2	2
196	при понижении объектности	2	2
197	вы и не	2	2
198	стиль можно пародировать	2	2
199	предвосхищением чужого слова	2	2
200	никому в тягость	2	2
201	речи героя в	2	2
202	меня кусок хлеба	2	2
203	большинстве случаев сказ	2	2
204	что переписываю что	2	2
205	установку на устную	2	2
206	как если бы	2	2
207	трудами добытый законно	2	2
208	определяет авторское слово	2	2
209	все он только	2	2
210	подчас даже черствый	2	2
211	слово здесь двуголосое	2	2
212	рядом с собой	2	2
213	ни в одном	2	2
214	сказе установки на	2	2
215	что-нибудь такое иное	2	2
216	не проникает внутрь	2	2
217	он только так	2	2
218	отношению к чужому	2	2
219	ту же тему	2	2
220	авторское слово не	2	2
221	и безукоризненно употребляемый	2	2
222	что вот дескать	2	2
223	одна общая черта	2	2
224	сама по себе	4	2
225	установки на устную	2	2
226	если уж на	2	2
227	чужого слова с	2	2
228	пародийное слово может	2	2
229	а то такой	2	2
230	в этих случаях	2	2
231	что ли? он	2	2
232	замещение авторского слова	2	2
233	по мере усиления	2	2
234	и в словах	2	2
235	отраженное чужое слово	2	2
236	в приведенном отрывке	2	2
237	перед нами уже	2	2
238	чужое слово о	2	2
239	себе а то	2	2
240	у меня кусок	2	2
241	то пошло то	2	2
242	тягость у меня	2	2
243	и в большинстве	2	2
244	да все-таки я	2	2
245	может быть более	2	2
246	то есть я	2	2
247	такое иное и	2	2
248	двух точек зрения	2	2
249	по чужому слову	2	2
250	с самим собой	3	2
251	скрытой же полемике	2	2
252	усиления чужого акцента	2	2
253	законно и безукоризненно	2	2
254	нет отчего же	2	2
255	в скрытой же	2	2
256	того и другого	2	2
257	для своих целей	2	2
258	делать я ведь	2	2
259	даже черствый но	2	2
260	слова с оглядкой	2	2
261	этот второй голос	3	2
262	установки на чужое	2	2
263	чужое слово как	2	2
264	здесь не место	2	2
265	приведенном нами отрывке	3	2
266	имеют первостепенное значение	2	2
267	в этом смысле	2	2
268	то такой как	2	2
269	своего прямого предметного	2	2
270	в отношении к	2	2
271	этой комнате за	2	2
272	в одно высказывание	2	2
273	ли? он дескать	2	2
274	как нам кажется	2	2
275	хлеба есть свой	2	2
276	и разновидностей слова	2	2
277	пожалуй и в	2	2
278	в произведениях достоевского	3	2
279	сознании и в	2	2
280	видеть и изображать	2	2
281	ну давай рассуждать	2	2
282	о том же	2	2
283	на два слова	2	2
284	словесных типов и	2	2
285	то будет господствовать	2	2
286	никому не в	2	2
287	что грех переписывать	2	2
288	в авторский контекст	2	2
289	переписываю да все-таки	2	2
290	пародийный стиль у	2	2
291	и в диалоге	2	2
292	таинственный смысл какой	2	2
293	словом первого типа	2	2
294	но это ничего	3	2
295	переписывать что ли?	2	2
296	грех переписывать что	2	2
297	я пожалуй и	2	2
