N	2gram	Propp_Isto_6	Komedia
1	и в	26	26
2	и не	10	14
3	к тому	2	12
4	так и	5	12
5	и его	7	12
6	в том	12	11
7	может быть	11	11
8	но и	9	10
9	в этом	12	10
10	что в	12	9
11	том что	10	9
12	если бы	3	9
13	вместе с	8	9
14	было бы	2	8
15	и на	12	7
16	не только	10	7
17	что и	4	7
18	в своем	2	6
19	то что	6	6
20	еще не	9	6
21	наряду с	3	6
22	в нем	8	6
23	потому что	13	6
24	в то	5	6
25	о том	7	6
26	таким образом	12	6
27	с его	4	5
28	с тем	4	5
29	независимо от	3	5
30	к этому	3	5
31	что он	9	5
32	в качестве	3	5
33	один из	3	5
34	ни в	2	5
35	с этим	2	5
36	так что	3	5
37	и с	6	5
38	в частности	3	4
39	у него	7	4
40	в этих	2	4
41	в них	3	4
42	что у	2	4
43	и от	3	4
44	прежде всего	4	4
45	из этих	4	4
46	как мы	4	4
47	как и	5	4
48	как будто	3	4
49	в его	5	4
50	еще в	3	4
51	все же	8	4
52	можно было	2	4
53	в древней	2	4
54	только в	5	4
55	что это	2	4
56	так как	18	4
57	как это	5	4
58	его в	5	4
59	о чем	2	3
60	с этой	2	3
61	после смерти	2	3
62	в образе	10	3
63	по всему	2	3
64	вопрос о	3	3
65	то время	3	3
66	в тех	3	3
67	мы найдем	2	3
68	мы знаем	2	3
69	жизни и	2	3
70	отношению к	2	3
71	но все	2	3
72	к концу	3	3
73	но не	2	3
74	того же	2	3
75	для нас	2	3
76	и сам	2	3
77	никто не	2	3
78	из которых	3	3
79	например в	7	3
80	в ней	5	3
81	не имеет	2	3
82	в своей	3	3
83	по отношению	2	3
84	того как	3	3
85	то же	5	3
86	не было	3	3
87	как в	6	3
88	а в	3	3
89	или в	3	3
90	человека в	2	3
91	тем что	5	3
92	не может	6	3
93	как он	6	3
94	что касается	2	3
95	в этой	2	3
96	но в	7	3
97	мы можем	7	3
98	за собой	5	2
99	все время	2	2
100	и другие	3	2
101	однако в	2	2
102	не всегда	4	2
103	в лице	2	2
104	с другой	10	2
105	это не	4	2
106	представления о	10	2
107	в одной	2	2
108	в одном	3	2
109	представление о	9	2
110	с собой	2	2
111	вовсе не	2	2
112	то это	5	2
113	он был	2	2
114	в греции	6	2
115	не в	3	2
116	из его	2	2
117	до сих	4	2
118	одна из	2	2
119	этим объясняется	3	2
120	и хотя	2	2
121	после того	2	2
122	когда в	2	2
123	одной стороны	7	2
124	в это	4	2
125	нет необходимости	2	2
126	в уже	2	2
127	от того	3	2
128	он не	2	2
129	что из	2	2
130	как бы	4	2
131	которые в	2	2
132	же можно	3	2
133	не вполне	2	2
134	всяком случае	2	2
135	время как	3	2
136	даже в	2	2
137	в античной	2	2
138	и т	10	2
139	и это	8	2
140	после этого	4	2
141	сих пор	4	2
142	со стороны	3	2
143	что она	3	2
144	целый ряд	2	2
145	так в	6	2
146	все больше	2	2
147	с одной	7	2
148	мы находим	2	2
149	и что	5	2
150	в других	4	2
151	мы не	6	2
152	с ними	2	2
153	во всяком	2	2
154	от этого	3	2
155	и ее	3	2
156	под названием	2	2
157	из этого	3	2
158	мы имеем	14	2
159	же не	2	2
