N	2gram	Propp_Isto_7	Analitik
1	не только	21	22
2	тогда как	3	20
3	и в	24	18
4	как и	6	14
5	так и	5	14
6	в этом	12	14
7	но и	11	13
8	и его	3	13
9	том что	10	12
10	в качестве	3	12
11	и не	4	12
12	при этом	4	11
13	а в	10	10
14	как бы	4	10
15	может быть	14	9
16	со стороны	2	9
17	что в	13	9
18	а не	8	9
19	в том	7	9
20	с его	3	8
21	со своей	2	8
22	своего рода	4	8
23	и даже	3	8
24	не случайно	3	8
25	с другой	9	7
26	но не	6	7
27	в русской	5	7
28	не в	9	6
29	еще не	8	6
30	он не	6	6
31	в их	4	6
32	о том	9	6
33	никогда не	4	5
34	в конце	3	5
35	прежде всего	2	5
36	того же	2	5
37	в самом	2	5
38	что и	8	5
39	другой стороны	8	5
40	уже не	2	5
41	мы имеем	12	5
42	представляет собой	4	5
43	не менее	5	4
44	перед нами	2	4
45	что он	21	4
46	все же	9	4
47	таким образом	7	4
48	и на	2	4
49	в данном	4	4
50	героя и	5	4
51	что по	2	4
52	уже в	3	3
53	восходит к	2	3
54	не столько	3	3
55	из этих	3	3
56	к этому	2	3
57	не всегда	4	3
58	в ее	2	3
59	что они	3	3
60	было бы	2	3
61	во сне	2	3
62	если в	2	3
63	не будет	2	3
64	дело не	5	3
65	данном случае	3	3
66	как в	12	3
67	все это	8	3
68	так в	4	3
69	то же	8	3
70	что не	2	3
71	по его	2	3
72	его не	2	3
73	мы не	4	3
74	ничего не	5	3
75	здесь и	2	3
76	вступает в	3	3
77	с этим	2	3
78	точки зрения	4	3
79	во всем	2	3
80	в то	2	3
81	его в	3	3
82	здесь не	2	3
83	ответ на	6	3
84	в особенности	2	3
85	как это	2	3
86	в ответ	3	2
87	власть над	2	2
88	все эти	2	2
89	в них	3	2
90	это не	10	2
91	но они	3	2
92	и от	2	2
93	совершенно очевидно	2	2
94	в нем	6	2
95	то ли	2	2
96	и ее	2	2
97	в тех	5	2
98	тем не	4	2
99	говорит о	2	2
100	в дальнейшем	3	2
101	вплоть до	2	2
102	одна из	7	2
103	его за	2	2
104	одной стороны	5	2
105	не от	2	2
106	например в	3	2
107	на его	2	2
108	видеть в	3	2
109	с героем	2	2
110	хотя и	3	2
111	об этом	6	2
112	один из	7	2
113	то что	7	2
114	когда он	3	2
115	во всех	7	2
116	вместе с	7	2
117	что она	5	2
118	связь с	2	2
119	в форме	2	2
120	доказывает что	5	2
121	не может	14	2
122	с одной	5	2
123	и он	3	2
124	и по	3	2
125	после чего	2	2
126	в иной	2	2
127	сказать что	2	2
128	мы можем	4	2
129	тем что	6	2
130	на себя	2	2
131	и здесь	12	2
132	что мы	3	2
133	только в	6	2
134	и все	6	2
135	там где	5	2
136	но в	5	2
