N	2gram	Medvedev_V_1	Myshleni
1	то что	6	26
2	что он	4	25
3	в этом	26	25
4	таким образом	31	19
5	в том	15	18
6	не может	17	18
7	точки зрения	3	18
8	того чтобы	3	17
9	что в	10	16
10	и в	26	16
11	того что	3	16
12	не только	25	16
13	так же	3	15
14	том что	8	15
15	для того	3	14
16	сказать что	5	13
17	в процессе	16	13
18	отношению к	7	12
19	по отношению	7	12
20	и не	19	12
21	в области	2	12
22	в его	14	11
23	но не	2	10
24	было бы	7	10
25	а не	7	10
26	в силу	11	10
27	только в	7	10
28	может быть	22	9
29	должно быть	2	8
30	о том	10	8
31	как это	12	8
32	если бы	3	8
33	как и	7	8
34	он не	2	8
35	то же	10	8
36	же как	2	7
37	и есть	5	7
38	в нем	6	7
39	так и	5	7
40	по себе	2	7
41	приводит к	5	7
42	что все	3	6
43	не в	6	6
44	в этой	4	6
45	но и	10	6
46	что оно	3	6
47	как он	2	6
48	но в	2	6
49	у него	6	6
50	к тому	4	6
51	этот вопрос	3	6
52	в другом	2	6
53	на вопрос	2	5
54	никогда не	4	5
55	тому что	6	5
56	в своем	8	5
57	что они	3	5
58	для него	8	5
59	как бы	5	5
60	в сфере	2	5
61	не является	5	5
62	хотя бы	19	5
63	этом отношении	13	5
64	заключается в	2	5
65	в то	6	5
66	тогда когда	2	5
67	можно сказать	4	5
68	только что	4	5
69	можно было	2	5
70	в которой	2	5
71	значит что	2	5
72	в самых	2	4
73	не могут	7	4
74	зависит от	2	4
75	все эти	6	4
76	с другой	11	4
77	эта теория	2	4
78	это не	7	4
79	по одному	2	4
80	в пределах	5	4
81	в самом	4	4
82	в целом	4	4
83	и их	3	4
84	уже по	2	4
85	именно в	2	4
86	в системе	2	4
87	и по	3	4
88	что мы	2	4
89	же самое	2	4
90	в результате	5	4
91	бы в	3	4
92	развитие как	2	4
93	в качестве	11	4
94	как известно	2	4
95	еще не	2	4
96	вместе с	7	4
97	другом месте	2	4
98	тому как	2	4
99	могут быть	5	4
100	подобно тому	2	4
101	этой точки	2	4
102	не менее	2	3
103	в частности	11	3
104	прежде всего	13	3
105	оно является	2	3
106	как процесс	2	3
107	мы знаем	3	3
108	и как	3	3
109	одной стороны	2	3
110	но как	3	3
111	если в	2	3
112	мы видели	3	3
113	от того	2	3
114	в их	5	3
115	восприятия и	2	3
116	еще и	2	3
117	с одной	2	3
118	они не	2	3
119	как на	3	3
120	а в	3	3
121	к его	2	3
122	говорить о	2	3
123	между тем	5	3
124	с тем	3	3
125	только не	2	3
126	с этим	3	3
127	в одном	4	3
128	к этому	9	3
129	он может	2	3
130	все же	5	3
131	по существу	3	3
132	это и	6	3
133	и может	2	3
134	что и	3	3
135	говорит о	7	3
136	ее в	4	3
137	из которых	2	3
138	вот почему	4	3
139	и его	6	3
140	имеет свою	3	3
141	связи с	4	3
142	в чем	2	3
143	что у	2	2
144	и от	3	2
145	является не	4	2
146	очевидно что	7	2
147	по поводу	2	2
148	вслед за	2	2
149	одним из	5	2
150	в ней	2	2
151	в виду	4	2
152	в котором	3	2
153	в своей	4	2
154	из них	9	2
155	что она	2	2
156	за скобки	2	2
157	все это	10	2
158	другой стороны	8	2
159	образом в	3	2
160	и даже	2	2
161	что для	3	2
162	на основе	5	2
163	в своих	2	2
164	же процесс	2	2
165	их в	6	2
166	том как	3	2
167	о чем	2	2
168	для его	4	2
169	в единстве	4	2
170	в зависимости	6	2
171	их и	4	2
172	в них	4	2
173	в жизни	2	2
174	вовсе не	3	2
175	его в	3	2
176	стороны и	2	2
177	в различных	2	2
178	то это	2	2
179	и к	3	2
180	же в	6	2
181	у нас	2	2
182	зависимости от	5	2
183	это мы	3	2
184	жизни и	3	2
185	когда он	3	2
186	и потому	2	2
187	во всех	6	2
188	на основании	8	2
189	но с	2	2
190	естественно что	2	2
191	должны быть	2	2
192	ни одного	2	2
193	сказанного выше	2	2
194	ту же	2	2
