N	2gram	Voloshinov_1	Psycholo
1	то что	3	44
2	и в	16	33
3	в этом	9	28
4	как бы	5	25
5	может быть	17	22
6	том что	3	22
7	что в	3	21
8	в том	3	21
9	о том	2	20
10	что он	2	20
11	и мы	2	15
12	как это	3	14
13	что это	2	13
14	таким образом	9	13
15	и не	4	13
16	так же	2	13
17	сказать что	7	13
18	все это	4	13
19	в самом	2	12
20	все то	2	12
21	и все	4	12
22	так как	4	12
23	было бы	2	12
24	если мы	2	12
25	самом деле	6	12
26	он не	2	11
27	не может	8	10
28	в его	4	10
29	в этой	4	9
30	то же	2	9
31	для этого	2	8
32	в каком	2	8
33	вместе с	3	8
34	для нас	2	7
35	в нем	4	7
36	и только	9	7
37	не только	7	7
38	все эти	5	6
39	и вот	3	6
40	точки зрения	8	6
41	что мы	2	6
42	во время	3	6
43	у него	2	6
44	мы видим	2	6
45	на самом	4	6
46	самого начала	4	5
47	никогда не	2	5
48	с самого	4	5
49	и как	3	5
50	мы не	2	5
51	и на	4	5
52	с ним	2	5
53	мы можем	9	5
54	с этим	2	5
55	как и	2	5
56	и может	4	5
57	мы уже	2	5
58	и его	8	5
59	и это	6	5
60	и есть	3	4
61	в частности	2	4
62	совершенно не	8	4
63	жизни и	3	4
64	а в	3	4
65	и других	2	4
66	с этой	2	4
67	знаем что	2	4
68	и так	2	4
69	в жизни	2	4
70	к этому	2	4
71	и о	2	4
72	не будет	2	4
73	в своей	2	4
74	ее в	2	4
75	как мы	4	4
76	что не	2	4
77	с точки	6	4
78	только в	4	4
79	же как	2	3
80	что оно	2	3
81	ни в	5	3
82	на этом	3	3
83	не можем	2	3
84	в пределах	2	3
85	всяком случае	3	3
86	с ее	4	3
87	но и	4	3
88	конечно не	6	3
89	их в	3	3
90	его в	4	3
91	в основе	3	3
92	в одном	3	3
93	говорить о	2	3
94	до сих	3	3
95	и этот	2	3
96	что и	2	3
97	сих пор	3	3
98	сделать это	2	3
99	так и	4	3
100	во всей	2	3
101	и для	2	3
102	во всяком	3	3
103	это делает	2	2
104	из этих	2	2
105	прежде всего	9	2
106	мы знаем	3	2
107	всю жизнь	2	2
108	при этом	6	2
109	один из	2	2
110	но мы	4	2
111	нам кажется	2	2
112	те же	3	2
113	и наконец	4	2
114	и с	8	2
115	и потому	3	2
116	но в	4	2
117	с его	7	2
118	в них	2	2
119	и к	6	2
120	меньше всего	2	2
121	а на	2	2
122	можно сказать	4	2
123	кажется что	2	2
124	во всех	3	2
125	быть это	3	2
126	на две	3	2
127	нем нет	2	2
128	даже не	3	2
129	не на	2	2
130	сводится к	2	2
131	и она	3	2
132	хотя бы	4	2
133	какое значение	2	2
134	и ее	4	2
135	едва ли	3	2
