N	2gram	Tiupa_Disk_2	Psycholo
1	то что	5	44
2	и в	16	33
3	в этом	16	28
4	как бы	4	25
5	потому что	4	24
6	может быть	16	22
7	том что	10	22
8	что в	5	21
9	в том	8	21
10	о том	4	20
11	что он	2	20
12	и не	15	13
13	то есть	12	13
14	все это	2	13
15	и все	3	12
16	он не	3	11
17	не может	9	10
18	в его	3	10
19	в этой	4	9
20	то же	6	9
21	вместе с	2	8
22	в рассказе	4	8
23	как будто	3	8
24	в своем	5	7
25	в нем	7	7
26	не только	10	7
27	перед нами	3	6
28	это не	3	6
29	в ней	2	6
30	все эти	3	6
31	точки зрения	4	6
32	как на	3	6
33	а не	14	6
34	всякий раз	2	6
35	в себе	19	6
36	никогда не	2	5
37	и как	3	5
38	в целом	2	5
39	и на	5	5
40	как и	16	5
41	и может	3	5
42	и его	3	5
43	все же	6	5
44	и это	2	5
45	как все	2	4
46	в частности	12	4
47	это в	2	4
48	из них	3	4
49	жизни и	3	4
50	а в	2	4
51	рассказа как	4	4
52	к этому	4	4
53	себя в	6	4
54	в своей	6	4
55	с точки	2	4
56	той же	2	4
57	только в	3	4
58	же как	2	3
59	с одной	4	3
60	к которой	2	3
61	в мире	11	3
62	ни в	7	3
63	должно быть	2	3
64	в пределах	4	3
65	одной стороны	4	3
66	например в	3	3
67	с ее	2	3
68	но и	11	3
69	не было	3	3
70	для рассказа	2	3
71	в своих	6	3
72	их в	2	3
73	в то	5	3
74	его в	3	3
75	в основе	4	3
76	в одном	4	3
77	идет о	2	3
78	говорить о	2	3
79	но не	7	3
80	здесь в	3	3
81	несет в	2	3
82	что и	2	3
83	рассказа в	2	3
84	так и	9	3
85	как в	8	3
86	тем самым	6	3
87	и для	2	3
88	далеко не	2	3
89	в той	2	3
90	место в	2	2
91	столь же	3	2
92	с другой	5	2
93	из этих	3	2
94	прежде всего	7	2
95	такой же	2	2
96	времени и	2	2
97	же время	5	2
98	при этом	17	2
99	мире в	3	2
100	в котором	3	2
101	не является	4	2
102	с той	2	2
103	другой стороны	2	2
104	именно в	2	2
105	и наконец	3	2
106	в результате	2	2
107	и с	2	2
108	одно из	4	2
109	также и	3	2
110	не в	3	2
111	на примере	2	2
112	мы имеем	2	2
113	но в	11	2
114	что ни	2	2
115	с его	6	2
116	по словам	2	2
117	в них	3	2
118	представляет собой	11	2
119	можно сказать	3	2
120	иначе говоря	3	2
121	ни одно	2	2
122	с таким	2	2
123	принадлежит к	3	2
124	содержание рассказа	2	2
125	со стороны	10	2
126	не на	2	2
127	который не	2	2
128	а с	5	2
129	сводится к	2	2
130	рассказ не	2	2
131	тому как	2	2
132	и то	4	2
133	и ее	3	2
134	в русской	3	2
