N	2gram	Vinokur_Ku_1	RusskieA
1	и в	24	36
2	а а	3	25
3	не только	10	22
4	что в	17	19
5	том что	21	19
6	в том	30	17
7	т е	38	17
8	но и	6	16
9	так как	9	15
10	в этом	14	12
11	это не	7	10
12	как и	2	10
13	и т	33	10
14	вместе с	7	10
15	и на	4	10
16	потому что	23	10
17	т д	14	9
18	а в	5	9
19	с тем	5	8
20	состоит в	3	8
21	у нас	10	8
22	мы увидим	3	8
23	из них	4	8
24	может быть	13	8
25	один из	4	8
26	е в	2	8
27	о том	9	8
28	как это	3	8
29	что они	4	7
30	что и	4	7
31	так и	7	7
32	между тем	5	7
33	и не	12	6
34	для нас	2	6
35	так например	2	6
36	при этом	6	6
37	в них	7	6
38	уже не	8	6
39	таким образом	12	6
40	все это	6	6
41	не имеет	2	6
42	то что	9	6
43	видно что	2	6
44	этом случае	2	5
45	все же	12	5
46	как бы	7	5
47	во многих	2	5
48	с ними	4	5
49	в которых	6	5
50	одно из	2	5
51	как в	4	5
52	того как	4	5
53	тому что	3	4
54	из этих	4	4
55	в тех	4	4
56	к тому	5	4
57	в г	3	4
58	по существу	4	4
59	еще не	5	4
60	связи с	7	4
61	и а	2	4
62	в их	3	4
63	не может	7	4
64	в связи	3	4
65	а с	3	4
66	мы имеем	6	4
67	и что	5	4
68	того что	9	4
69	тем что	8	4
70	только в	11	4
71	в русском	4	4
72	не менее	7	3
73	к жизни	2	3
74	для них	2	3
75	о чем	2	3
76	что это	5	3
77	в этих	4	3
78	в качестве	7	3
79	в своем	3	3
80	но все	2	3
81	в одном	3	3
82	представление о	3	3
83	так называемой	2	3
84	в свою	3	3
85	тем не	4	3
86	в москве	2	3
87	в это	2	3
88	несмотря на	3	3
89	если в	2	3
90	не с	3	3
91	в разных	2	3
92	то же	8	3
93	с точки	9	3
94	на этот	2	3
95	так же	4	3
96	ничего не	2	3
97	точки зрения	14	3
98	как например	2	3
99	этого слова	3	3
100	в области	7	3
101	не было	3	2
102	и более	2	2
103	до того	2	2
104	в частности	4	2
105	переход от	4	2
106	с этим	4	2
107	и потому	4	2
108	в каждом	2	2
109	не просто	5	2
110	значение и	2	2
111	его к	3	2
112	в нем	4	2
113	стоит в	4	2
114	так что	4	2
115	и как	2	2
116	в силу	10	2
117	свою очередь	3	2
118	но не	5	2
119	в большинстве	2	2
120	до конца	2	2
121	когда он	3	2
122	например в	5	2
123	том же	2	2
124	как они	2	2
125	в ней	6	2
126	в его	12	2
127	подойти к	2	2
128	и с	5	2
129	в целом	4	2
130	что она	3	2
131	для этого	3	2
132	не на	4	2
133	в особенности	3	2
134	тогда как	2	2
135	между прочим	2	2
136	все эти	6	2
137	в какой	6	2
138	на самом	2	2
139	можно говорить	2	2
140	а не	8	2
141	и пр	15	2
142	и для	2	2
143	мы наблюдаем	2	2
144	после чего	2	2
145	с ним	5	2
146	или в	2	2
147	не случайно	6	2
148	хотя и	3	2
149	на себя	3	2
150	и здесь	3	2
151	но в	2	2
152	там где	4	2
153	почти целиком	2	2
154	которые можно	2	2
155	в более	2	2
156	иное как	2	2
157	в числе	2	2
