N	2gram	Bakhtin_Fr_7	Istorich
1	и в	41	26
2	так же	5	18
3	то что	8	16
4	не только	5	15
5	что в	9	14
6	может быть	4	14
7	но и	9	12
8	что он	3	10
9	так и	10	10
10	таким образом	19	10
11	и его	9	10
12	что и	5	9
13	и не	7	9
14	его в	3	9
15	так как	3	9
16	то же	13	8
17	а в	5	8
18	в этих	2	7
19	во время	3	7
20	как и	14	7
21	в качестве	9	7
22	он не	4	7
23	как в	5	7
24	их в	2	7
25	в этом	15	7
26	мы имеем	2	7
27	таким же	3	6
28	мы видим	6	6
29	еще не	2	6
30	мы видели	5	6
31	вместе с	5	6
32	не может	3	6
33	а не	2	6
34	к нему	5	6
35	и то	2	6
36	потому что	5	6
37	как он	2	6
38	у него	6	5
39	и как	2	5
40	это не	6	5
41	в одном	3	5
42	к этому	5	5
43	но все	4	5
44	ничего не	4	5
45	в его	12	5
46	и у	5	5
47	мы уже	12	5
48	и др	2	5
49	как мы	11	5
50	из которых	2	5
51	уже не	2	5
52	и по	3	5
53	не в	9	5
54	с ними	3	5
55	и с	4	5
56	тем что	3	5
57	и здесь	4	5
58	но в	8	5
59	в человеческом	3	4
60	вовсе не	7	4
61	а на	2	4
62	все что	4	4
63	в доме	2	4
64	в своей	3	4
65	дает ему	2	4
66	того как	5	4
67	не просто	2	4
68	но он	4	4
69	в которых	2	4
70	о том	6	4
71	перед нами	2	3
72	что у	3	3
73	в одной	2	3
74	в образе	4	3
75	является и	3	3
76	же в	2	3
77	в том	11	3
78	по существу	8	3
79	том что	4	3
80	и других	2	3
81	его к	3	3
82	но это	3	3
83	при этом	3	3
84	связанные с	3	3
85	и другие	3	3
86	например в	3	3
87	как бы	7	3
88	все эти	13	3
89	а также	2	3
90	не на	3	3
91	на земле	4	3
92	в свете	3	3
93	не мог	2	3
94	не имеет	3	3
95	как нечто	2	3
96	или в	2	3
97	в данном	2	3
98	связан с	2	3
99	только в	6	3
100	уже в	5	2
101	связанных с	3	2
102	и есть	3	2
103	никогда не	2	2
104	он может	3	2
105	в своем	9	2
106	в лице	2	2
107	содержится в	2	2
108	и во	2	2
109	с этим	2	2
110	и все	14	2
111	в одну	4	2
112	с помощью	6	2
113	представлений о	2	2
114	его как	2	2
115	ни в	6	2
116	есть в	6	2
117	одна из	4	2
118	на этом	5	2
119	есть и	3	2
120	после того	4	2
121	говорит что	2	2
122	было бы	4	2
123	том как	2	2
124	но есть	3	2
125	которой он	2	2
126	средние века	4	2
127	здесь на	2	2
128	хотя и	4	2
129	в главе	3	2
130	три раза	2	2
131	в нем	7	2
132	не есть	2	2
133	в отдельности	2	2
134	отношение к	2	2
135	другими словами	2	2
136	из них	3	2
137	на том	2	2
138	дело не	2	2
139	в форме	3	2
140	и их	3	2
141	все это	10	2
142	что это	4	2
143	что есть	2	2
144	в связи	2	2
145	и вот	2	2
146	мы здесь	2	2
147	того что	2	2
148	земли и	3	2
149	на которой	2	2
150	и на	4	2
151	так много	3	2
152	в средние	4	2
153	имеем в	2	2
154	в себе	11	2
155	во все	2	2
156	в этой	13	2
157	но этот	3	2
158	иногда в	3	2
159	в особенности	2	2
160	превращения в	2	2
161	в области	2	2
162	начинается с	2	2
