N	2gram	Losev_Vlad_2	formyVre
1	и в	30	46
2	в этом	20	22
3	прежде всего	6	14
4	вовсе не	4	13
5	и его	6	12
6	только в	6	11
7	не только	12	11
8	во всех	3	11
9	в том	18	10
10	как бы	5	10
11	точки зрения	7	10
12	то есть	7	10
13	но в	8	10
14	у него	19	9
15	не в	9	9
16	мы уже	2	9
17	вместе с	8	9
18	но и	8	9
19	и не	18	9
20	и для	3	9
21	в связи	8	8
22	связи с	8	8
23	как и	5	8
24	в его	11	8
25	жизни и	6	8
26	то же	4	8
27	того чтобы	2	8
28	для того	2	8
29	с точки	3	8
30	потому что	9	8
31	в основном	5	8
32	всех этих	3	7
33	в них	3	7
34	может быть	7	7
35	то что	20	7
36	так и	5	7
37	и на	4	7
38	никогда не	7	6
39	и во	2	6
40	и все	7	6
41	при этом	5	6
42	как мы	11	6
43	здесь в	2	6
44	его в	4	6
45	все же	9	6
46	все это	5	6
47	те же	3	6
48	и наконец	4	6
49	так как	5	6
50	и с	14	6
51	в частности	2	5
52	в своем	8	5
53	с этим	5	5
54	по существу	3	5
55	в дальнейшем	5	5
56	в то	9	5
57	но не	3	5
58	он не	4	5
59	в нем	4	5
60	что в	12	5
61	все эти	5	5
62	должно быть	3	5
63	уже в	3	4
64	жизни в	2	4
65	с этой	4	4
66	из этих	3	4
67	же время	3	4
68	с ним	5	4
69	же в	2	4
70	том что	12	4
71	так что	5	4
72	есть и	2	4
73	том же	3	4
74	в котором	5	4
75	его жизни	6	4
76	конечно не	4	4
77	как в	3	4
78	отношения к	3	4
79	еще более	3	4
80	а не	7	4
81	и он	4	4
82	также и	6	4
83	их в	2	4
84	в себе	6	4
85	о том	4	4
86	не было	10	3
87	мы будем	3	3
88	о чем	6	3
89	борьба с	2	3
90	того же	5	3
91	к этому	6	3
92	к тому	2	3
93	на первый	2	3
94	ему в	2	3
95	что он	13	3
96	и как	3	3
97	это значит	2	3
98	тем более	3	3
99	как у	2	3
100	для него	9	3
101	кроме того	9	3
102	тот же	5	3
103	в это	4	3
104	хотя и	6	3
105	а также	10	3
106	что и	3	3
107	отношение к	4	3
108	не на	2	3
109	таким образом	3	3
110	в их	2	3
111	уже не	3	3
112	здесь мы	3	3
113	того что	5	3
114	и даже	10	3
115	и по	2	3
116	и прежде	2	3
117	а в	11	3
118	в этих	4	3
119	не могли	3	3
120	в виду	2	3
121	на этом	2	2
122	не был	2	2
123	по своему	2	2
124	и есть	2	2
125	на котором	2	2
126	это не	2	2
127	первый план	2	2
128	по себе	5	2
129	дальнейшем мы	2	2
130	можно сказать	4	2
131	о его	5	2
132	в отношении	3	2
133	он был	6	2
134	без всякого	2	2
135	не мог	8	2
136	именно в	4	2
137	у нас	6	2
138	своей жизни	3	2
139	в этой	4	2
140	с тем	2	2
141	совсем не	4	2
142	до конца	7	2
143	она не	2	2
144	было бы	9	2
145	и к	6	2
146	наряду с	2	2
147	в сущности	2	2
148	и о	4	2
149	вплоть до	3	2
150	наконец в	3	2
151	и потому	2	2
152	мы видели	2	2
153	и до	2	2
154	жизни с	2	2
155	не может	9	2
156	здесь не	4	2
157	на земле	2	2
158	если не	2	2
159	в двух	2	2
160	и вот	3	2
161	в той	2	2
162	человек не	2	2
163	так же	4	2
164	в данном	3	2
165	но это	4	2
166	то в	5	2
167	и от	2	2
168	но он	3	2
169	не могла	2	2
170	него и	2	2
171	которой он	2	2
172	в конце	13	2
173	как он	2	2
174	и это	3	2
175	в париже	6	2
176	как это	7	2
177	во всяком	6	2
