N	2gram	Bakhtin_Pr_1	Narrotol
1	не только	13	32
2	может быть	21	25
3	но и	11	23
4	и не	34	20
5	и в	23	19
6	то есть	24	19
7	в том	11	18
8	в этом	25	17
9	том что	9	14
10	не в	6	14
11	в рамках	2	12
12	а не	20	12
13	то что	18	11
14	а в	7	11
15	не может	11	10
16	точки зрения	21	10
17	при этом	3	9
18	со стороны	2	9
19	так и	10	9
20	в его	24	9
21	в мире	7	9
22	с другой	2	8
23	героя в	4	8
24	во времени	3	8
25	и т.п	3	8
26	в себе	5	8
27	как и	8	7
28	еще не	5	7
29	все же	5	7
30	как в	6	7
31	по отношению	11	7
32	с его	6	6
33	что он	10	6
34	отношению к	11	6
35	но не	8	6
36	точка зрения	7	6
37	именно в	6	6
38	в себя	3	6
39	в той	6	6
40	о том	2	6
41	но в	4	6
42	и как	8	5
43	по себе	7	5
44	можно сказать	2	5
45	себя в	3	5
46	в форме	6	5
47	уже не	8	5
48	к нему	3	5
49	и его	13	5
50	в данном	2	5
51	в основе	5	5
52	в отличие	2	5
53	к себе	2	5
54	отличие от	2	5
55	в этой	4	5
56	мира в	6	5
57	перед нами	4	4
58	точку зрения	4	4
59	прежде всего	7	4
60	в пространстве	3	4
61	в нем	20	4
62	у него	6	4
63	то же	10	4
64	же в	2	4
65	да и	2	4
66	но все	4	4
67	же время	7	4
68	было бы	6	4
69	как бы	28	4
70	о нем	11	4
71	и тем	2	4
72	хотя бы	2	4
73	данном случае	2	4
74	другой стороны	2	4
75	отличается от	2	4
76	из которых	2	4
77	не столько	3	4
78	сказать что	5	4
79	только в	8	4
80	героя и	5	4
81	и с	4	4
82	ни было	4	3
83	что в	8	3
84	никогда не	5	3
85	уже в	5	3
86	из этих	2	3
87	ни в	3	3
88	это и	9	3
89	одна из	2	3
90	в сущности	5	3
91	он не	4	3
92	и самого	4	3
93	и даже	3	3
94	один из	2	3
95	с ее	2	3
96	бы то	3	3
97	в первом	2	3
98	из них	2	3
99	жизни и	6	3
100	на него	2	3
101	то ни	3	3
102	этом отношении	5	3
103	как мы	5	3
104	и на	10	3
105	между тем	5	3
106	тем что	3	3
107	на себя	3	3
108	в то	10	3
109	как будто	3	3
110	он сам	3	2
111	должна быть	2	2
112	себя и	2	2
113	в своем	8	2
114	героя с	2	2
115	в противоположность	3	2
116	или даже	2	2
117	оно не	2	2
118	не как	12	2
119	точно так	2	2
120	личности в	4	2
121	себе самом	6	2
122	в литературе	3	2
123	идет о	3	2
124	что именно	2	2
125	точек зрения	3	2
126	его как	5	2
127	по существу	4	2
128	есть в	3	2
129	его личности	2	2
130	между ними	2	2
131	для него	15	2
132	в пределах	9	2
133	она не	5	2
134	несмотря на	6	2
135	например в	3	2
136	к другому	2	2
137	наконец в	2	2
138	и потому	3	2
139	для автора	3	2
140	авторской позиции	3	2
141	даже в	2	2
142	сами по	3	2
143	зрения и	2	2
144	жизни а	2	2
145	приводит к	3	2
146	во всей	2	2
147	так же	6	2
148	как раз	4	2
149	не на	3	2
150	одного сознания	4	2
151	отношения к	2	2
152	не было	3	2
153	все эти	8	2
154	человека в	5	2
155	они не	3	2
156	самом деле	5	2
157	одним из	8	2
158	и для	3	2
159	с точки	15	2
160	это не	10	2
161	роль в	2	2
162	можно было	3	2
163	тому как	3	2
164	в результате	4	2
165	однако в	2	2
166	всей его	2	2
167	подобно тому	3	2
168	но как	3	2
169	говорить о	2	2
170	все то	4	2
171	этого слова	2	2
172	и все	3	2
173	его в	4	2
174	зрения на	8	2
175	мира и	7	2
176	ничего не	6	2
177	и одновременно	3	2
