N	2gram	Vygotskiy__4	Formalny
1	и не	8	30
2	и в	20	27
3	может быть	12	25
4	не может	6	24
5	так и	5	21
6	и его	5	19
7	таким образом	25	18
8	в этом	24	18
9	а не	7	17
10	точки зрения	24	16
11	самом деле	7	16
12	в нем	2	15
13	в процессе	27	15
14	то же	16	15
15	между ними	4	15
16	как и	9	14
17	с точки	11	14
18	не в	4	12
19	если бы	5	12
20	и от	3	11
21	в самом	6	11
22	место в	2	10
23	но и	9	10
24	не могут	3	10
25	в действительности	5	9
26	так как	10	9
27	не только	15	9
28	так же	11	9
29	что в	19	8
30	ни в	3	8
31	при этом	12	8
32	как бы	7	8
33	с помощью	31	8
34	отнюдь не	3	8
35	то что	15	8
36	входит в	2	8
37	как мы	13	8
38	только в	10	8
39	не менее	3	7
40	в том	42	7
41	потому что	12	7
42	его в	6	7
43	между тем	9	7
44	с тем	6	7
45	совершенно не	3	7
46	в его	11	7
47	если мы	10	7
48	тем же	4	7
49	все время	4	6
50	с другой	12	6
51	всяком случае	3	6
52	все эти	5	6
53	бы в	3	6
54	но в	3	6
55	что он	6	6
56	еще не	2	6
57	было бы	8	6
58	все же	5	6
59	в своей	7	6
60	и для	4	6
61	в данном	2	6
62	во всяком	4	6
63	вместе с	8	6
64	никогда не	5	5
65	в каждом	2	5
66	зависимости от	2	5
67	что они	14	5
68	того чтобы	7	5
69	в реальном	2	5
70	не является	5	5
71	друг друга	4	5
72	другой стороны	9	5
73	в ней	2	5
74	в результате	8	5
75	говорит он	5	5
76	и между	6	5
77	в истории	10	5
78	но не	3	5
79	тому как	2	5
80	тем что	7	5
81	связи с	3	5
82	уже в	6	4
83	прежде всего	2	4
84	в смысле	4	4
85	к тому	6	4
86	и как	9	4
87	для того	5	4
88	и является	3	4
89	мы видели	6	4
90	в целом	11	4
91	данном случае	2	4
92	со стороны	3	4
93	в связи	3	4
94	они не	2	4
95	и те	4	4
96	о том	5	4
97	как это	9	4
98	мы можем	5	4
99	между собой	5	4
100	тогда когда	8	4
101	не есть	2	4
102	том что	35	4
103	как в	5	4
104	только на	2	4
105	роль в	4	4
106	в слове	2	4
107	связь между	2	4
108	могут быть	7	4
109	подобно тому	2	4
110	слова и	5	4
111	же как	6	3
112	что это	2	3
113	никаких оснований	2	3
114	в этих	3	3
115	тому что	4	3
116	в какой	3	3
117	столь же	3	3
118	это не	5	3
119	формы и	3	3
120	те же	6	3
121	для нас	4	3
122	мы и	2	3
123	совершается в	2	3
124	должна быть	2	3
125	того что	10	3
126	одним из	2	3
127	в него	2	3
128	в виду	3	3
129	и тем	8	3
130	этот процесс	6	3
131	той же	6	3
132	этом отношении	7	3
133	и что	8	3
134	действительности в	2	3
135	и на	6	3
136	никак не	2	3
137	их в	2	3
138	сказать что	6	3
139	и с	4	3
140	в основе	17	3
141	и более	7	3
142	ясно что	2	3
143	в условиях	3	3
144	того же	9	3
145	же самое	7	3
146	мы уже	5	3
147	в той	2	3
148	одни и	3	3
149	в себе	10	3
150	может стать	2	3
151	в основу	2	2
152	одним и	3	2
153	в отношении	10	2
154	но так	2	2
155	вообще не	2	2
156	на все	3	2
157	находятся в	2	2
158	же слова	2	2
159	такой же	2	2
160	в этой	3	2
161	является не	4	2
162	на этом	3	2
163	в следующей	2	2
164	но для	2	2
165	не являются	3	2
166	отдельных элементов	3	2
167	от других	2	2
168	из них	4	2
169	от того	3	2
170	отличается от	2	2
171	в своем	4	2
172	и только	4	2
173	процесса развития	4	2
174	следующей главе	2	2
175	одной и	5	2
176	увидим что	5	2
177	из этих	2	2
178	к одной	3	2
179	в высшей	2	2
180	как он	4	2
181	слово в	6	2
182	к которому	3	2
183	нисколько не	2	2
184	видели что	2	2
185	только не	5	2
186	этом смысле	8	2
187	смысле этого	7	2
188	развития как	3	2
189	и во	3	2
190	к этому	4	2
191	это утверждение	3	2
192	стороны и	2	2
193	что уже	2	2
194	и тогда	2	2
195	мы должны	11	2
196	в данной	2	2
197	одной из	3	2
198	в сущности	4	2
199	таким же	2	2
200	этого слова	11	2
201	даже в	2	2
202	с таким	3	2
203	что и	9	2
204	и речи	2	2
205	в языке	2	2
206	в отличие	2	2
207	и сами	2	2
208	в таком	2	2
209	что этот	2	2
210	это значит	2	2
211	является в	3	2
212	высшей степени	2	2
213	в каком	2	2
214	ту же	2	2
215	и это	2	2
216	здесь не	2	2
217	отличие от	2	2
218	в области	4	2
219	и тех	2	2
