N	2gram	Losev_Prob_4	VLabPisa
1	таким образом	8	27
2	в этом	9	26
3	и в	20	25
4	и т	4	24
5	не только	24	22
6	может быть	9	21
7	хотя бы	7	20
8	и не	28	19
9	не может	5	17
10	в его	3	15
11	т д	3	15
12	прежде всего	11	13
13	в том	20	13
14	в частности	2	12
15	все это	9	12
16	как это	3	12
17	с другой	7	11
18	из них	3	11
19	л толстой	2	11
20	в качестве	10	10
21	о том	5	10
22	в художественном	4	10
23	по этому	2	9
24	об этом	6	9
25	что в	3	9
26	для него	3	9
27	но и	14	9
28	то же	7	9
29	все эти	16	8
30	в своем	3	8
31	другой стороны	6	8
32	же в	4	7
33	как и	6	7
34	том что	12	7
35	было бы	14	7
36	говорит о	2	7
37	во всех	4	7
38	вместе с	5	7
39	не было	3	7
40	а не	7	7
41	это не	7	6
42	в себе	12	6
43	это и	4	6
44	то что	15	6
45	более или	2	6
46	в нем	5	6
47	в зависимости	3	6
48	так и	10	6
49	или менее	2	6
50	бы и	3	6
51	и его	10	6
52	в то	4	6
53	в результате	8	5
54	все же	2	5
55	зависимости от	3	5
56	в пределах	2	5
57	связи с	3	5
58	и есть	4	5
59	образы и	3	5
60	действительности и	5	5
61	как бы	4	5
62	сказать что	7	5
63	только в	23	5
64	не в	13	5
65	не является	10	5
66	к тому	3	4
67	для его	2	4
68	перед нами	13	4
69	в одном	4	4
70	что он	8	4
71	с его	2	4
72	можно сказать	5	4
73	художественный образ	6	4
74	в ее	5	4
75	в своей	4	4
76	в самом	2	4
77	как раз	4	4
78	в них	5	4
79	в связи	3	4
80	с ними	2	4
81	чем же	3	4
82	в этой	4	4
83	и к	3	3
84	всех этих	6	3
85	и ее	4	3
86	с тем	4	3
87	и как	3	3
88	даже и	13	3
89	и от	6	3
90	в конце	2	3
91	только что	2	3
92	у нас	14	3
93	что они	2	3
94	но как	3	3
95	как о	3	3
96	или в	5	3
97	с этим	4	3
98	что не	4	3
99	художественных образов	4	3
100	значительной мере	2	3
101	далеко не	2	3
102	и он	2	3
103	в виду	6	3
104	в котором	2	3
105	нет и	2	3
106	его в	2	3
107	что и	3	3
108	жизни и	5	3
109	всех других	2	3
110	именно в	7	3
111	что без	2	3
112	в значительной	2	3
113	и по	2	3
114	так же	5	3
115	никак не	4	3
116	точки зрения	14	3
117	является не	2	3
118	явлений и	3	3
119	не обходится	3	3
120	том как	2	3
121	не менее	10	2
122	в самых	3	2
123	в стихотворении	2	2
124	разобраться в	2	2
125	только не	4	2
126	можно ли	3	2
127	из себя	2	2
128	и непосредственно	2	2
129	но даже	4	2
130	отличается от	4	2
131	по крайней	6	2
132	у пушкина	3	2
133	только очень	2	2
134	в жизни	3	2
135	вовсе не	21	2
136	по себе	11	2
137	стороны и	2	2
138	или иной	13	2
139	и весь	3	2
140	в целях	5	2
141	крайней мере	6	2
142	остановимся на	2	2
143	что его	4	2
144	и потому	7	2
145	но не	5	2
146	объективного мира	2	2
147	они и	2	2
148	смысле слова	15	2
149	по одному	2	2
150	еще не	7	2
151	и может	2	2
152	же самое	6	2
153	для того	3	2
154	одной из	4	2
155	то это	3	2
156	если бы	8	2
157	мы имеем	6	2
158	ни одна	2	2
159	том чтобы	2	2
160	ни с	4	2
161	в ней	7	2
162	действительность в	2	2
163	что она	4	2
164	относится к	2	2
165	и даже	9	2
166	не вполне	2	2
167	всяком случае	4	2
168	и этот	3	2
169	отнюдь не	10	2
170	при помощи	10	2
171	каждой из	2	2
172	все они	3	2
173	диалектического развития	2	2
174	между прочим	3	2
175	уже по	2	2
176	а в	4	2
177	свидетельствуют о	2	2
178	еще и	3	2
179	человека в	3	2
180	чтобы не	2	2
181	заключается в	2	2
182	того чтобы	2	2
183	из которых	3	2
184	и для	4	2
185	художественной структуры	2	2
186	можно было	4	2
187	с другими	3	2
188	между собою	2	2
189	также и	13	2
190	во всяком	8	2
191	хотя и	5	2
192	он не	2	2
193	к его	3	2
194	говорить о	2	2
195	в другом	3	2
196	что мы	3	2
197	того или	3	2
198	будто бы	2	2
199	в чем	2	2
200	в которой	2	2
201	которая не	3	2
202	в области	3	2
203	нет ни	4	2
204	в сознании	3	2
205	но в	8	2
206	значит что	8	2
