N	2gram	Voloshinov_1	Dialekti
1	и не	8	27
2	а не	2	26
3	точки зрения	7	25
4	и в	13	24
5	не только	6	23
6	не может	8	19
7	то что	6	14
8	с точки	5	14
9	может быть	8	13
10	таким образом	6	13
11	вовсе не	2	13
12	не менее	2	11
13	не имеет	2	11
14	что же	3	11
15	но и	3	9
16	нет ничего	2	9
17	есть не	2	9
18	учение о	2	8
19	прежде всего	9	8
20	том что	2	8
21	в этом	2	8
22	что в	3	7
23	никогда не	3	7
24	в самом	2	7
25	как и	3	7
26	иное как	2	6
27	все это	4	6
28	что иное	2	6
29	так как	3	6
30	если бы	2	6
31	превращается в	3	6
32	и все	3	6
33	не что	2	6
34	не на	2	6
35	то же	4	6
36	самом деле	3	6
37	и пр	7	6
38	с этой	2	5
39	в том	2	5
40	и его	12	5
41	в них	2	5
42	и к	2	5
43	одно и	3	5
44	было бы	4	5
45	так и	3	5
46	мы не	4	5
47	только в	6	5
48	с другой	2	4
49	к тому	2	4
50	хотя бы	5	4
51	так же	2	4
52	сознания и	2	4
53	говорить о	3	4
54	собственно говоря	2	4
55	в чем	2	4
56	и то	3	4
57	для него	2	4
58	все же	5	3
59	за пределы	3	3
60	не в	3	3
61	одной стороны	2	3
62	в нем	2	3
63	с одной	2	3
64	все эти	2	3
65	того или	2	3
66	с этим	3	3
67	мы уже	2	3
68	во всем	2	3
69	тем что	2	3
70	зависимости от	2	3
71	как бы	6	3
72	и ее	2	3
73	при этом	2	2
74	несмотря на	2	2
75	но для	3	2
76	и следовательно	2	2
77	и является	2	2
78	и тем	2	2
79	и уже	3	2
80	другой стороны	2	2
81	еще и	4	2
82	только и	4	2
83	а в	2	2
84	объект и	2	2
85	в своих	2	2
86	в ней	2	2
87	для себя	2	2
88	бы в	2	2
89	слово в	3	2
90	но в	4	2
91	в зависимости	2	2
92	в их	3	2
93	думать что	2	2
94	или иного	2	2
95	ни один	3	2
96	от своего	2	2
97	тех пор	4	2
98	ее в	2	2
99	и для	3	2
100	в данном	2	2
101	могут быть	2	2
102	в себе	3	2
103	его на	2	2
104	в его	7	2
