N	2gram	Voloshinov_1	Dialekti
1	и не	14	30
2	может быть	13	20
3	и в	38	19
4	не только	27	19
5	а не	6	16
6	в себе	9	15
7	то что	8	14
8	и даже	3	14
9	в том	2	14
10	как бы	28	14
11	так как	7	14
12	потому что	5	14
13	вовсе не	2	13
14	но и	13	12
15	то же	14	12
16	не просто	2	12
17	точки зрения	10	12
18	и все	4	12
19	что это	4	10
20	как и	10	10
21	и как	9	10
22	в нем	4	10
23	так и	6	10
24	том что	3	10
25	это не	3	10
26	сказать что	3	10
27	времени и	2	9
28	никогда не	7	9
29	не может	12	9
30	прежде всего	21	8
31	мы уже	10	8
32	с точки	5	8
33	не в	6	8
34	в этом	10	8
35	в своей	2	8
36	в душе	2	7
37	есть не	2	7
38	как это	5	7
39	но это	2	7
40	но что	3	7
41	и к	4	7
42	совершенно не	3	7
43	только тогда	2	7
44	должно быть	2	7
45	и то	3	7
46	что он	2	6
47	да и	4	6
48	отнюдь не	10	6
49	в то	9	6
50	но не	2	6
51	конечно не	3	6
52	того что	4	6
53	жизни и	3	6
54	и вообще	2	6
55	же время	7	5
56	по своему	3	5
57	можно сказать	4	5
58	и пр	4	5
59	в самом	4	5
60	и следовательно	5	5
61	и потому	2	5
62	что и	3	5
63	и это	7	5
64	и его	7	5
65	но как	2	5
66	только в	6	5
67	о том	4	5
68	и с	5	5
69	в виду	3	5
70	уже в	5	4
71	или иное	4	4
72	независимо от	5	4
73	ясно что	2	4
74	та же	3	4
75	в одном	3	4
76	как таковой	3	4
77	в ее	3	4
78	все же	7	4
79	при этом	9	4
80	одно и	4	4
81	еще не	3	4
82	к нему	2	4
83	той или	3	4
84	он не	2	4
85	хотя бы	18	4
86	связи с	3	4
87	от того	3	4
88	все это	4	4
89	как нечто	2	4
90	в связи	2	4
91	таким образом	7	4
92	что оно	3	4
93	и вот	3	4
94	самом деле	4	4
95	то или	4	4
96	а в	5	4
97	в каком	2	4
98	и когда	2	4
99	по своей	2	4
100	с ним	2	4
101	как только	4	3
102	и уже	3	3
103	иное как	2	3
104	же мы	5	3
105	все время	5	3
106	в этих	2	3
107	и от	7	3
108	вопрос о	2	3
109	не что	4	3
110	об этом	3	3
111	как мы	9	3
112	что иное	2	3
113	уже не	4	3
114	в этой	6	3
115	кроме того	2	3
116	было бы	7	3
117	эти вопросы	2	3
118	себе и	2	3
119	из них	3	3
120	и их	5	3
121	и тогда	2	3
122	с этим	2	3
123	в разных	3	3
124	не было	2	3
125	мы имеем	2	3
126	в той	5	3
127	что такое	4	3
128	нуждается в	2	3
129	его в	4	3
130	или как	6	3
131	когда мы	6	3
132	ничего не	8	3
133	выражение лица	2	2
134	что же	8	2
135	зависит от	2	2
136	самого начала	4	2
137	в частности	3	2
138	в зависимости	5	2
139	от их	2	2
140	что у	3	2
141	в какой	2	2
142	перед нами	3	2
143	в конце	6	2
144	на самом	3	2
145	не должно	2	2
146	и жизнь	2	2
147	но мы	2	2
148	в тех	3	2
149	если мы	4	2
150	к тому	4	2
151	только потому	2	2
152	с самого	4	2
153	но все	4	2
154	мы видим	3	2
155	из всего	2	2
156	зависимости от	5	2
157	не будет	3	2
158	с тем	8	2
159	очевидно что	2	2
160	и нет	2	2
161	мы в	3	2
162	на его	5	2
163	несмотря на	2	2
164	необходимо чтобы	3	2
165	в ней	8	2
166	сих пор	2	2
167	себя в	4	2
168	в мире	2	2
169	будем говорить	3	2
170	как не	2	2
171	во всех	6	2
172	на него	4	2
173	не говоря	2	2
174	тому что	5	2
175	так же	4	2
176	как в	2	2
177	тех или	4	2
178	тем же	3	2
179	его не	2	2
180	бы и	2	2
181	или в	2	2
182	в своих	2	2
183	также и	2	2
184	их в	3	2
185	и при	2	2
186	между тем	3	2
187	тем что	2	2
188	что мы	11	2
189	мы должны	10	2
190	же самое	5	2
191	того или	5	2
192	но ведь	6	2
193	но вот	3	2
194	что эти	2	2
195	все эти	2	2
196	ни на	3	2
197	в которой	7	2
198	в области	5	2
199	но в	5	2
200	я и	2	2
201	в жизни	2	2
202	вместе с	5	2
