N	2gram	Bakhtin_Pr_1	Problema
1	и не	34	28
2	то есть	24	27
3	не только	13	24
4	только в	8	23
5	вовсе не	8	21
6	в том	11	20
7	и в	23	20
8	ни в	3	17
9	все эти	8	16
10	то что	18	15
11	потому что	12	15
12	было бы	6	14
13	но и	11	14
14	точки зрения	21	14
15	перед нами	4	13
16	не в	6	13
17	в себе	5	12
18	том что	9	12
19	прежде всего	7	11
20	по себе	7	11
21	с точки	15	11
22	как будто	3	11
23	так и	10	10
24	и его	13	10
25	может быть	21	9
26	все это	7	9
27	и даже	3	9
28	в этом	25	9
29	если бы	10	8
30	что он	10	8
31	таким образом	11	8
32	в той	6	8
33	в результате	4	8
34	во всяком	4	8
35	и все	3	8
36	но в	4	8
37	с другой	2	7
38	это не	10	7
39	есть в	3	7
40	еще не	5	7
41	мы не	2	7
42	и потому	3	7
43	и тем	2	7
44	то же	10	7
45	именно в	6	7
46	а не	20	7
47	сказать что	5	7
48	и с	4	7
49	хотя бы	2	7
50	всех этих	3	6
51	по крайней	2	6
52	для нас	3	6
53	как и	8	6
54	но это	5	6
55	есть не	2	6
56	при этом	3	6
57	крайней мере	2	6
58	другой стороны	2	6
59	в данном	2	6
60	только при	2	6
61	но не	8	5
62	на самом	4	5
63	в нем	20	5
64	в смысле	2	5
65	можно сказать	2	5
66	да и	2	5
67	и о	3	5
68	человеческой жизни	2	5
69	жизни и	6	5
70	вместе с	2	5
71	данном случае	2	5
72	как в	6	5
73	так же	6	5
74	то и	2	5
75	не может	11	5
76	в них	3	5
77	так как	7	5
78	уже не	8	5
79	и вполне	2	5
80	в этих	2	5
81	о том	2	5
82	уже в	5	4
83	данте и	2	4
84	и есть	5	4
85	у достоевского	24	4
86	в отношении	2	4
87	или даже	2	4
88	и для	3	4
89	и во	2	4
90	в одном	9	4
91	в самой	7	4
92	это и	9	4
93	в этой	4	4
94	кроме того	3	4
95	несмотря на	6	4
96	в своей	11	4
97	никак не	2	4
98	что она	2	4
99	как бы	28	4
100	всяком случае	3	4
101	однако не	2	4
102	же в	2	4
103	во всех	5	4
104	отличается от	2	4
105	тут и	2	4
106	а в	7	4
107	и наконец	5	4
108	можно было	3	4
109	как раз	4	4
110	в то	10	4
111	в художественном	2	4
112	с ним	6	4
113	нет ни	2	4
114	человека в	5	3
115	были бы	4	3
116	о себе	9	3
117	точно так	2	3
118	в жизни	6	3
119	ни на	2	3
120	этом смысле	9	3
121	в условиях	2	3
122	и к	4	3
123	слова но	2	3
124	является для	2	3
125	как мы	5	3
126	все в	6	3
127	для него	15	3
128	здесь мы	2	3
129	и как	8	3
130	но все	4	3
131	в истории	2	3
132	сознания и	3	3
133	себе и	3	3
134	на себе	2	3
135	в его	24	3
136	что и	5	3
137	в зависимости	3	3
138	что в	8	3
139	второго порядка	2	3
140	бы и	4	3
141	в своем	8	3
142	не было	3	3
143	все равно	2	3
144	самом деле	5	3
145	для того	2	3
146	из которых	2	3
147	к нему	3	3
148	с другими	7	3
149	и на	10	3
150	тем что	3	3
151	из них	2	3
152	но как	3	3
153	в сознании	2	3
154	мы должны	2	3
155	зависимости от	3	3
156	в каждой	2	3
157	в области	3	3
158	но они	4	2
159	для его	3	2
160	по этому	2	2
161	однако в	2	2
162	то он	3	2
163	в конце	5	2
164	разобраться в	2	2
165	не раз	2	2
166	была бы	2	2
167	поэтому не	2	2
168	в литературе	3	2
169	для себя	2	2
170	что именно	2	2
171	с его	6	2
172	как же	3	2
173	является не	3	2
174	заключается в	2	2
175	а его	3	2
176	то время	2	2
177	в пределах	9	2
178	тот же	2	2
179	но именно	4	2
180	кажется что	3	2
181	весь этот	2	2
182	на его	2	2
183	в самом	8	2
184	за пределы	6	2
185	как предмет	3	2
186	по преимуществу	3	2
187	он не	4	2
188	в котором	2	2
189	сами по	3	2
190	не могли	2	2
191	нам кажется	4	2
192	все же	5	2
193	с ее	2	2
194	себя в	3	2
195	то перед	2	2
196	в совершенно	2	2
197	и притом	2	2
198	или к	2	2
199	но эта	4	2
200	того чтобы	4	2
201	ни было	4	2
202	и по	2	2
203	друг друга	3	2
204	выходит за	2	2
205	говорить о	2	2
206	за ним	2	2
207	во все	3	2
208	мы его	2	2
209	его в	4	2
210	и это	5	2
211	в которой	4	2
212	в романах	7	2
