N	2gram	Bakhtin_Pr_1	Vladivir
1	и в	38	40
2	то что	8	28
3	и не	42	25
4	не только	9	25
5	то есть	46	24
6	но и	9	18
7	в том	8	18
8	том что	3	18
9	что в	7	17
10	также и	3	17
11	в этом	15	16
12	в его	43	14
13	не может	27	14
14	точки зрения	8	13
15	вовсе не	2	13
16	в виде	2	13
17	только в	13	13
18	сказать что	4	12
19	никогда не	5	11
20	таким образом	10	11
21	о том	4	11
22	едва ли	3	11
23	прежде всего	13	10
24	тем не	3	10
25	ни в	11	10
26	и потому	4	10
27	не есть	6	10
28	и его	16	10
29	не менее	4	9
30	что это	2	9
31	есть только	2	9
32	и с	17	9
33	в своей	7	9
34	в себе	4	9
35	в своем	5	8
36	может быть	26	8
37	и что	2	8
38	раз и	2	8
39	он не	3	8
40	как мы	7	8
41	а не	5	8
42	что все	2	7
43	а только	2	7
44	и как	8	7
45	несмотря на	3	7
46	хотя и	3	7
47	а в	6	7
48	в своих	2	7
49	того что	2	7
50	в то	4	7
51	что и	2	7
52	как и	7	7
53	и здесь	2	6
54	да и	3	6
55	смысле слова	2	6
56	кроме того	3	6
57	и даже	3	6
58	и на	3	6
59	и от	3	6
60	во всем	2	6
61	так и	5	6
62	хотя бы	4	6
63	с точки	6	6
64	но это	3	6
65	и это	3	6
66	с другой	7	5
67	должно быть	5	5
68	отношения к	6	5
69	не было	2	5
70	все эти	5	5
71	в ней	4	5
72	в истории	2	5
73	отнюдь не	19	5
74	что он	2	5
75	у нас	2	5
76	можно было	4	5
77	в данном	4	5
78	тем что	2	5
79	дело в	2	5
80	ничего не	6	5
81	на то	2	4
82	в дальнейшем	3	4
83	в самом	7	4
84	в котором	2	4
85	не имеет	9	4
86	только при	2	4
87	мы должны	2	4
88	как это	2	4
89	и все	3	4
90	не с	4	4
91	по существу	2	4
92	чем в	2	4
93	но не	12	4
94	здесь в	2	4
95	еще не	7	4
96	было бы	8	4
97	и о	5	4
98	то же	5	4
99	все же	6	4
100	но в	4	4
101	или как	3	4
102	я не	2	3
103	независимо от	13	3
104	то ни	3	3
105	это не	5	3
106	не больше	3	3
107	одной стороны	3	3
108	при этом	5	3
109	как бы	22	3
110	в виду	4	3
111	и тем	3	3
112	в нем	15	3
113	к нему	10	3
114	бы то	3	3
115	ни с	2	3
116	отличается от	2	3
117	в связи	2	3
118	и только	4	3
119	с одной	3	3
120	же самое	2	3
121	все то	3	3
122	в россии	2	3
123	мы имеем	2	3
124	если бы	3	3
125	этом смысле	3	3
126	но нельзя	2	3
127	за пределы	12	3
128	оно не	3	3
129	не все	2	3
130	как нечто	3	3
131	в отличие	5	3
132	на самом	4	3
133	того чтобы	2	3
134	и у	2	3
135	и эта	2	3
136	не в	7	3
137	и для	11	3
138	в таком	3	3
139	и вообще	2	3
140	далеко не	5	3
141	здесь не	4	3
142	в чем	2	3
143	отличие от	5	3
144	не могут	2	2
145	мы будем	3	2
146	ни к	2	2
147	должна быть	4	2
148	в нашем	4	2
149	в этих	2	2
150	все они	5	2
151	в какой	2	2
152	для понимания	2	2
153	здесь же	2	2
154	к своему	2	2
155	все и	2	2
156	же время	3	2
157	не можем	2	2
158	в нашей	2	2
159	не имеют	2	2
160	и наконец	6	2
161	той или	2	2
162	в каких	2	2
163	не является	3	2
164	здесь нет	2	2
165	в целом	3	2
166	является как	2	2
167	в их	10	2
168	другой стороны	4	2
169	которых мы	4	2
170	содержания и	6	2
171	можно только	6	2
172	этом отношении	2	2
173	нему и	2	2
174	к его	2	2
175	но как	2	2
176	в начале	2	2
177	его в	9	2
178	и вся	2	2
179	не вполне	2	2
180	с его	2	2
181	и более	2	2
182	первый план	2	2
183	к этому	2	2
184	есть не	2	2
185	и к	3	2
186	на первый	2	2
187	о которых	2	2
188	не к	6	2
189	не нужно	5	2
190	она не	2	2
191	одной из	3	2
192	совершенно не	7	2
193	на почве	3	2
194	в мире	3	2
195	данном случае	4	2
196	на него	3	2
197	но можно	2	2
198	не на	5	2
199	но с	3	2
200	всех своих	2	2
201	теории познания	2	2
202	тем самым	4	2
203	для того	2	2
204	в другом	2	2
205	связи с	2	2
206	без всякой	2	2
207	что эта	2	2
208	о значении	4	2
209	творца и	3	2
