N	2gram	Losev_Vlad_3	Istorich
1	и в	40	25
2	что он	5	22
3	вместе с	7	22
4	может быть	8	17
5	мы имеем	3	14
6	не только	25	13
7	но и	18	13
8	в его	14	12
9	и не	25	11
10	уже не	9	11
11	так как	7	11
12	все же	4	10
13	в этом	16	10
14	тем что	5	10
15	с другой	5	9
16	его в	2	9
17	и его	10	9
18	таким образом	11	9
19	в виде	13	9
20	с тем	7	8
21	связи с	2	8
22	что в	17	8
23	мы знаем	3	8
24	том что	18	8
25	еще не	4	8
26	на него	2	8
27	другой стороны	2	8
28	все эти	5	8
29	и что	8	8
30	и на	6	8
31	в качестве	3	7
32	мы видели	3	7
33	как и	7	7
34	но это	6	7
35	то что	28	7
36	одной стороны	3	7
37	в нем	3	7
38	при помощи	4	7
39	с одной	3	7
40	потому что	11	7
41	и здесь	6	7
42	только в	13	7
43	о том	11	7
44	знаем что	2	6
45	в этих	2	6
46	это не	3	6
47	прежде всего	10	6
48	что и	7	6
49	не может	14	6
50	не в	3	6
51	в том	18	6
52	что это	9	5
53	с этим	2	5
54	как мы	8	5
55	для нас	5	5
56	но все	3	5
57	но не	4	5
58	в ней	5	5
59	так же	8	5
60	мы не	2	5
61	не менее	9	4
62	если не	6	4
63	не как	2	4
64	что все	7	4
65	и тем	3	4
66	тем не	10	4
67	в дальнейшем	4	4
68	мы уже	5	4
69	наряду с	2	4
70	же как	3	4
71	в основном	4	4
72	а именно	12	4
73	в связи	3	4
74	то же	4	4
75	в истории	5	4
76	от этого	2	4
77	он не	8	4
78	мы должны	4	4
79	и это	6	4
80	в которой	2	4
81	никогда не	11	3
82	и как	7	3
83	но когда	2	3
84	и все	4	3
85	в целом	2	3
86	в книге	2	3
87	что его	2	3
88	в этой	8	3
89	в то	7	3
90	того чтобы	3	3
91	но оно	2	3
92	на себя	2	3
93	но мы	2	3
94	то это	10	3
95	но уже	2	3
96	для того	2	3
97	к нему	3	3
98	друг друга	2	3
99	а в	7	3
100	в данном	5	3
101	и с	9	3
102	это же	2	3
103	и вообще	3	3
104	в европе	2	3
105	что здесь	3	3
106	перед нами	3	2
107	уже в	3	2
108	у него	24	2
109	человека и	3	2
110	к этому	2	2
111	вовсе не	13	2
112	вопрос о	4	2
113	по себе	6	2
114	и вместе	2	2
115	на то	4	2
116	так что	14	2
117	об этом	6	2
118	о которых	2	2
119	же в	3	2
120	с этой	2	2
121	по существу	4	2
122	мы и	2	2
123	такой же	4	2
124	того же	2	2
125	это значит	6	2
126	бросается в	2	2
127	она не	2	2
128	в это	2	2
129	несмотря на	7	2
130	если бы	3	2
131	выше мы	2	2
132	но для	3	2
133	как бы	3	2
134	и потому	10	2
135	это время	2	2
136	еще в	5	2
137	даже в	4	2
138	как можно	2	2
139	в своей	9	2
140	ее в	3	2
141	данном случае	2	2
142	со стороны	2	2
143	говорит о	4	2
144	совершенно не	2	2
145	на ступени	2	2
146	и для	3	2
147	в течение	4	2
148	находится в	3	2
149	в одно	2	2
150	оказывается что	2	2
151	а не	8	2
152	того что	7	2
153	и по	2	2
154	роль в	2	2
155	что этот	3	2
156	можно найти	2	2
157	то в	6	2
158	сказать что	12	2
159	точки зрения	13	2
160	к его	2	2
161	во всем	6	2
162	что мы	2	2
163	из них	2	2
164	а если	2	2
165	ничего не	5	2
166	или как	4	2
167	значит что	6	2
168	это было	3	2
