N	2gram	Vygotskiy__4	KulturaY
1	и в	20	23
2	точки зрения	24	23
3	в том	42	22
4	не только	15	17
5	было бы	8	16
6	в этом	24	16
7	с точки	11	16
8	в области	4	14
9	может быть	12	14
10	самом деле	7	14
11	что в	19	13
12	в самом	6	13
13	не менее	3	12
14	для того	5	12
15	потому что	12	12
16	том что	35	11
17	а не	7	11
18	того что	10	11
19	в его	11	11
20	того чтобы	7	11
21	можно было	6	11
22	и не	8	10
23	прежде всего	2	9
24	еще не	2	9
25	таким образом	25	9
26	так как	10	9
27	если бы	5	8
28	зависимости от	2	8
29	в виду	3	8
30	в нашем	4	7
31	с другой	12	7
32	если мы	10	7
33	слова и	5	7
34	в языке	2	7
35	те же	6	7
36	и что	8	7
37	должно быть	3	7
38	в данном	2	7
39	сказать что	6	7
40	все эти	5	7
41	как это	9	7
42	того как	2	7
43	с тем	6	6
44	что и	9	6
45	что он	6	6
46	в силу	6	6
47	тот же	9	6
48	при этом	12	6
49	и тем	8	6
50	так и	5	6
51	в их	12	6
52	не может	6	6
53	то же	16	6
54	с помощью	31	6
55	могут быть	7	6
56	связи с	3	6
57	только в	10	6
58	о том	5	6
59	не могут	3	5
60	как и	9	5
61	не в	4	5
62	совершенно не	3	5
63	как бы	7	5
64	все же	5	5
65	от того	3	5
66	в связи	3	5
67	как мы	13	5
68	а в	2	5
69	также и	2	5
70	тем что	7	5
71	из этих	2	5
72	далеко не	2	5
73	в чем	3	5
74	слова в	9	4
75	тому что	4	4
76	ясно что	2	4
77	один из	3	4
78	этого слова	11	4
79	а также	2	4
80	этом случае	3	4
81	для нас	4	4
82	в целом	11	4
83	того же	9	4
84	одной стороны	9	4
85	столь же	3	4
86	в сущности	4	4
87	в своей	7	4
88	том чтобы	2	4
89	то что	15	4
90	данном случае	2	4
91	как в	5	4
92	целый ряд	5	4
93	в нашей	2	4
94	в своем	4	4
95	с одной	9	4
96	в той	2	4
97	заключается в	18	4
98	тем самым	7	4
99	что такое	5	4
100	в таком	2	4
101	в слове	2	4
102	между тем	9	4
103	которые в	4	4
104	тогда когда	8	4
105	уже в	6	3
106	и более	7	3
107	бы сказать	3	3
108	что это	2	3
109	отнюдь не	3	3
110	вопроса о	2	3
111	что слово	2	3
112	это не	5	3
113	формы и	3	3
114	должна быть	2	3
115	именно в	3	3
116	к тому	6	3
117	и к	5	3
118	что на	2	3
119	в отношении	10	3
120	ни в	3	3
121	с этой	4	3
122	но как	2	3
123	по существу	3	3
124	мы видели	6	3
125	но не	3	3
126	в данной	2	3
127	в первую	4	3
128	в какой	3	3
129	но для	2	3
130	речь идет	5	3
131	не есть	2	3
132	в процессе	27	3
133	но и	9	3
134	первую очередь	4	3
135	связь между	2	3
136	другой стороны	9	3
137	тому же	6	3
138	а с	2	3
139	то обстоятельство	3	3
140	они не	2	3
141	не по	2	3
142	в ней	2	3
143	не имеет	2	3
144	и с	4	3
145	той же	6	3
146	нас в	3	3
147	в результате	8	3
148	слово в	6	3
149	в каком	2	3
150	обстоятельство что	3	3
151	и только	4	3
152	мы должны	11	3
153	когда мы	2	3
154	такой же	2	2
155	том числе	2	2
156	в известном	2	2
157	в частности	5	2
158	смысле этого	7	2
159	на том	4	2
160	различие в	3	2
161	не означает	3	2
162	одного и	6	2
163	что все	3	2
164	это в	2	2
165	как они	4	2
166	в условиях	3	2
167	значении слова	3	2
168	и здесь	2	2
169	состоит в	4	2
170	и того	5	2
171	и как	9	2
172	и при	4	2
173	что они	14	2
174	последнего времени	2	2
175	чем в	3	2
176	по своему	4	2
177	свое время	2	2
178	слов то	2	2
179	и тот	7	2
180	в качестве	21	2
181	может служить	2	2
182	нас к	3	2
183	никак не	2	2
184	в значении	2	2
185	что если	2	2
186	увидим что	5	2
187	в свое	2	2
188	его в	6	2
189	одним и	3	2
190	когда он	3	2
191	вместе с	8	2
192	собственном смысле	7	2
193	вопросе о	2	2
194	понятие о	2	2
195	мысли и	2	2
196	внимание на	3	2
197	отличается от	2	2
198	в отличие	2	2
199	он имеет	2	2
200	только что	4	2
201	не просто	2	2
202	мы найдем	2	2
203	согласно которому	9	2
204	к другой	2	2
205	на этот	3	2
206	тем же	4	2
207	так же	11	2
208	не знает	2	2
209	во всяком	4	2
210	что мы	7	2
211	мы называем	2	2
212	один и	7	2
213	тому как	2	2
214	на этом	3	2
215	что эти	2	2
216	как он	4	2
217	в этих	3	2
218	здесь не	2	2
219	из ряда	2	2
220	отличие от	2	2
221	мы имеем	2	2
222	но в	3	2
