N	2gram	Voloshinov_1	Vladivir
1	и в	19	40
2	то что	8	28
3	и не	26	25
4	не только	8	25
5	но и	8	18
6	в том	6	18
7	том что	3	18
8	что в	4	17
9	в этом	16	16
10	в его	6	14
11	не может	24	14
12	точки зрения	34	13
13	вовсе не	5	13
14	только в	9	13
15	сказать что	4	12
16	в конце	5	12
17	никогда не	2	11
18	таким образом	17	11
19	о том	2	11
20	прежде всего	13	10
21	тем не	2	10
22	ни в	2	10
23	не просто	2	10
24	и потому	5	10
25	не есть	3	10
26	как раз	2	10
27	и его	19	10
28	не менее	4	9
29	и с	2	9
30	в своей	3	9
31	что же	4	9
32	в себе	2	9
33	в своем	2	8
34	для него	9	8
35	может быть	26	8
36	так же	7	8
37	он не	3	8
38	как мы	13	8
39	а не	7	8
40	что все	2	7
41	к тому	2	7
42	и как	3	7
43	а в	4	7
44	в своих	2	7
45	так как	2	7
46	того что	3	7
47	в то	3	7
48	что и	2	7
49	как и	12	7
50	и здесь	6	6
51	кроме того	6	6
52	и даже	2	6
53	и на	4	6
54	и от	3	6
55	по себе	4	6
56	xix века	3	6
57	то в	2	6
58	в смысле	6	6
59	не будет	4	6
60	так и	11	6
61	хотя бы	5	6
62	с точки	20	6
63	и это	3	6
64	с другой	5	5
65	но если	2	5
66	должно быть	2	5
67	в отношении	4	5
68	не было	3	5
69	все эти	7	5
70	в ней	4	5
71	в истории	3	5
72	отнюдь не	6	5
73	что он	2	5
74	у нас	2	5
75	мы уже	2	5
76	только на	4	5
77	можно было	2	5
78	конце концов	3	5
79	в данном	4	5
80	тем что	2	5
81	ничего общего	5	5
82	ничего не	6	5
83	тому что	2	4
84	вопрос о	4	4
85	в дальнейшем	3	4
86	до конца	5	4
87	мог бы	2	4
88	в самом	10	4
89	в котором	3	4
90	от того	4	4
91	не имеет	3	4
92	бы и	2	4
93	в результате	9	4
94	только при	3	4
95	мы должны	3	4
96	и все	5	4
97	здесь в	3	4
98	еще не	4	4
99	было бы	4	4
100	в основном	6	4
101	то же	7	4
102	если мы	11	4
103	в каком	3	4
104	все же	8	4
105	но в	7	4
106	же как	2	3
107	независимо от	2	3
108	себе отчет	2	3
109	в качестве	2	3
110	то ни	8	3
111	из этих	2	3
112	мы знаем	5	3
113	но все	3	3
114	является не	6	3
115	при этом	8	3
116	но для	2	3
117	как бы	15	3
118	в виду	2	3
119	всяком случае	2	3
120	в настоящее	6	3
121	в нем	10	3
122	бы то	8	3
123	то как	2	3
124	в связи	7	3
125	и только	2	3
126	именно в	5	3
127	в философии	2	3
128	не столько	4	3
129	настоящее время	6	3
130	же самое	3	3
131	сводится к	3	3
132	если бы	2	3
133	этом смысле	2	3
134	за пределы	5	3
135	вполне понятно	3	3
136	не все	2	3
137	в отличие	5	3
138	на самом	3	3
139	того чтобы	5	3
140	и эта	4	3
141	не в	5	3
142	и для	11	3
143	в таком	2	3
144	во всяком	5	3
145	и вообще	2	3
146	далеко не	4	3
147	в чем	2	3
148	отличие от	5	3
149	не могут	3	2
150	ни к	2	2
151	должна быть	2	2
152	в нашем	2	2
153	в какой	3	2
154	с этой	2	2
155	к своему	2	2
156	о философии	2	2
157	имеет свою	3	2
158	же время	3	2
159	не имеют	3	2
160	он ни	2	2
161	же и	2	2
162	себе и	2	2
163	не является	4	2
164	другой стороны	6	2
165	точке зрения	2	2
166	это является	2	2
167	друг друга	8	2
168	же деле	2	2
169	этом отношении	3	2
170	далеко за	2	2
171	к его	2	2
172	в начале	5	2
173	его в	3	2
174	нет ничего	3	2
175	бы в	2	2
176	к этой	2	2
177	нет ни	2	2
178	таком случае	2	2
179	не существует	3	2
180	и этот	2	2
181	и более	2	2
182	первый план	2	2
183	не как	2	2
184	с этим	4	2
185	к этому	5	2
186	быть в	2	2
187	вот в	2	2
188	и к	3	2
189	на первый	2	2
190	самом же	2	2
191	того же	6	2
192	она не	2	2
193	из них	3	2
194	одной из	3	2
195	совершенно не	3	2
196	в сущности	3	2
197	общего с	3	2
198	отчет в	2	2
199	по преимуществу	5	2
200	на почве	6	2
201	быть и	3	2
202	из этого	2	2
203	и речи	2	2
204	для того	4	2
205	мы не	6	2
206	или иначе	2	2
207	от этого	2	2
208	является в	3	2
209	в другом	2	2
210	связи с	11	2
211	без всякой	2	2
212	в которой	3	2
213	как с	2	2
