N	2gram	Bakhtin_Fr_4	Stilisti
1	и в	29	42
2	как бы	8	27
3	не только	10	27
4	и т.п	12	24
5	прежде всего	8	22
6	но и	9	15
7	то же	10	15
8	и не	16	14
9	может быть	2	12
10	не может	2	12
11	точки зрения	4	11
12	как и	12	11
13	мы уже	10	11
14	и как	3	10
15	как мы	10	10
16	в этом	11	10
17	при этом	3	9
18	в то	10	9
19	то что	4	9
20	для того	3	9
21	все же	3	8
22	в ней	3	8
23	таким образом	20	8
24	в себе	3	8
25	и это	2	8
26	никогда не	2	7
27	же время	8	7
28	и на	11	7
29	так как	7	7
30	с его	4	7
31	слов и	3	7
32	того чтобы	3	7
33	и его	8	7
34	мы можем	3	7
35	только в	2	7
36	в которой	4	7
37	другими словами	2	6
38	в этой	13	6
39	на его	2	6
40	в конце	9	6
41	и так	3	6
42	в нем	5	6
43	так и	11	6
44	уже в	2	5
45	в нашем	4	5
46	мы видели	7	5
47	и их	3	5
48	с помощью	4	5
49	и с	9	5
50	и наконец	2	5
51	в его	8	5
52	в той	2	5
53	с точки	2	5
54	той же	3	5
55	самого начала	3	4
56	все время	3	4
57	что это	5	4
58	к тому	2	4
59	с самого	3	4
60	связаны с	2	4
61	о своей	2	4
62	было в	2	4
63	в качестве	3	4
64	один из	4	4
65	в словах	2	4
66	все это	4	4
67	того что	3	4
68	так же	7	4
69	о том	2	4
70	его в	9	4
71	но в	12	4
72	и к	2	4
73	мы видим	3	4
74	мы увидим	2	4
75	себя в	2	4
76	так называемые	2	4
77	уже не	2	4
78	в слове	2	4
79	и то	2	4
80	то есть	21	4
81	так сказать	2	4
82	в разных	3	3
83	связанных с	2	3
84	его и	2	3
85	что у	3	3
86	перед нами	4	3
87	это не	5	3
88	и эта	2	3
89	не мог	2	3
90	хотя и	2	3
91	в котором	2	3
92	из них	6	3
93	жизни и	4	3
94	во второй	2	3
95	и вот	3	3
96	и даже	3	3
97	их в	2	3
98	сказать что	5	3
99	и здесь	3	3
100	в виду	2	3
101	то он	2	3
102	и все	13	3
103	в ее	3	3
104	том что	3	3
105	еще не	4	3
106	о своем	2	3
107	конечно не	4	3
108	да и	2	3
109	на самом	4	3
110	между ними	2	3
111	и для	2	3
112	роль в	3	3
113	конце концов	4	3
114	связи с	2	3
115	место в	2	2
116	быть может	2	2
117	в частности	3	2
118	в том	7	2
119	но это	4	2
120	времени и	2	2
121	до конца	5	2
122	и сам	3	2
123	но мы	2	2
124	в этих	2	2
125	еще и	7	2
126	все эти	9	2
127	в своих	2	2
128	также и	4	2
129	даже и	2	2
130	по своей	3	2
131	разных местах	2	2
132	нет ничего	2	2
133	к которому	2	2
134	в жизни	2	2
135	в основе	2	2
136	которое не	2	2
137	к этому	2	2
138	связанные с	4	2
139	что он	4	2
140	на первый	2	2
141	и при	2	2
142	но не	2	2
143	по своему	4	2
144	тот же	3	2
145	одной из	2	2
146	в своей	5	2
147	этот процесс	6	2
148	как в	2	2
149	здесь не	3	2
150	бы не	2	2
151	к нему	3	2
152	в дальнейшем	3	2
153	с ним	2	2
154	у них	3	2
155	или в	2	2
156	тем что	4	2
157	это же	2	2
