N	2gram	Tiupa_Narr_1	DiskursI
1	в качестве	21	34
2	не только	32	28
3	в том	18	23
4	а не	12	22
5	то есть	19	20
6	том что	14	19
7	тогда как	12	19
8	может быть	25	17
9	представляет собой	13	17
10	и в	19	16
11	как и	7	16
12	в этом	17	15
13	еще не	7	14
14	но и	23	14
15	коммуникативного события	12	14
16	при этом	9	13
17	и т.п	8	12
18	речевых жанров	4	12
19	прежде всего	4	11
20	но не	5	11
21	и не	20	11
22	по своей	3	11
23	с другой	8	10
24	как в	7	10
25	далеко не	5	10
26	в частности	14	9
27	состоит в	13	9
28	в нем	4	9
29	отношению к	6	9
30	одной стороны	7	9
31	по отношению	7	9
32	не может	10	9
33	с одной	7	9
34	а также	7	8
35	отнюдь не	5	8
36	своего рода	12	8
37	так и	9	8
38	о том	6	8
39	но в	6	8
40	в основе	5	7
41	в его	9	7
42	со стороны	9	7
43	то же	4	7
44	не было	2	7
45	роль в	2	7
46	в себе	8	7
47	только в	4	7
48	не в	14	7
49	в своем	2	6
50	и как	5	6
51	литературные жанры	3	6
52	высказывания в	6	6
53	пока еще	4	6
54	в рамках	12	5
55	к тому	7	5
56	или иной	5	5
57	можно сказать	5	5
58	тому же	5	5
59	в силу	4	5
60	коммуникативной ситуации	2	5
61	как бы	4	5
62	то что	11	5
63	коммуникативное событие	3	5
64	в отличие	5	5
65	художественного дискурса	2	5
66	а с	3	5
67	а в	11	5
68	в себя	6	5
69	сводится к	3	5
70	отличие от	5	5
71	и на	3	5
72	в данном	5	5
73	не обязательно	3	4
74	с его	6	4
75	что в	3	4
76	не является	8	4
77	во втором	4	4
78	не как	2	4
79	форма авторства	2	4
80	что он	6	4
81	уже не	5	4
82	для него	2	4
83	не предполагает	5	4
84	же время	4	4
85	одной из	4	4
86	связи с	4	4
87	такого рода	7	4
88	в нарративном	2	4
89	по сути	2	4
90	отношение к	2	4
91	в притче	3	4
92	в особенности	4	4
93	что не	4	4
94	между тем	3	4
95	могут быть	3	4
96	и т.д	7	4
97	как правило	4	4
98	по бахтину	3	4
99	о.м фрейденберг	3	4
100	перед нами	4	3
101	очевидным образом	2	3
102	однако в	2	3
103	от мифа	2	3
104	столь же	3	3
105	нарративного дискурса	9	3
106	это не	2	3
107	жанры как	2	3
108	по мысли	3	3
109	по себе	5	3
110	не сводится	2	3
111	дискурс в	2	3
112	в ее	3	3
113	сказания или	4	3
114	рассказывания в	2	3
115	различного рода	3	3
116	свою очередь	3	3
117	времени и	7	3
118	с.с аверинцева	2	3
119	в свою	3	3
120	имеет место	4	3
121	при всей	4	3
122	той или	4	3
123	ситуации рассказывания	2	3
124	картина мира	5	3
125	себе не	2	3
126	один из	3	3
127	в сказании	2	3
128	не с	3	3
129	хотя бы	4	3
130	все же	7	3
131	нарративный дискурс	5	3
132	к содержанию	3	3
133	из них	3	3
134	бы быть	3	3
135	рассказывания а	2	3
136	именно в	6	3
137	события рассказывания	5	3
138	значении этого	3	3
139	другой стороны	4	3
140	и даже	3	3
141	являет собой	2	3
142	сказать что	4	3
143	тем что	3	3
144	точки зрения	10	3
145	в то	3	3
146	тому как	2	3
147	в первом	3	3
148	зрения на	2	3
149	в произведении	3	3
150	и потому	2	3
151	мира в	5	3
152	в противоположность	2	2
153	из двух	3	2
154	то она	2	2
155	зависит от	2	2
156	как формы	2	2
157	ни столь	2	2
158	с человеком	2	2
159	говорит и	2	2
160	не менее	3	2
161	никогда не	3	2
162	вольно или	3	2
163	сказания это	2	2
164	между собой	2	2
165	и одновременно	2	2
166	том числе	6	2
167	в какой	2	2
168	к себе	5	2
169	или даже	2	2
170	и все	2	2
171	биографического дискурса	2	2
172	одного из	4	2
173	имеем дело	2	2
174	не всегда	2	2
175	события а	2	2
176	в литературе	2	2
177	различие между	2	2
178	ему в	2	2
179	его как	2	2
180	рассказываемое событие	2	2
181	по выражению	2	2
182	дискурса в	2	2
183	благодаря связи	2	2
184	точкой зрения	2	2
185	основе своей	4	2
186	в пределах	2	2
187	речевого замысла	2	2
188	в значительной	2	2
189	есть в	2	2
190	более или	2	2
191	м.м бахтин	2	2
192	или невольно	3	2
193	числе и	4	2
194	коммуникативные стратегии	2	2
195	отличается от	4	2
196	события в	2	2
197	было в	2	2
198	не от	2	2
199	существует благодаря	2	2
200	и представляет	2	2
201	в сущности	3	2
202	значительной степени	2	2
203	действующее лицо	2	2
204	иначе говоря	6	2
205	в принципе	4	2
206	одним из	2	2
207	хотя и	3	2
208	о нем	4	2
209	и др	2	2
210	будто бы	3	2
211	сами по	2	2
212	например в	2	2
213	оно не	2	2
214	точка зрения	6	2
215	не могло	2	2
216	словами бахтина	2	2
217	и тем	4	2
218	не есть	3	2
219	с ее	3	2
220	а по	2	2
221	того или	2	2
222	коммуникативную стратегию	2	2
223	себя в	5	2
224	в культуре	2	2
225	и судия	2	2
226	когда он	3	2
227	на том	3	2
228	героя и	4	2
229	в тексте	16	2
230	в форме	5	2
231	или менее	2	2
232	свидетель и	3	2
233	данном случае	4	2
234	приводит к	2	2
235	языка и	2	2
236	дело с	2	2
237	жизни в	3	2
238	как к	2	2
239	речевой акт	2	2
240	отношения к	2	2
241	хотя в	2	2
242	уже в	3	2
243	человека в	2	2
244	как мы	3	2
245	адресата в	2	2
246	или притчи	3	2
247	за рамки	2	2
248	исходя из	2	2
