N	2gram	Vygotskiy__3	Vladivir
1	и в	38	31
2	не только	12	24
3	но и	5	19
4	то что	35	18
5	и не	10	17
6	у него	4	15
7	и даже	4	15
8	он был	3	14
9	том что	14	14
10	что в	20	14
11	в этом	13	14
12	что он	11	12
13	в его	5	12
14	но в	3	12
15	в том	25	11
16	потому что	14	11
17	о том	6	11
18	так что	8	10
19	и то	8	10
20	он не	6	10
21	никогда не	4	9
22	как мы	7	9
23	а в	7	9
24	в течение	4	9
25	только в	4	9
26	в конце	2	9
27	и по	2	8
28	в то	3	8
29	так как	6	8
30	для него	2	7
31	как раз	8	7
32	и его	6	7
33	как это	6	7
34	сказать что	4	7
35	мы уже	7	7
36	еще и	2	7
37	к этому	3	6
38	и к	3	6
39	у нас	2	6
40	в качестве	2	6
41	того же	3	6
42	может быть	19	6
43	в котором	6	6
44	не может	7	6
45	то же	10	6
46	и что	18	6
47	это был	2	5
48	а с	2	5
49	все это	3	5
50	вовсе не	8	5
51	на то	16	5
52	не в	12	5
53	но как	2	5
54	и если	6	5
55	что и	4	5
56	когда он	4	5
57	что же	2	5
58	в своих	4	5
59	но он	2	5
60	с ним	2	5
61	я не	5	4
62	в своем	5	4
63	что у	7	4
64	и все	10	4
65	в нем	4	4
66	главным образом	3	4
67	для нас	8	4
68	к ней	2	4
69	в себе	4	4
70	что его	2	4
71	как и	8	4
72	и как	8	4
73	в этой	13	4
74	совсем не	3	4
75	никак не	7	4
76	один из	6	4
77	в своей	5	4
78	в истории	2	4
79	в нас	4	4
80	говорит что	8	4
81	несмотря на	5	4
82	в которой	5	4
83	мы увидим	12	3
84	в общем	2	3
85	но только	8	3
86	к тому	6	3
87	в виде	2	3
88	отнюдь не	2	3
89	со своей	2	3
90	с другой	7	3
91	как в	4	3
92	к своему	2	3
93	увидим ниже	2	3
94	но это	3	3
95	что они	4	3
96	по своему	4	3
97	но что	2	3
98	ничего не	2	3
99	тот же	3	3
100	все же	8	3
101	в целом	4	3
102	вместе с	5	3
103	другой стороны	5	3
104	таким образом	12	3
105	все эти	4	3
106	и вот	2	3
107	здесь мы	4	3
108	не мог	4	3
109	уже не	2	3
110	и очень	2	3
111	едва ли	3	3
112	и всегда	2	3
113	что этот	4	3
114	и на	6	3
115	он в	2	3
116	к его	2	3
117	и здесь	6	3
118	здесь не	3	3
119	то есть	15	3
120	и действительно	2	3
121	место в	3	2
122	мы читаем	2	2
123	тем что	3	2
124	с и	6	2
125	с тем	8	2
126	она была	4	2
127	в них	3	2
128	хотя бы	2	2
129	по существу	2	2
130	и затем	2	2
131	к концу	3	2
132	указывает на	6	2
133	что все	3	2
134	и я	2	2
135	ясно что	6	2
136	на всю	2	2
137	его к	2	2
138	в тех	4	2
139	указать на	3	2
140	ни в	3	2
141	на этом	5	2
142	то время	2	2
143	что с	4	2
144	при этом	4	2
145	того что	4	2
146	было бы	12	2
147	и мы	13	2
148	совершенно не	5	2
149	нее в	2	2
150	в самом	25	2
151	конечно не	4	2
152	и о	3	2
153	на это	3	2
154	всяком случае	2	2
155	и т	14	2
156	из них	6	2
157	то как	2	2
158	дело не	2	2
159	из этого	8	2
160	со стороны	2	2
161	что она	16	2
162	и который	2	2
163	только что	2	2
164	так например	2	2
165	но мы	2	2
166	то и	3	2
167	как к	2	2
168	т д	4	2
169	и для	4	2
170	он говорит	6	2
171	того чтобы	9	2
172	для того	8	2
173	по его	3	2
174	как на	3	2
175	своей жизни	2	2
176	той же	2	2
177	и начал	2	2
178	где он	3	2
179	во всяком	2	2
180	больше чем	4	2
181	к этой	2	2
182	точки зрения	16	2
183	к себе	2	2
184	из этих	3	2
185	о котором	5	2
186	чтобы он	2	2
187	что сам	2	2
188	в которую	2	2
189	и это	8	2
