N	2gram	Voloshinov_1	Problemy
1	и в	38	43
2	и не	14	29
3	может быть	13	23
4	как бы	28	22
5	не может	12	18
6	но и	13	14
7	как и	10	14
8	точки зрения	10	13
9	в этом	10	13
10	что он	2	13
11	слова в	5	12
12	в нем	4	12
13	в одном	3	12
14	слова и	5	12
15	не в	6	11
16	не только	27	11
17	прежде всего	21	10
18	и на	6	10
19	но в	5	10
20	в его	6	10
21	как мы	9	10
22	никогда не	7	9
23	еще не	3	9
24	он не	2	9
25	слово и	3	9
26	с самим	2	8
27	для него	3	8
28	лишь в	4	8
29	то же	14	8
30	слово не	4	8
31	с точки	5	8
32	и его	7	8
33	или в	2	8
34	слово в	2	8
35	перед нами	3	7
36	и сам	2	7
37	в самом	4	7
38	ведь и	2	7
39	в то	9	7
40	то что	8	7
41	сих пор	2	7
42	что же	8	7
43	а не	6	7
44	в этих	2	6
45	в том	2	6
46	при этом	9	6
47	в котором	3	6
48	и наконец	5	6
49	и все	4	6
50	здесь не	2	6
51	так сказать	4	6
52	да и	4	5
53	же время	7	5
54	хотя и	3	5
55	к нему	2	5
56	все это	4	5
57	таким образом	7	5
58	все эти	2	5
59	а в	5	5
60	и с	5	5
61	но ведь	6	5
62	бы в	5	5
63	это слово	2	5
64	вовсе не	2	5
65	установки на	2	5
66	о том	4	5
67	но не	2	5
68	слов и	7	5
69	было бы	7	5
70	мы увидим	5	5
71	в той	5	5
72	самом деле	4	5
73	и он	2	5
74	в слове	3	5
75	в себе	9	5
76	к тому	4	4
77	но это	2	4
78	и нет	2	4
79	другого человека	2	4
80	себе и	2	4
81	в словах	3	4
82	слово как	7	4
83	должно быть	2	4
84	их в	3	4
85	человека в	2	4
86	так как	7	4
87	то есть	4	4
88	или как	6	4
89	с его	7	4
90	с собой	2	4
91	точек зрения	4	4
92	почему же	2	4
93	совершенно не	3	4
94	в своей	2	4
95	во всех	6	4
96	между ними	3	4
97	мы не	9	4
98	этот вопрос	2	4
99	речи и	6	4
100	только в	6	4
101	может стать	2	4
102	и это	7	4
103	мы будем	6	3
104	в отношении	2	3
105	это не	3	3
106	или иной	4	3
107	тому же	2	3
108	о своей	4	3
109	кроме того	2	3
110	но для	3	3
111	и следовательно	5	3
112	той или	3	3
113	в виду	3	3
114	и их	5	3
115	и даже	3	3
116	теперь в	3	3
117	и здесь	3	3
118	ни на	3	3
119	его в	4	3
120	с ним	2	3
121	между тем	3	3
122	в жизни	2	3
123	но при	3	3
124	если бы	4	3
125	не знает	3	3
126	и к	4	3
127	тот же	2	3
128	мы уже	10	3
129	что и	3	3
130	все же	7	3
131	себя в	4	3
132	на него	4	3
133	так и	6	3
134	только на	3	3
135	уже не	4	3
136	также и	2	3
137	и для	3	3
138	той же	5	3
139	можно было	4	3
140	ничего не	8	3
141	слова как	2	3
142	тем что	2	3
143	уже в	5	2
144	его и	3	2
145	что у	3	2
146	та же	3	2
147	в конце	6	2
148	и речь	2	2
149	вопрос о	2	2
150	человек с	2	2
151	слова но	3	2
152	словом и	3	2
153	оно является	2	2
154	для нас	3	2
155	слова мы	2	2
156	слова о	3	2
157	и как	9	2
158	своей жизни	5	2
159	но все	4	2
160	времени и	2	2
161	художественного творчества	5	2
162	что это	4	2
163	что такое	4	2
164	ничего что	2	2
165	и является	5	2
166	в целом	4	2
167	отношение к	2	2
168	в форме	6	2
169	и без	4	2
170	целый ряд	3	2
171	отношения к	3	2
172	но эта	2	2
173	здесь мы	3	2
174	того что	4	2
175	речь и	4	2
176	так же	4	2
177	каждый из	2	2
178	в своих	2	2
179	в которых	2	2
180	сказать что	3	2
181	и так	6	2
182	из них	3	2
183	перед ним	3	2
184	я и	2	2
185	между собой	2	2
186	и сознание	2	2
187	с этим	2	2
188	что было	3	2
189	об этом	3	2
190	в первой	2	2
191	у нас	4	2
192	и при	2	2
193	к миру	2	2
194	по своему	3	2
195	одно и	4	2
196	не нужно	2	2
197	же слово	2	2
198	конечно не	3	2
199	конце концов	3	2
200	этого слова	3	2
201	и пр	4	2
202	в процессе	6	2
203	внутренней речи	18	2
204	слово или	2	2
205	бы и	2	2
206	как в	2	2
207	для наших	2	2
208	зрения как	2	2
209	а с	5	2
210	еще более	2	2
211	если мы	4	2
212	том что	3	2
213	и эта	3	2
214	тем же	3	2
215	хотя бы	18	2
216	высказывания и	3	2
217	слов в	4	2
218	и то	3	2
219	мы можем	7	2
220	бы не	2	2
