N	2gram	Propp_Isto_1	Analitik
1	не только	12	22
2	и в	28	18
3	как и	4	14
4	так и	9	14
5	в этом	8	14
6	но и	10	13
7	и его	3	13
8	в частности	2	12
9	том что	7	12
10	в качестве	5	12
11	и не	9	12
12	при этом	3	11
13	а в	7	10
14	как бы	2	10
15	может быть	25	9
16	со стороны	2	9
17	что в	12	9
18	а не	15	9
19	в том	9	9
20	и даже	4	8
21	с другой	6	7
22	но не	5	7
23	в его	5	7
24	в русской	2	7
25	отношению к	3	7
26	как раз	2	7
27	по отношению	3	7
28	к тому	6	6
29	не в	9	6
30	в начале	3	6
31	для него	2	6
32	еще не	7	6
33	в этой	6	6
34	он не	2	6
35	в их	3	6
36	о том	9	6
37	никогда не	14	5
38	однако в	2	5
39	прежде всего	10	5
40	как правило	4	5
41	что и	6	5
42	другой стороны	5	5
43	уже не	3	5
44	между тем	2	5
45	мы имеем	13	5
46	представляет собой	4	5
47	не менее	6	4
48	перед нами	3	4
49	в своем	5	4
50	столь же	2	4
51	в одном	5	4
52	по себе	3	4
53	что он	10	4
54	и как	2	4
55	себя в	2	4
56	в пределах	4	4
57	не есть	2	4
58	все же	10	4
59	приводит к	2	4
60	таким образом	8	4
61	и на	4	4
62	в рамках	2	3
63	восходит к	5	3
64	были бы	2	3
65	ключ к	3	3
66	к этому	2	3
67	не всегда	8	3
68	его как	2	3
69	в ее	2	3
70	о смерти	6	3
71	что они	5	3
72	было бы	7	3
73	указывает на	2	3
74	мысль о	2	3
75	в целом	2	3
76	дело не	5	3
77	как в	2	3
78	все это	4	3
79	так в	4	3
80	дело с	2	3
81	то же	12	3
82	еще и	2	3
83	именно в	3	3
84	что не	2	3
85	по его	2	3
86	мы не	10	3
87	ничего не	2	3
88	вступает в	2	3
89	с этим	4	3
90	во всем	3	3
91	в то	3	3
92	его в	6	3
93	здесь не	4	3
94	ответ на	2	3
95	в особенности	2	3
96	как это	3	3
97	могут быть	4	2
98	для всех	2	2
99	все эти	4	2
100	поэтому в	2	2
101	это не	7	2
102	но они	2	2
103	не как	3	2
104	и от	2	2
105	в нем	2	2
106	как уже	2	2
107	в тех	2	2
108	не должен	5	2
109	тем не	6	2
110	говорит о	2	2
111	в дальнейшем	5	2
112	одна из	2	2
113	с тем	4	2
114	в большинстве	4	2
115	не более	2	2
116	одной стороны	4	2
117	например в	5	2
118	могли бы	3	2
119	с героем	2	2
120	в ней	7	2
121	об этом	4	2
122	в конечном	2	2
123	и потому	2	2
124	по своей	2	2
125	даже в	4	2
126	один из	4	2
127	чистом виде	2	2
128	не с	3	2
129	то что	9	2
130	когда он	6	2
131	во всех	2	2
132	вместе с	6	2
133	что она	5	2
134	связь с	4	2
135	в форме	3	2
136	не может	15	2
137	в отличие	2	2
138	в глубине	2	2
139	отношения к	2	2
140	с одной	4	2
141	и вот	2	2
142	и он	3	2
143	и по	3	2
144	и для	4	2
145	в иной	4	2
146	сказать что	5	2
147	тем что	3	2
148	в себе	2	2
149	и здесь	7	2
150	что мы	7	2
151	только в	11	2
152	на эту	3	2
153	дело в	3	2
154	пока же	2	2
155	там где	4	2
156	когда мы	2	2
157	отличие от	2	2
158	но в	8	2
159	а для	2	2
