N	2gram	Propp_Russ_2	Myslijsy
1	потому что	5	49
2	для нас	6	31
3	и в	29	24
4	может быть	13	23
5	то что	5	20
6	а не	4	18
7	в том	22	18
8	что в	22	16
9	не только	10	15
10	при этом	6	13
11	было бы	3	13
12	не в	4	13
13	но не	5	12
14	не может	5	12
15	то же	4	12
16	что и	2	11
17	вместе с	6	11
18	мы не	6	11
19	таким образом	6	11
20	так что	4	10
21	как в	7	10
22	тогда как	2	10
23	так как	13	10
24	тогда когда	4	10
25	как бы	18	9
26	но и	8	9
27	то и	4	9
28	а в	9	8
29	том что	22	8
30	и на	6	8
31	в этом	11	8
32	могут быть	2	8
33	прежде всего	2	7
34	во всех	3	7
35	или же	5	7
36	как и	11	7
37	того что	3	7
38	тем что	3	7
39	с этим	2	7
40	того как	2	7
41	связи с	2	6
42	с другой	2	6
43	и как	2	6
44	не можем	2	6
45	только как	2	6
46	тем не	2	6
47	и т	5	6
48	не было	2	6
49	не имеет	3	6
50	между тем	3	6
51	в то	2	6
52	заметить что	2	6
53	не менее	2	5
54	же в	6	5
55	о том	9	5
56	в природе	3	5
57	в них	4	5
58	а и	2	5
59	для того	6	5
60	с другими	3	5
61	из них	4	5
62	все же	2	5
63	в которой	2	5
64	во время	12	4
65	главным образом	3	4
66	никогда не	2	4
67	из этих	2	4
68	образом в	2	4
69	уже не	4	4
70	одна из	11	4
71	еще не	6	4
72	в котором	3	4
73	в некоторых	9	4
74	так в	2	4
75	с одной	2	4
76	и что	5	4
77	в таком	4	4
78	тому как	3	4
79	влияние на	2	4
80	подобно тому	3	4
81	там где	2	4
82	то время	2	4
83	с тем	6	4
84	в других	15	4
85	но в	5	4
86	что это	3	3
87	это не	5	3
88	и от	3	3
89	и все	4	3
90	что на	2	3
91	и при	2	3
92	очевидно что	2	3
93	одной стороны	2	3
94	не совсем	2	3
95	его в	8	3
96	но она	2	3
97	не с	2	3
98	что она	3	3
99	только тогда	3	3
100	т д	5	3
101	что сила	4	3
102	и для	2	3
103	что для	3	3
104	во многих	9	3
105	вряд ли	2	3
106	и то	2	3
107	одно из	2	3
108	как например	3	3
109	далеко не	4	3
110	в этих	3	3
111	полагает что	2	3
112	в эту	3	3
113	с в	8	2
114	связанные с	2	2
115	но он	3	2
116	не столько	2	2
117	а к	2	2
118	состоит в	15	2
119	к этому	5	2
120	вопрос о	4	2
121	после того	2	2
122	у нас	4	2
123	все эти	3	2
124	есть в	2	2
125	совсем не	2	2
126	так же	4	2
127	на другой	2	2
128	связано с	2	2
129	что с	2	2
130	связь между	2	2
131	к таким	2	2
132	к ней	2	2
133	но если	3	2
134	не все	4	2
135	один из	2	2
136	на две	2	2
137	все это	10	2
138	а а	8	2
139	а с	2	2
140	и других	3	2
141	на самом	2	2
142	того чтобы	6	2
143	и по	3	2
144	должно быть	2	2
145	друг друга	3	2
146	как это	4	2
147	также что	2	2
148	или в	7	2
149	их в	4	2
150	быть только	2	2
151	на природу	2	2
152	во всем	2	2
153	на этом	3	2
154	как оно	2	2
155	когда мы	2	2
156	но вместе	2	2
