N	2gram	Vygotskiy__2	Formalny
1	и в	32	24
2	художественного произведения	5	23
3	в его	2	23
4	и не	10	20
5	так и	3	18
6	не может	17	16
7	точки зрения	17	16
8	в этом	13	15
9	в нем	4	14
10	может быть	18	14
11	с точки	10	13
12	таким образом	21	13
13	и т	10	12
14	не менее	8	11
15	как и	10	11
16	в своей	3	11
17	в их	3	11
18	вовсе не	2	10
19	и ее	3	10
20	и их	3	10
21	то же	13	10
22	в ней	5	10
23	а не	7	10
24	и его	7	10
25	в процессе	2	9
26	все это	5	9
27	в то	5	9
28	в ее	2	8
29	же время	2	8
30	в свою	3	8
31	то что	21	8
32	как в	9	8
33	т д	2	8
34	и на	5	8
35	не в	8	8
36	и с	4	8
37	место в	2	7
38	и от	2	7
39	до конца	3	7
40	не только	12	7
41	с ее	3	7
42	жизни и	4	7
43	но и	10	7
44	на самом	5	7
45	отнюдь не	5	6
46	и все	4	6
47	и здесь	2	6
48	было бы	11	6
49	в том	37	6
50	в этой	6	6
51	самом деле	16	6
52	свою очередь	2	6
53	до сих	5	6
54	она не	2	6
55	еще не	2	6
56	как бы	6	6
57	сих пор	5	6
58	в целом	4	6
59	художественное произведение	6	6
60	а в	4	6
61	все эти	7	6
62	форм и	2	6
63	как это	4	6
64	хотя бы	3	5
65	формы и	6	5
66	по себе	12	5
67	в искусстве	21	5
68	при этом	13	5
69	только на	5	5
70	во всех	3	5
71	в самом	12	5
72	и до	4	5
73	искусства и	9	5
74	того что	8	5
75	должны быть	3	5
76	с другой	3	5
77	но в	3	5
78	с его	2	4
79	искусства в	5	4
80	главным образом	3	4
81	в частности	3	4
82	никогда не	9	4
83	не как	3	4
84	с другими	2	4
85	и к	3	4
86	для этого	3	4
87	если бы	6	4
88	всяком случае	2	4
89	оно не	2	4
90	при таком	4	4
91	так же	18	4
92	т п	8	4
93	что в	20	4
94	как на	5	4
95	в которой	2	4
96	с этой	4	4
97	во всяком	2	4
98	но не	2	3
99	в отношении	3	3
100	вещей и	2	3
101	поэтического произведения	3	3
102	материала и	2	3
103	в них	2	3
104	то ни	2	3
105	в жизни	4	3
106	воздействия на	2	3
107	бы то	2	3
108	на все	5	3
109	ясно что	7	3
110	или иного	2	3
111	что он	13	3
112	к тому	7	3
113	художественном произведении	5	3
114	и как	7	3
115	но это	2	3
116	в каждом	2	3
117	ни на	3	3
118	в общем	3	3
119	он не	6	3
120	произведение как	2	3
121	один из	3	3
122	все же	4	3
123	отношение к	2	3
124	когда он	10	3
125	значение в	2	3
126	отличается от	2	3
127	значение и	2	3
128	в особенности	2	3
129	или же	3	3
130	не было	2	3
131	и других	3	3
132	сводится к	2	3
133	мы не	3	3
134	и даже	5	3
135	целый ряд	6	3
136	у них	2	3
137	жизнь и	3	3
138	в основе	11	3
139	как она	4	3
140	в себе	2	3
141	как к	3	3
142	произведения искусства	4	3
143	в художественном	6	3
144	думать что	3	3
145	говорит он	4	3
146	того или	3	2
147	художественной формы	12	2
148	и более	4	2
149	же как	4	2
150	с тем	11	2
151	искусства как	2	2
152	учения о	2	2
153	сами по	3	2
154	его с	2	2
155	это не	2	2
156	она является	2	2
157	с этим	4	2
158	в одном	2	2
159	том чтобы	3	2
160	и заключается	3	2
161	а только	3	2
162	но эта	2	2
163	все время	6	2
164	ни в	2	2
165	в самой	2	2
166	по существу	3	2
167	более и	2	2
168	самое понятие	2	2
169	подход к	2	2
170	если мы	12	2
171	только в	7	2
172	только как	3	2
173	в действительности	4	2
174	роман и	2	2
175	все более	2	2
176	от того	4	2
177	как раз	5	2
178	таком понимании	2	2
179	в него	2	2
180	была бы	2	2
181	однако не	2	2
182	точка зрения	2	2
183	что и	17	2
184	начала и	2	2
185	на него	2	2
186	вместе с	2	2
187	он в	3	2
188	не на	2	2
189	впечатление что	2	2
190	и содержание	2	2
191	и вот	3	2
192	и что	22	2
193	не так	2	2
194	и те	4	2
195	между тем	4	2
196	сами же	2	2
197	в своих	9	2
198	на его	2	2
199	к которому	2	2
200	отношении к	3	2
201	ничего не	4	2
202	если же	4	2
203	и это	4	2
204	в произведении	4	2
205	во всем	3	2
206	к действительности	2	2
207	входящих в	2	2
208	могло бы	2	2
209	совершенно справедливо	6	2
210	произведения как	2	2
