N	2gram	Bakhtin_Pr_1	Marksizm
1	может быть	26	28
2	и пр	2	25
3	и в	38	19
4	как бы	22	19
5	и не	42	19
6	не может	27	18
7	точки зрения	8	17
8	то же	5	16
9	и его	16	16
10	как мы	7	15
11	в этом	15	15
12	таким образом	10	14
13	лишь в	2	14
14	не только	9	13
15	с точки	6	13
16	связи с	2	13
17	в нем	15	11
18	если бы	3	11
19	вовсе не	2	11
20	не в	7	10
21	в пределах	6	10
22	но и	9	10
23	том что	3	10
24	так и	5	10
25	при этом	5	9
26	в основе	5	9
27	языка как	2	9
28	как и	7	9
29	на почве	3	9
30	самом деле	6	9
31	а не	5	9
32	слова в	7	8
33	отнюдь не	19	8
34	же время	3	8
35	не является	3	8
36	по отношению	21	8
37	в то	4	8
38	с его	2	8
39	отношению к	19	8
40	только в	13	8
41	никогда не	5	7
42	в связи	2	7
43	в том	8	7
44	его в	9	7
45	но в	4	7
46	и более	2	7
47	прежде всего	13	7
48	одна из	2	7
49	на самом	4	7
50	и для	11	7
51	в таком	3	7
52	ни в	11	6
53	и как	8	6
54	в свою	2	6
55	того чтобы	2	6
56	в самом	7	6
57	и значение	2	6
58	с помощью	7	6
59	ни было	3	6
60	же самое	2	6
61	и все	3	6
62	между тем	7	6
63	более того	4	6
64	во всех	11	6
65	слова и	3	6
66	для того	2	6
67	хотя бы	4	6
68	мы можем	6	6
69	то ни	3	5
70	в большинстве	5	5
71	или иной	2	5
72	смысле слова	2	5
73	к нему	10	5
74	в форме	4	5
75	в их	10	5
76	и на	3	5
77	и здесь	2	5
78	большинстве случаев	5	5
79	к этому	2	5
80	совершенно не	7	5
81	в его	43	5
82	все же	6	5
83	в данном	4	5
84	должна быть	4	4
85	это не	5	4
86	на то	2	4
87	той или	2	4
88	то что	8	4
89	и тем	3	4
90	бы то	3	4
91	того что	2	4
92	с ними	4	4
93	сказать что	4	4
94	а как	3	4
95	в единстве	12	4
96	следует что	2	4
97	что он	2	4
98	было бы	8	4
99	конечно не	5	4
100	связь с	3	4
101	в слове	3	4
102	и ее	2	4
103	в себе	4	4
104	ничего не	6	4
105	в этих	2	3
106	в какой	2	3
107	столь же	2	3
108	с другой	7	3
109	и от	3	3
110	в двух	2	3
111	для понимания	2	3
112	да и	3	3
113	здесь мы	2	3
114	высшей степени	5	3
115	одной стороны	3	3
116	не имеют	2	3
117	в ней	4	3
118	за пределы	12	3
119	в котором	2	3
120	а в	6	3
121	с одной	3	3
122	что оно	2	3
123	все эти	5	3
124	в другом	2	3
125	не имеет	9	3
126	должно быть	5	3
127	а иногда	2	3
128	языка в	3	3
129	не было	2	3
130	в истории	2	3
131	о том	4	3
132	в высшей	5	3
133	подхода к	2	3
134	оно может	2	3
135	слово в	2	3
136	иногда и	3	3
137	в ее	4	3
138	у нас	2	3
139	еще не	7	3
140	одной из	3	3
141	не к	6	3
142	в корне	2	3
143	он не	3	3
144	относится к	4	3
145	что и	2	3
146	не есть	6	3
147	в своей	7	3
148	в отличие	5	3
149	нами в	2	3
150	на материале	3	3
151	на основе	6	3
152	слово и	2	3
153	менее всего	3	3
154	форму и	2	3
155	с другими	3	3
156	могут быть	5	3
157	и это	3	3
158	отличие от	5	3
159	место в	8	2
160	независимо от	13	2
161	что в	7	2
162	что это	2	2
163	в нашем	4	2
164	формы и	5	2
165	является как	2	2
166	не знает	3	2
167	в противном	3	2
168	в тех	3	2
169	узком смысле	2	2
170	лишь как	4	2
171	лингвистики и	2	2
172	мы здесь	4	2
173	из важнейших	3	2
174	и у	2	2
175	другими словами	2	2
176	себя самого	4	2
177	в своем	5	2
178	имеет дело	9	2
179	в особенности	2	2
180	отношения к	6	2
181	они не	3	2
182	дифференциации и	2	2
183	и даже	3	2
184	можем сказать	2	2
185	коем случае	2	2
186	рядом с	5	2
187	конечно и	4	2
188	не следует	2	2
189	в более	4	2
190	и с	17	2
191	к его	2	2
192	но как	2	2
193	противном случае	3	2
194	в начале	2	2
195	все то	3	2
196	того или	2	2
197	правильного понимания	2	2
198	то есть	46	2
199	или как	3	2
200	но они	4	2
201	поэтому в	2	2
202	или иного	2	2
203	не с	4	2
204	в коем	2	2
205	но не	12	2
206	здесь в	2	2
207	имеют место	2	2
208	мы увидим	3	2
209	лишь там	2	2
210	и о	5	2
211	и потому	4	2
212	зрения самого	2	2
213	должен быть	2	2
214	себя в	2	2
215	и именно	2	2
216	приводит к	3	2
217	и прежде	5	2
218	не на	5	2
219	бы не	2	2
220	за бортом	5	2
221	эти моменты	2	2
222	конститутивным моментом	4	2
223	в значительной	2	2
224	что не	4	2
225	должны быть	4	2
226	и эта	2	2
227	и он	2	2
228	между ними	4	2
229	или в	2	2
230	тем что	2	2
231	в виде	2	2
232	является конечно	2	2
233	может стать	3	2
234	далеко не	5	2
235	бытия в	3	2
236	там где	6	2
237	от него	3	2
