N	2gram	Vygotskiy__5	OGranits
1	и в	30	13
2	и его	6	12
3	прежде всего	4	9
4	не может	9	8
5	и не	6	8
6	может быть	11	8
7	точки зрения	7	7
8	эстетический объект	3	7
9	в его	4	7
10	таким образом	20	6
11	не только	16	6
12	то что	37	6
13	только в	5	6
14	мы должны	3	6
15	как бы	19	6
16	художественного произведения	3	5
17	все же	7	5
18	с точки	2	5
19	и эта	2	5
20	хотя бы	3	5
21	и наконец	3	5
22	то же	7	4
23	не является	2	4
24	тех пор	2	4
25	но мы	2	4
26	в своей	4	4
27	до тех	2	4
28	вопроса о	2	4
29	все это	2	4
30	в каждом	2	4
31	в двух	5	4
32	мы не	3	4
33	мы можем	7	4
34	слов и	2	4
35	было бы	5	4
36	но в	5	4
37	пор пока	2	3
38	и уже	3	3
39	что в	24	3
40	никогда не	9	3
41	но и	6	3
42	материала и	5	3
43	так и	3	3
44	понятно что	2	3
45	в их	3	3
46	по отношению	2	3
47	не как	3	3
48	и все	4	3
49	в одном	2	3
50	самом деле	8	3
51	в ее	3	3
52	как и	6	3
53	не в	8	3
54	в которой	3	3
55	и то	9	3
56	одно и	3	3
57	ни один	2	3
58	в себе	5	3
59	в искусстве	6	3
60	с этим	2	3
61	и для	6	3
62	так как	9	3
63	еще в	2	2
64	против такого	2	2
65	каждый элемент	2	2
66	уже в	6	2
67	с этой	2	2
68	а как	2	2
69	самого начала	3	2
70	и тем	6	2
71	в нем	7	2
72	он только	3	2
73	в целом	5	2
74	данном случае	3	2
75	а не	8	2
76	художественное произведение	5	2
77	что эта	4	2
78	в отношении	2	2
79	другой стороны	5	2
80	с другой	9	2
81	в них	4	2
82	а в	4	2
83	с одной	12	2
84	элемента в	2	2
85	в течение	2	2
86	все эти	2	2
87	вовсе не	3	2
88	есть не	4	2
89	с самого	3	2
90	к тому	8	2
91	и к	4	2
92	как в	3	2
93	если бы	11	2
94	в том	27	2
95	что иное	2	2
96	так же	13	2
97	том что	21	2
98	в зависимости	6	2
99	мы видим	8	2
100	с помощью	2	2
101	в своих	5	2
102	в данном	3	2
103	зависимости от	7	2
104	что они	5	2
105	в этом	14	2
106	тем что	6	2
107	и следовательно	2	2
108	могут быть	8	2
109	при этом	8	2
110	не что	2	2
111	для него	3	2
112	в другом	3	2
113	во всем	2	2
114	тот же	3	2
115	одной стороны	12	2
116	несмотря на	5	2
117	мы уже	6	2
118	его на	2	2
119	мы получим	2	2
120	в самом	14	2
121	героя и	7	2
122	мог бы	2	2
123	и при	2	2
124	имеет место	3	2
125	которое мы	3	2
126	там где	4	2
127	бы в	5	2
128	в ней	4	2
129	иное как	2	2
