N	2gram	Berdyaev_M_1	KulturaY
1	т е	2	38
2	в том	6	30
3	и в	28	24
4	потому что	16	23
5	том что	3	21
6	что в	10	17
7	того чтобы	2	17
8	для того	2	16
9	было бы	10	15
10	в этом	20	14
11	точки зрения	4	14
12	может быть	30	13
13	все же	2	12
14	в его	9	12
15	и не	11	12
16	не в	16	11
17	только в	6	11
18	в самом	11	10
19	у нас	5	10
20	не только	29	10
21	хотя бы	3	10
22	если бы	2	9
23	то что	5	9
24	прежде всего	10	9
25	отношению к	2	9
26	того что	7	9
27	о том	2	9
28	так как	3	9
29	по отношению	2	8
30	уже не	4	8
31	а не	25	8
32	тем что	4	8
33	в них	4	7
34	как бы	2	7
35	вместе с	6	7
36	не может	28	7
37	это не	5	7
38	бы в	2	7
39	что он	10	6
40	в ней	15	6
41	но и	25	6
42	все это	6	6
43	все эти	2	6
44	в которых	4	6
45	в которой	6	6
46	с тем	9	5
47	к тому	3	5
48	но не	8	5
49	и что	2	5
50	в виду	2	5
51	в той	2	5
52	а в	4	5
53	и его	9	5
54	xix века	4	5
55	с ним	2	5
56	и с	3	5
57	учение о	3	4
58	с его	3	4
59	в этих	4	4
60	и потому	10	4
61	в нем	13	4
62	это и	4	4
63	один из	4	4
64	должен быть	2	4
65	что и	4	4
66	не есть	9	4
67	сих пор	2	4
68	до сих	2	4
69	как в	2	4
70	с этим	3	4
71	в самой	7	4
72	и на	6	4
73	уже в	4	3
74	в этой	6	3
75	в свою	2	3
76	мы увидим	3	3
77	связано с	2	3
78	на том	3	3
79	в котором	8	3
80	в истории	2	3
81	когда он	3	3
82	в своем	10	3
83	не было	18	3
84	только и	3	3
85	в их	4	3
86	есть лишь	9	3
87	и он	12	3
88	должно быть	3	3
89	должна быть	6	3
90	с их	2	3
91	даже и	2	3
92	в себе	7	3
93	любовь к	2	2
94	не все	2	2
95	для них	3	2
96	о чем	2	2
97	и есть	14	2
98	никогда не	14	2
99	с этой	4	2
100	и все	10	2
101	не могут	5	2
102	вопрос о	2	2
103	в то	2	2
104	для нас	3	2
105	отношения и	2	2
106	как и	5	2
107	и как	2	2
108	это есть	3	2
109	не знают	3	2
110	и мы	2	2
111	конечно не	3	2
112	в своей	15	2
113	одним из	2	2
114	но если	3	2
115	о нем	2	2
116	относится к	2	2
117	себе и	2	2
118	был бы	10	2
119	был в	4	2
120	бы и	3	2
121	пишет он	2	2
122	он не	24	2
123	и для	2	2
124	не мог	3	2
125	лишь в	6	2
126	на этот	2	2
127	не имеет	3	2
128	увидим что	4	2
129	когда мы	2	2
130	также и	2	2
131	в более	2	2
132	от этого	2	2
133	одно из	3	2
134	в каком	2	2
135	и еще	3	2
136	в иных	3	2
137	до конца	14	2
138	ничего не	3	2
139	но в	7	2
140	любви к	7	2
