N	3gram	Vinokur_St_1	Myshleni
1	с точки зрения	8	18
2	в том что	17	15
3	для того чтобы	10	15
4	с другой стороны	6	9
5	с одной стороны	2	8
6	по отношению к	3	7
7	о том что	11	6
8	заключается в том	3	6
9	в то время	2	5
10	так же как	3	5
11	не может быть	5	5
12	в этом отношении	7	4
13	до сих пор	7	4
14	на то что	4	3
15	можно было бы	8	3
16	в первую очередь	2	3
17	во всяком случае	6	3
18	то что у	2	2
19	в равной мере	2	2
20	в данном случае	6	2
21	в самом деле	5	2
22	том что в	3	2
23	в то же	4	2
24	на вопрос о	2	2
25	то же время	4	2
26	речь идет о	2	2
