N	2gram	Berdyaev_M_1	Istorich
1	и в	28	26
2	т е	2	22
3	так как	3	18
4	никогда не	14	13
5	потому что	16	13
6	что в	10	12
7	в том	6	12
8	и на	6	12
9	в этом	20	12
10	может быть	30	11
11	том что	3	10
12	и не	11	10
13	не только	29	10
14	что он	10	9
15	но и	25	9
16	в нем	13	8
17	все же	2	8
18	на том	3	8
19	вместе с	6	8
20	все эти	2	8
21	и это	12	8
22	с ним	2	8
23	уже не	4	7
24	и его	9	7
25	у него	17	7
26	о том	2	7
27	но в	7	7
28	этот случай	2	6
29	то что	5	6
30	и там	4	6
31	в ином	2	6
32	как в	2	6
33	не может	28	6
34	в более	2	6
35	и с	3	6
36	как он	2	6
37	за собой	2	5
38	у нас	5	5
39	как и	5	5
40	мы видим	2	5
41	в ней	15	5
42	в его	9	5
43	в иное	2	5
44	и что	2	5
45	тем что	4	5
46	в то	2	5
47	только в	6	5
48	его в	3	5
49	есть и	3	4
50	с тем	9	4
51	на своем	3	4
52	это не	5	4
53	прежде всего	10	4
54	с его	3	4
55	до сих	2	4
56	все что	2	4
57	связано с	2	4
58	как бы	2	4
59	что и	4	4
60	сих пор	2	4
61	на земле	2	4
62	и он	12	4
63	и по	4	4
64	связана с	2	3
65	если бы	2	3
66	могут быть	2	3
67	в них	4	3
68	вообще не	2	3
69	и от	2	3
70	должна быть	6	3
71	если он	5	3
72	к этому	2	3
73	вопрос о	2	3
74	иной мир	4	3
75	не в	16	3
76	от него	4	3
77	к концу	4	3
78	то время	2	3
79	она не	4	3
80	нет в	4	3
81	небо и	4	3
82	в него	3	3
83	еще в	2	3
84	его с	2	3
85	один из	4	3
86	когда он	3	3
87	в своей	15	3
88	а в	4	3
89	и вот	3	3
90	время как	2	3
91	сказать что	2	3
92	же можно	2	3
93	в себе	7	3
94	не было	18	3
95	как будто	2	3
96	него и	2	3
97	от этого	2	3
98	с этой	4	2
99	о чем	2	2
100	и как	2	2
101	в этих	4	2
102	от нее	5	2
103	с собой	3	2
104	в своем	10	2
105	но он	9	2
106	отличается от	2	2
107	с этим	3	2
108	всегда остается	2	2
109	к тому	3	2
110	для нас	3	2
111	он был	14	2
112	которых он	4	2
113	живет в	2	2
114	по отношению	2	2
115	мир не	2	2
116	но не	8	2
117	было бы	10	2
118	не так	3	2
119	никто не	2	2
120	относится к	2	2
121	не есть	9	2
122	отношению к	2	2
123	не имеет	3	2
124	жизни и	2	2
125	он не	24	2
126	увидим что	4	2
127	человека в	13	2
128	а не	25	2
129	того что	7	2
130	его не	3	2
131	и те	2	2
132	людей и	2	2
133	он и	2	2
134	в которых	4	2
135	самого себя	2	2
136	в этой	6	2
137	когда мы	2	2
138	мира и	5	2
139	ничего не	3	2
140	значит что	4	2
