N	2gram	Vinokur_St_2	Problema
1	и в	29	44
2	вовсе не	6	37
3	и не	9	35
4	может быть	2	28
5	потому что	9	25
6	по себе	3	25
7	то что	11	23
8	в том	27	21
9	только в	2	19
10	а не	5	18
11	в этом	21	17
12	также и	2	16
13	сказать что	2	16
14	и даже	3	14
15	не только	19	14
16	не в	4	13
17	и т	9	13
18	т д	6	13
19	то же	2	13
20	так что	3	12
21	но в	8	12
22	том что	27	12
23	не является	3	11
24	не менее	3	10
25	но и	19	10
26	в виду	7	10
27	у нас	3	10
28	как и	2	10
29	тем не	2	10
30	так и	9	10
31	в нем	4	9
32	не имеет	2	9
33	и с	4	9
34	как бы	5	9
35	так как	2	9
36	что он	13	9
37	в то	2	9
38	никак не	2	9
39	в его	13	9
40	что и	2	9
41	в данном	2	9
42	во всяком	3	9
43	и это	2	9
44	таким образом	10	9
45	что в	19	8
46	ни в	3	8
47	того что	5	8
48	при помощи	4	8
49	но это	3	8
50	было бы	5	8
51	он не	9	8
52	как раз	8	8
53	в себе	2	8
54	связи с	4	8
55	и вообще	2	8
56	с другой	4	7
57	не может	2	7
58	еще и	3	7
59	все эти	2	7
60	и что	6	7
61	и потому	2	7
62	на самом	3	7
63	никогда не	3	6
64	то ни	2	6
65	всяком случае	3	6
66	такого рода	2	6
67	сами по	2	6
68	у пушкина	12	6
69	и к	4	6
70	о том	17	6
71	все же	6	6
72	не было	3	5
73	в конце	2	5
74	нас не	2	5
75	что они	2	5
76	с тем	7	5
77	и сам	2	5
78	хотя и	4	5
79	в ней	7	5
80	с той	2	5
81	другой стороны	3	5
82	все это	11	5
83	в своем	9	5
84	точки зрения	5	5
85	и здесь	3	5
86	и о	4	5
87	в своей	7	5
88	как в	3	5
89	так же	3	5
90	и его	6	5
91	тому что	7	4
92	при этом	2	4
93	совершенно не	2	4
94	ни с	2	4
95	бы то	2	4
96	а также	2	4
97	нет никакого	2	4
98	в ее	2	4
99	только с	2	4
100	на этот	2	4
101	тем что	3	4
102	в каком	2	4
103	дело в	4	4
104	же как	3	3
105	и другие	2	3
106	что это	3	3
107	что у	4	3
108	только о	2	3
109	прежде всего	5	3
110	на то	2	3
111	в тех	2	3
112	к тому	10	3
113	находим в	2	3
114	ни было	2	3
115	и как	2	3
116	но все	7	3
117	в этой	2	3
118	для него	4	3
119	кроме того	4	3
120	случае не	2	3
121	в самом	7	3
122	пушкина и	9	3
123	с этой	2	3
124	его в	2	3
125	том смысле	2	3
126	если бы	2	3
127	об этом	6	3
128	о которых	2	3
129	но не	3	3
130	в качестве	5	3
131	его как	2	3
132	если не	2	3
133	в той	5	3
134	самом деле	3	3
135	что такое	2	3
136	хотя бы	3	3
137	отличие от	2	3
138	этот вопрос	2	3
139	ничего не	4	3
140	не был	3	2
141	в известном	3	2
142	именно в	4	2
143	в частности	4	2
144	в этих	3	2
145	в отношении	2	2
146	того же	2	2
147	не столько	7	2
148	но также	4	2
149	до сих	6	2
150	по поводу	8	2
151	о чем	5	2
152	тем же	2	2
153	от его	2	2
154	искусства и	2	2
155	в котором	7	2
156	из них	3	2
157	в их	3	2
158	во внимание	2	2
159	и по	3	2
160	столько же	3	2
161	его не	3	2
162	как на	9	2
163	в результате	2	2
164	с этим	3	2
165	в начале	3	2
166	не знали	5	2
167	как это	2	2
168	а как	4	2
169	и более	2	2
170	с нею	3	2
171	очень мало	2	2
172	по существу	2	2
173	только потому	2	2
174	а к	2	2
175	по своему	2	2
176	чем он	2	2
177	между прочим	12	2
178	только к	2	2
179	дело не	2	2
180	и именно	3	2
181	в процессе	2	2
182	вместе с	7	2
183	сих пор	5	2
184	только что	2	2
185	в отличие	2	2
186	а с	3	2
187	с точки	2	2
188	другое дело	3	2
189	и всегда	2	2
190	сравнении с	2	2
191	но с	4	2
192	не то	3	2
193	эти слова	2	2
194	в другом	4	2
195	в которой	11	2
196	это было	2	2
