N	2gram	Propp_Isto_3	Dialekti
1	и не	12	30
2	т е	16	25
3	и т	16	21
4	т д	15	19
5	и в	22	18
6	ничего не	6	17
7	может быть	11	17
8	точки зрения	2	17
9	в нем	9	16
10	и есть	2	16
11	ни в	2	15
12	так что	5	15
13	не имеет	2	15
14	а не	6	14
15	потому что	3	14
16	что в	15	13
17	то что	7	13
18	не только	14	13
19	и даже	2	13
20	если бы	6	12
21	было бы	3	12
22	и что	2	12
23	в этом	17	12
24	не может	4	12
25	что он	9	11
26	так как	7	11
27	прежде всего	3	10
28	то же	6	10
29	сказать что	3	10
30	никогда не	3	9
31	это не	6	9
32	в том	9	9
33	так и	2	9
34	том что	8	9
35	и то	2	9
36	но это	3	8
37	совершенно не	2	8
38	к нему	5	8
39	вовсе не	2	7
40	и как	3	7
41	но и	12	7
42	что она	5	7
43	что не	2	7
44	с другой	7	6
45	можно сказать	2	6
46	да и	2	6
47	она не	4	6
48	не было	2	6
49	и вот	2	6
50	не в	4	6
51	его не	3	6
52	в то	2	6
53	в чем	3	6
54	но в	10	6
55	я не	3	5
56	в этих	11	5
57	в своем	2	5
58	в дальнейшем	4	5
59	есть и	5	5
60	и пр	11	5
61	не с	2	5
62	все же	5	5
63	отношение к	4	5
64	в особенности	2	5
65	и он	2	5
66	есть только	2	5
67	а в	6	5
68	и с	4	5
69	или не	2	5
70	мы должны	7	5
71	и более	2	4
72	к тому	3	4
73	во всяком	2	4
74	как таковой	2	4
75	мы видим	8	4
76	но не	7	4
77	от него	2	4
78	хотя и	2	4
79	в котором	2	4
80	то это	2	4
81	быть и	3	4
82	так же	3	4
83	другой стороны	7	4
84	как мы	8	4
85	мы можем	6	4
86	к ней	4	4
87	о том	3	4
88	как это	4	4
89	а он	5	3
90	всех этих	2	3
91	в них	6	3
92	все равно	3	3
93	стороны и	3	3
94	что и	9	3
95	что они	8	3
96	ли это	2	3
97	и о	2	3
98	он не	5	3
99	в его	3	3
100	и потому	2	3
101	даже в	2	3
102	один из	5	3
103	друг другу	2	3
104	жизни и	2	3
105	этот обряд	2	3
106	но она	2	3
107	даже не	2	3
108	только на	2	3
109	еще более	2	3
110	но все	2	3
111	на самом	2	3
112	в данном	4	3
113	очень много	2	3
114	в ней	2	3
115	могут быть	5	3
116	только в	4	3
117	утверждать что	2	3
118	и все	3	3
119	как только	2	2
120	на этом	4	2
121	не менее	5	2
122	но они	2	2
123	того что	5	2
124	же как	2	2
125	в виде	2	2
126	в частности	5	2
127	в качестве	2	2
128	как в	2	2
129	и от	3	2
130	из этих	3	2
131	точно так	2	2
132	к этому	7	2
133	вопрос о	2	2
134	но конечно	2	2
135	как и	3	2
136	эти два	3	2
137	такой же	2	2
138	что здесь	6	2
139	тому же	2	2
140	до сих	5	2
141	еще не	10	2
142	одной стороны	2	2
143	мы увидим	3	2
144	но есть	2	2
145	следует за	2	2
146	никто не	2	2
147	себе и	2	2
148	относится к	2	2
149	же можно	2	2
150	в него	2	2
151	всяком случае	2	2
152	для нее	2	2
153	из них	7	2
154	с ней	6	2
155	сих пор	5	2
156	образом и	2	2
157	со стороны	3	2
158	с этим	8	2
159	с одной	2	2
160	все эти	4	2
161	мы имеем	19	2
162	можно только	3	2
163	из того	2	2
164	уже не	7	2
165	он на	2	2
166	и у	3	2
167	и для	2	2
168	или наоборот	2	2
169	с ними	3	2
170	то мы	2	2
171	и так	2	2
172	то и	6	2
173	он и	3	2
174	в которых	2	2
175	в другом	2	2
176	или по	5	2
177	можно найти	4	2
178	и это	2	2
179	то не	2	2
180	если это	3	2
181	время как	2	2
