N	2gram	Vinokur_Ku_1	Analitik
1	не только	10	22
2	тогда как	2	20
3	и в	24	18
4	как и	2	14
5	так и	7	14
6	в этом	14	14
7	но и	6	13
8	и его	5	13
9	в частности	4	12
10	том что	21	12
11	в качестве	7	12
12	и не	12	12
13	при этом	6	11
14	а в	5	10
15	как бы	7	10
16	может быть	13	9
17	со стороны	4	9
18	что в	17	9
19	а не	8	9
20	в том	30	9
21	с его	4	8
22	и даже	3	8
23	не случайно	6	8
24	с другой	7	7
25	но не	5	7
26	в его	12	7
27	отношению к	9	7
28	как раз	8	7
29	по отношению	8	7
30	к тому	5	6
31	не в	11	6
32	еще не	5	6
33	в этой	3	6
34	он не	2	6
35	в их	3	6
36	о том	9	6
37	никогда не	2	5
38	не является	2	5
39	прежде всего	9	5
40	в свою	3	5
41	или иной	3	5
42	того же	4	5
43	в самом	10	5
44	что и	4	5
45	другой стороны	6	5
46	в сущности	3	5
47	а а	3	5
48	лишь в	2	5
49	уже не	8	5
50	той же	3	5
51	в слове	2	5
52	в результате	5	5
53	между тем	5	5
54	мы имеем	6	5
55	не менее	7	4
56	о чем	2	4
57	в своем	3	4
58	по крайней	5	4
59	в одном	3	4
60	состоит в	3	4
61	по себе	2	4
62	что он	6	4
63	можно сказать	3	4
64	и как	2	4
65	свою очередь	3	4
66	во втором	2	4
67	в пределах	4	4
68	и а	2	4
69	не есть	4	4
70	крайней мере	5	4
71	все же	12	4
72	внимание на	4	4
73	ли не	3	4
74	таким образом	12	4
75	тем самым	4	4
76	и на	4	4
77	в данном	4	4
78	уже в	3	3
79	в рамках	4	3
80	в каждом	2	3
81	были бы	2	3
82	не столько	2	3
83	из этих	4	3
84	не всегда	2	3
85	и того	2	3
86	что они	4	3
87	было бы	15	3
88	же время	2	3
89	с их	3	3
90	если в	2	3
91	к жизни	2	3
92	в целом	4	3
93	дело не	2	3
94	как в	4	3
95	все это	6	3
96	то же	8	3
97	не было	3	3
98	этом отношении	5	3
99	еще и	5	3
100	именно в	6	3
101	что не	5	3
102	роль в	4	3
103	ничего не	2	3
104	с этим	4	3
105	точки зрения	14	3
106	что касается	2	3
107	одного и	2	3
108	в то	2	3
109	роли в	2	3
110	здесь не	3	3
111	в особенности	3	3
112	как это	3	3
113	е о	2	2
114	бы и	2	2
115	все эти	6	2
116	в них	7	2
117	это не	7	2
118	в нем	4	2
119	в тех	4	2
120	несмотря на	3	2
121	тем не	4	2
122	же в	4	2
123	в соответствии	3	2
124	в противовес	3	2
125	с тем	5	2
126	очевидно что	3	2
127	в большинстве	2	2
128	обе эти	3	2
129	это и	4	2
130	в общем	3	2
131	например в	5	2
132	на его	3	2
133	могли бы	2	2
134	иначе говоря	2	2
135	по преимуществу	2	2
136	хотя и	3	2
137	в ней	6	2
138	в контексте	2	2
139	и потому	4	2
140	свое время	2	2
141	всяком случае	5	2
142	только к	2	2
143	даже в	3	2
144	гораздо более	3	2
145	один из	4	2
146	не с	3	2
147	то что	9	2
148	в первом	3	2
149	когда он	3	2
150	вместе с	7	2
151	нам не	3	2
152	что она	3	2
153	доказывает что	2	2
154	не может	7	2
155	на примере	2	2
156	но с	2	2
157	сводится к	3	2
158	в той	5	2
159	самом деле	9	2
160	не мог	2	2
161	с точки	9	2
162	и он	3	2
163	и для	2	2
164	после чего	2	2
165	во всяком	5	2
166	тем что	8	2
167	мере в	6	2
168	нуждается в	3	2
169	на себя	3	2
170	это по	2	2
171	в себе	3	2
172	и здесь	3	2
173	только в	11	2
174	на эту	2	2
175	этого слова	3	2
176	и все	2	2
177	в свое	2	2
178	так сказать	5	2
179	там где	4	2
180	когда мы	2	2
181	но в	2	2
182	любви к	2	2
