N	2gram	Bakhtin_Pr_5	Myslijsy
1	то есть	16	34
2	потому что	8	33
3	то что	10	29
4	может быть	14	26
5	таким образом	7	24
6	в том	5	23
7	и в	35	23
8	в этом	14	23
9	в слове	6	22
10	и не	27	18
11	что в	6	17
12	при этом	2	15
13	только в	6	15
14	как и	18	14
15	в себе	5	14
16	то же	15	14
17	того что	3	14
18	так как	4	14
19	том что	3	12
20	а не	4	12
21	по себе	4	11
22	что я	13	11
23	но и	14	11
24	не в	10	11
25	не может	18	11
26	по отношению	6	10
27	не только	10	10
28	тем что	4	10
29	мы можем	2	10
30	между тем	4	9
31	в своем	2	8
32	было бы	3	8
33	отношению к	7	8
34	сказать что	3	8
35	о том	2	8
36	но в	19	8
37	когда я	5	7
38	с тем	3	7
39	что это	4	7
40	это не	3	7
41	в нем	16	7
42	что и	3	7
43	и что	6	7
44	вовсе не	7	7
45	как в	5	7
46	с этим	3	7
47	этого слова	5	7
48	и к	12	6
49	вместе с	2	6
50	что не	4	6
51	слово с	6	6
52	в которой	2	6
53	так и	8	6
54	уже в	3	5
55	так что	5	5
56	есть только	2	5
57	для него	14	5
58	хотя и	2	5
59	в его	21	5
60	как бы	31	5
61	к нему	13	5
62	бы и	2	5
63	что же	7	5
64	все это	14	5
65	не менее	2	5
66	должно быть	3	5
67	а в	7	5
68	с ним	7	5
69	во всяком	4	5
70	говорить о	3	5
71	и то	5	5
72	слова и	11	5
73	так сказать	2	5
74	на вопрос	2	4
75	и та	2	4
76	и все	15	4
77	что все	2	4
78	что он	24	4
79	со своим	2	4
80	в одном	6	4
81	если б	3	4
82	в котором	3	4
83	сам по	2	4
84	да и	5	4
85	только на	4	4
86	слово в	2	4
87	в той	4	4
88	хотя бы	2	4
89	так же	7	4
90	с другими	2	4
91	слов в	3	4
92	точки зрения	7	4
93	в то	11	4
94	его в	4	4
95	а между	3	4
96	и с	12	4
97	это слово	4	4
98	слова в	6	3
99	ни был	2	3
100	никогда не	4	3
101	в этих	2	3
102	в них	4	3
103	но это	6	3
104	к одному	3	3
105	со словом	3	3
106	же время	10	3
107	еще не	7	3
108	было в	2	3
109	мы уже	8	3
110	к тому	6	3
111	например в	2	3
112	к слову	2	3
113	на его	4	3
114	в самом	6	3
115	в виду	3	3
116	всяком случае	4	3
117	в каждом	6	3
118	но уже	2	3
119	только что	3	3
120	по которому	2	3
121	так в	2	3
122	бы не	2	3
123	той же	2	3
124	все эти	3	3
125	все равно	2	3
126	что у	6	3
127	те же	2	3
128	на самом	9	3
129	уже не	3	3
130	слова не	2	3
131	лишь в	7	3
132	самом деле	10	3
133	слово и	2	3
134	в речи	2	3
135	и по	2	3
136	еще до	2	3
137	с ними	5	3
138	слова с	2	3
139	и на	6	3
140	в которых	2	3
141	то в	2	3
142	их в	2	3
143	и так	4	3
144	даже и	3	3
145	с точки	2	3
146	в первом	2	3
147	там где	7	3
148	на нее	2	3
149	тому как	2	2
150	во время	5	2
151	я не	8	2
152	самого начала	8	2
153	а что	2	2
154	и как	2	2
155	и без	4	2
156	тому что	2	2
157	столь же	2	2
158	но так	3	2
159	с другой	4	2
160	не как	3	2
161	а как	2	2
162	вопрос о	2	2
163	отношение к	6	2
164	что на	2	2
165	в ее	3	2
166	такое же	2	2
167	из этого	2	2
168	от него	6	2
169	что даже	2	2
170	по своему	4	2
171	уже и	2	2
172	в большинстве	2	2
173	и слова	2	2
174	но что	2	2
175	одна и	2	2
176	тот же	4	2
177	в сущности	14	2
178	за ним	2	2
179	не могу	3	2
180	с которым	4	2
181	к другим	2	2
182	в ней	2	2
183	он не	13	2
184	можно лишь	2	2
185	человека из	13	2
186	даже в	5	2
187	и мысли	3	2
188	и это	5	2
189	в мире	4	2
190	конечно не	2	2
191	и прежде	4	2
192	стремится к	6	2
193	и для	8	2
194	что его	2	2
195	но эта	2	2
196	как мы	8	2
197	и у	4	2
198	на этот	2	2
199	и даже	5	2
200	можем сказать	2	2
201	друг друга	2	2
202	и его	14	2
203	можно было	2	2
204	в виде	7	2
205	к ней	2	2
206	подобно тому	2	2
207	он все	2	2
208	и вообще	2	2
209	бы в	4	2
210	я в	4	2
211	мы должны	3	2
212	его к	3	2
213	теми же	2	2
214	большинстве случаев	2	2
215	быть и	2	2
216	мысли в	2	2
217	бы они	2	2
218	если и	2	2
219	это было	2	2
