N	2gram	Bakhtin_Pr_3	Poddanst
1	не только	4	17
2	и в	53	14
3	и не	15	12
4	в области	3	11
5	в этом	8	10
6	то же	6	9
7	в том	14	9
8	но в	5	9
9	хотя бы	2	8
10	же время	5	7
11	в то	5	7
12	только в	4	7
13	но и	7	6
14	в ней	7	6
15	в смысле	2	6
16	было бы	5	6
17	с другой	2	5
18	а я	2	5
19	не в	2	5
20	может быть	12	5
21	то что	9	4
22	что в	2	4
23	не может	2	4
24	и к	5	4
25	а в	2	4
26	том что	5	4
27	мы должны	4	4
28	и если	3	4
29	а также	4	4
30	как бы	14	4
31	и потому	5	4
32	в нем	10	3
33	и без	3	3
34	это не	6	3
35	прежде всего	15	3
36	с точки	2	3
37	мы не	4	3
38	между тем	2	3
39	но не	5	3
40	могут быть	4	3
41	точки зрения	4	3
42	в себе	5	3
43	тот же	2	3
44	наряду с	5	3
45	потому что	5	3
46	хотя и	4	3
47	не менее	3	2
48	том числе	11	2
49	и тем	2	2
50	в мире	5	2
51	именно в	2	2
52	во всех	12	2
53	не будем	3	2
54	но к	3	2
55	тем более	2	2
56	в них	2	2
57	все это	8	2
58	во всей	4	2
59	с этим	2	2
60	в жизни	8	2
61	главным образом	3	2
62	еще более	5	2
63	и других	9	2
64	а не	11	2
65	в ее	3	2
66	говорить о	2	2
67	и пусть	2	2
68	есть в	3	2
69	одна из	7	2
70	по сравнению	4	2
71	не было	4	2
72	в начале	2	2
73	из них	4	2
74	например в	5	2
75	и это	3	2
76	где в	2	2
77	да и	2	2
78	не о	2	2
79	в эту	3	2
80	в его	8	2
81	и с	6	2
