N	2gram	Bakhtin_Fr_8	Myshleni
1	в развитии	2	28
2	то что	3	26
3	что он	2	25
4	в этом	14	25
5	устной речи	2	24
6	потому что	6	21
7	таким образом	17	19
8	в том	13	18
9	не может	2	18
10	точки зрения	6	18
11	того чтобы	4	17
12	что в	5	16
13	и в	56	16
14	так как	4	16
15	не только	8	16
16	так же	2	15
17	том что	8	15
18	для того	2	14
19	в сущности	8	13
20	сказать что	3	13
21	в процессе	5	13
22	и не	9	12
23	в области	5	12
24	в его	18	11
25	но не	5	10
26	с помощью	3	10
27	было бы	2	10
28	как мы	7	10
29	а не	2	10
30	только в	9	10
31	в отношении	5	9
32	может быть	3	9
33	с точки	2	9
34	точка зрения	2	8
35	о том	4	8
36	в основе	4	8
37	в известном	2	8
38	если бы	2	8
39	как и	5	8
40	он не	5	8
41	то же	11	8
42	в нем	8	7
43	в письменной	2	7
44	но он	3	7
45	так и	13	7
46	что все	4	6
47	не в	3	6
48	в этой	6	6
49	но и	9	6
50	и на	7	6
51	но в	6	6
52	у него	7	6
53	языка и	6	6
54	в той	6	6
55	речи и	3	6
56	в другом	3	6
57	никогда не	5	5
58	в своем	3	5
59	что они	2	5
60	для него	2	5
61	как бы	11	5
62	в то	12	5
63	с ним	2	5
64	из нее	2	5
65	можно сказать	2	5
66	того как	2	5
67	в которой	4	5
68	казалось бы	3	4
69	все эти	15	4
70	с другой	2	4
71	это не	2	4
72	с этой	2	4
73	то время	2	4
74	так что	3	4
75	в пределах	5	4
76	при этом	4	4
77	в самом	9	4
78	и их	8	4
79	в свете	4	4
80	далеко за	2	4
81	в результате	5	4
82	к которому	3	4
83	бы в	3	4
84	точек зрения	2	4
85	мы видим	6	4
86	в качестве	4	4
87	с их	2	4
88	еще не	10	4
89	за пределы	4	4
90	к началу	2	4
91	вместе с	2	4
92	той же	6	4
93	другом месте	3	4
94	и то	2	4
95	такой же	5	4
96	и т.д	3	4
97	в частности	7	3
98	прежде всего	6	3
99	и понятий	4	3
100	и как	2	3
101	но это	2	3
102	самом деле	2	3
103	одной стороны	2	3
104	до конца	11	3
105	в действительности	2	3
106	к нему	2	3
107	мы видели	5	3
108	в их	3	3
109	еще и	3	3
110	с одной	4	3
111	они не	5	3
112	а в	2	3
113	и с	8	3
114	к его	3	3
115	по своей	4	3
116	в этих	11	3
117	между тем	3	3
118	мы не	2	3
119	и более	4	3
120	с тем	2	3
121	только не	2	3
122	в одном	2	3
123	к этому	2	3
124	вопрос об	2	3
125	все же	2	3
126	по своему	8	3
127	одной из	3	3
128	что и	3	3
129	говорит о	2	3
130	сих пор	8	3
131	не на	3	3
132	из которых	2	3
133	и его	12	3
134	связи с	6	3
135	до сих	8	3
136	и другие	5	2
137	друг другу	2	2
138	в речевом	2	2
139	на его	6	2
140	одним из	5	2
141	в ней	4	2
142	в котором	2	2
143	связи и	3	2
144	в своей	2	2
145	из них	2	2
146	что она	2	2
147	все это	8	2
148	другой стороны	2	2
149	язык и	2	2
150	в совершенно	4	2
151	форм и	4	2
152	образом в	2	2
153	и даже	8	2
154	что для	3	2
155	знания и	2	2
156	к ним	2	2
157	в своих	4	2
158	и здесь	3	2
159	письменной и	3	2
160	что эти	2	2
161	их в	4	2
162	их и	2	2
163	в них	11	2
164	вовсе не	6	2
165	его в	2	2
166	и к	4	2
167	видим что	2	2
168	и эти	2	2
169	которых он	2	2
170	во всем	4	2
171	слов и	3	2
172	в первой	3	2
173	когда он	2	2
174	и потому	4	2
175	благодаря этому	2	2
176	во всех	8	2
177	только на	2	2
178	в центре	2	2
179	но с	2	2
180	ни одного	2	2
181	ничто не	2	2
182	ту же	4	2
