N	2gram	Bakhtin_Fr_6	KulturaY
1	потому что	3	25
2	и в	41	23
3	не только	10	20
4	в том	2	19
5	в этом	12	18
6	и не	3	16
7	было бы	3	15
8	так как	10	15
9	может быть	2	15
10	точки зрения	2	14
11	у нас	4	12
12	в самом	10	12
13	все эти	11	12
14	том что	7	11
15	того чтобы	4	11
16	в области	2	11
17	но в	8	11
18	что в	7	10
19	а не	2	10
20	вовсе не	7	9
21	в сущности	8	9
22	то что	10	9
23	самом деле	4	9
24	не может	4	9
25	с другой	4	8
26	прежде всего	10	8
27	не в	4	8
28	и что	5	8
29	с точки	2	8
30	что это	5	7
31	все же	4	7
32	но и	13	7
33	другой стороны	2	7
34	с помощью	6	7
35	и с	16	7
36	в этой	8	6
37	но не	2	6
38	что не	3	6
39	то же	5	6
40	между тем	2	6
41	и на	9	6
42	что мы	2	6
43	не могут	2	5
44	должна быть	2	5
45	что все	2	5
46	что он	6	5
47	тот же	4	5
48	в его	7	5
49	один из	6	5
50	должен быть	2	5
51	вместе с	6	5
52	все это	11	5
53	таким образом	17	5
54	там где	5	5
55	лишь в	2	5
56	как это	2	5
57	и то	2	5
58	только в	3	5
59	также и	6	5
60	в них	7	4
61	перед нами	3	4
62	если мы	2	4
63	для нас	2	4
64	или в	6	4
65	хотя и	2	4
66	как бы	7	4
67	в нем	16	4
68	так же	5	4
69	в данном	3	4
70	в результате	4	4
71	сказать что	6	4
72	говорить о	2	4
73	в то	6	4
74	в конце	2	4
75	в особенности	7	4
76	так и	5	4
77	на этом	2	3
78	уже в	4	3
79	у него	7	3
80	всех этих	2	3
81	для этого	2	3
82	же время	5	3
83	а также	5	3
84	это и	2	3
85	но это	3	3
86	большей или	4	3
87	того же	4	3
88	до конца	2	3
89	в большей	4	3
90	связи с	2	3
91	меньшей степени	4	3
92	никак не	3	3
93	в ней	4	3
94	он не	2	3
95	как в	4	3
96	как раз	2	3
97	в форме	2	3
98	с этим	3	3
99	этом отношении	3	3
100	именно в	4	3
101	те же	3	3
102	как мы	12	3
103	того что	3	3
104	а в	4	3
105	и его	13	3
106	тем что	5	3
107	или меньшей	3	3
108	в таких	2	3
109	есть в	3	3
110	мы будем	3	2
111	в частности	2	2
112	никогда не	8	2
113	о котором	4	2
114	с этой	3	2
115	и от	4	2
116	и все	9	2
117	но здесь	2	2
118	и до	7	2
119	на все	3	2
120	что они	2	2
121	в другом	4	2
122	и потому	2	2
123	с одной	4	2
124	что если	2	2
125	а на	2	2
126	при этом	3	2
127	и всякой	2	2
128	в целях	3	2
129	конечно не	3	2
130	и даже	4	2
131	был бы	2	2
132	к нему	3	2
133	мы видели	2	2
134	но уже	2	2
135	превращается в	2	2
136	в своей	2	2
137	все они	2	2
138	данном случае	2	2
139	а именно	2	2
140	в своем	5	2
141	не на	2	2
142	и для	3	2
143	которых мы	2	2
144	как и	7	2
145	образом в	2	2
146	в году	6	2
147	и сейчас	2	2
148	в той	5	2
149	но оно	3	2
150	и вовсе	2	2
151	и у	2	2
152	дает нам	2	2
153	в корне	2	2
154	той же	5	2
155	рядом с	5	2
156	роль в	4	2
157	конечно и	4	2
158	характер и	2	2
159	в кругу	2	2
160	также что	3	2
161	выходит за	3	2
162	и вообще	4	2
163	как у	3	2
164	заключается в	2	2
165	тех же	2	2
166	большинстве случаев	5	2
