N	2gram	Nazirov_Tv_2	Psycholo
1	то что	3	32
2	и в	20	31
3	в том	8	30
4	и т	13	26
5	то есть	5	26
6	что в	7	23
7	может быть	8	22
8	таким образом	10	20
9	при помощи	2	20
10	при этом	8	19
11	так как	3	18
12	не может	7	17
13	как и	6	16
14	том что	4	16
15	и не	9	16
16	т п	2	16
17	только в	2	14
18	а не	6	13
19	не только	13	13
20	так же	5	12
21	мы не	4	12
22	в этом	8	12
23	в самом	3	11
24	могут быть	2	11
25	не в	4	11
26	потому что	7	10
27	как в	4	9
28	самом деле	2	9
29	никогда не	11	8
30	вместе с	3	8
31	все это	6	8
32	т д	11	8
33	и что	2	8
34	во всяком	2	8
35	что он	6	7
36	и его	9	7
37	о том	5	7
38	вовсе не	2	6
39	если бы	4	6
40	всяком случае	2	6
41	отнюдь не	4	6
42	а в	4	6
43	что она	4	6
44	и даже	5	6
45	в его	10	6
46	и есть	2	5
47	не является	3	5
48	в ее	2	5
49	показывает что	4	5
50	все же	5	5
51	так что	2	5
52	мы видим	4	5
53	х годов	3	5
54	как бы	11	5
55	в целом	6	5
56	в процессе	2	5
57	другой стороны	2	5
58	то же	7	5
59	с другой	2	5
60	в то	10	5
61	в которой	2	4
62	в котором	3	4
63	все время	2	4
64	прежде всего	8	4
65	в себе	3	4
66	отличие от	2	4
67	что я	2	4
68	же как	3	4
69	одна из	3	4
70	у него	6	4
71	и если	2	4
72	у нас	2	4
73	точка зрения	2	4
74	один из	3	4
75	к этому	3	4
76	и у	2	4
77	в своих	3	4
78	с этой	3	4
79	в искусстве	2	4
80	между тем	3	4
81	уже в	2	3
82	в частности	2	3
83	думается что	2	3
84	его и	2	3
85	точку зрения	2	3
86	что у	4	3
87	литературной традиции	4	3
88	у пушкина	3	3
89	представление о	7	3
90	что на	2	3
91	чтобы вызвать	2	3
92	тому же	2	3
93	но это	5	3
94	но не	5	3
95	до сих	3	3
96	например в	5	3
97	в этой	5	3
98	хотя и	4	3
99	он не	3	3
100	сих пор	3	3
101	в своей	6	3
102	так и	6	3
103	в отличие	2	3
104	не было	2	3
105	и других	2	3
106	и по	2	3
107	роль в	2	3
108	в таком	3	3
109	в которых	3	3
110	в одной	3	3
111	и только	2	3
112	в конце	6	3
113	и это	3	3
114	это все	2	3
115	но в	4	3
116	в основе	2	2
117	не менее	2	2
118	такой же	2	2
119	по самой	3	2
120	казалось бы	3	2
121	и без	2	2
122	не означает	2	2
123	имеет в	2	2
124	и от	4	2
125	человека и	3	2
126	в такой	2	2
127	с ним	3	2
128	там же	9	2
129	уже не	3	2
130	и потому	4	2
131	что они	4	2
132	критики и	2	2
133	него в	2	2
134	в область	3	2
135	том же	2	2
136	к жизни	2	2
137	в нем	3	2
138	из них	2	2
139	когда он	4	2
140	но и	8	2
141	приводит к	2	2
142	и тогда	2	2
143	действия и	2	2
144	по мнению	3	2
145	он же	2	2
146	тем самым	4	2
147	отказаться от	2	2
148	в чем	4	2
149	ничего не	4	2
150	образ и	2	2
151	из нас	2	2
152	их в	2	2
153	и с	8	2
154	его в	3	2
155	таком случае	2	2
156	из этого	2	2
157	одном из	2	2
158	в одном	2	2
159	и поэтому	2	2
