N	2gram	Berdyaev_V_1	FransuaR
1	и в	16	40
2	прежде всего	2	16
3	в этом	4	15
4	не только	2	13
5	и не	20	13
6	в его	4	13
7	что в	3	12
8	как и	4	11
9	но и	5	11
10	в них	3	9
11	и все	4	9
12	в том	3	8
13	все эти	3	8
14	но в	3	8
15	в духе	2	7
16	в этих	3	6
17	во всех	3	6
18	в своей	3	6
19	в нем	4	5
20	то что	9	5
21	не было	3	5
22	а не	7	5
23	и для	3	5
24	для него	2	5
25	и во	2	4
26	том что	2	4
27	в ней	4	4
28	и потому	7	4
29	ни в	3	4
30	один из	2	4
31	в мире	5	4
32	жизни и	3	4
33	все это	5	4
34	того чтобы	2	4
35	в истории	8	4
36	так как	9	4
37	мы слышим	2	4
38	так много	2	3
39	с его	3	3
40	но это	3	3
41	одна из	2	3
42	еще не	8	3
43	и есть	4	3
44	как бы	5	3
45	что и	3	3
46	так и	4	3
47	а в	2	3
48	не так	2	3
49	можно было	2	3
50	между тем	2	3
51	тем что	2	3
52	только в	2	3
53	в конце	3	3
54	их в	3	3
55	до того	2	2
56	хотя бы	3	2
57	это не	2	2
58	что было	2	2
59	что он	4	2
60	но не	2	2
61	на тебя	2	2
62	все что	4	2
63	в последнем	2	2
64	конечно не	2	2
65	и сам	2	2
66	в котором	4	2
67	не к	2	2
68	они и	2	2
69	в форме	2	2
70	и они	3	2
71	лишь в	3	2
72	потому что	4	2
73	его к	2	2
74	и это	2	2
75	мы не	2	2
