N	2gram	Medvedev_F_3	Myshleni
1	в том	7	33
2	том что	4	27
3	точки зрения	16	26
4	то что	8	20
5	в этом	18	19
6	с точки	14	18
7	того что	3	17
8	и в	27	15
9	не только	9	15
10	что в	8	14
11	таким образом	18	14
12	и речи	2	13
13	говорит он	5	12
14	что он	6	12
15	того чтобы	5	12
16	в самом	11	11
17	в процессе	15	11
18	в целом	4	10
19	но и	10	10
20	было бы	6	10
21	для того	4	10
22	мы не	4	10
23	мы можем	4	10
24	в своем	2	9
25	может быть	25	9
26	не является	5	9
27	не может	24	9
28	о том	4	9
29	в сущности	2	9
30	связи с	5	9
31	так и	21	8
32	никогда не	5	8
33	не в	12	8
34	и что	3	8
35	если бы	12	8
36	к тому	4	7
37	мы знаем	4	7
38	высшей степени	2	7
39	и не	30	7
40	в высшей	2	7
41	потому что	7	7
42	как бы	8	7
43	по себе	4	7
44	во всяком	6	7
45	что это	3	6
46	в отношении	2	6
47	как мы	8	6
48	в этой	2	6
49	мы уже	3	6
50	в виду	3	6
51	мы видели	4	6
52	по отношению	3	6
53	в связи	4	6
54	с другой	6	6
55	сказать что	3	6
56	в истории	5	6
57	мы должны	2	6
58	как он	2	6
59	как это	4	6
60	но в	6	6
61	в зависимости	5	6
62	вовсе не	28	6
63	как и	14	6
64	зависимости от	5	6
65	вместе с	6	6
66	с таким	2	6
67	если мы	7	6
68	самом деле	16	6
69	всяком случае	6	6
70	к которому	2	6
71	там где	7	6
72	это не	3	5
73	уже в	4	5
74	смысле слова	2	5
75	и др	2	5
76	и их	5	5
77	с помощью	8	5
78	и даже	2	5
79	друг друга	5	5
80	видели что	2	5
81	тогда когда	4	5
82	отношению к	3	5
83	внутренней речи	2	5
84	то же	15	5
85	связь между	4	5
86	независимо от	5	4
87	прежде всего	4	4
88	из этих	2	4
89	является для	3	4
90	для нас	3	4
91	от его	3	4
92	все это	7	4
93	в них	3	4
94	так же	9	4
95	их в	3	4
96	и с	3	4
97	так как	9	4
98	с его	2	4
99	к этому	2	4
100	все же	6	4
101	в своей	6	4
102	даже в	2	4
103	как в	4	4
104	как раз	8	4
105	хотя бы	6	4
106	и его	19	4
107	только в	8	4
108	в эту	2	4
109	все время	6	3
110	бы к	2	3
111	для этого	2	3
112	человека и	2	3
113	что именно	5	3
114	что они	5	3
115	очевидно что	2	3
116	не можем	2	3
117	при этом	8	3
118	в общем	2	3
119	смысле этого	2	3
120	из них	2	3
121	данном случае	4	3
122	со стороны	4	3
123	и только	2	3
124	этом отношении	3	3
125	все эти	6	3
126	те же	3	3
127	но эта	2	3
128	в самой	2	3
129	они не	4	3
130	лишь в	9	3
131	в которых	3	3
132	в результате	5	3
133	в основе	3	3
134	и все	8	3
135	внутренняя речь	2	3
136	здесь и	6	3
137	таким же	2	3
138	но не	5	3
139	того же	3	3
140	действительности и	6	3
141	одной из	2	3
142	бы и	3	3
143	что она	2	3
144	вытекает из	2	3
145	на самом	14	3
146	а не	17	3
147	в данном	6	3
148	в отличие	2	3
149	и ее	6	3
150	отношения между	2	3
151	этого слова	2	3
152	и это	2	3
153	отличие от	2	3
154	ничего не	2	3
155	он является	2	2
156	не могут	10	2
157	же как	3	2
158	в этих	3	2
159	столь же	3	2
160	на все	2	2
161	в такой	2	2
162	или иной	2	2
163	можно сказать	3	2
164	ни в	8	2
165	и как	4	2
166	и более	3	2
167	с такой	2	2
168	в котором	2	2
169	и тем	3	2
170	с ее	2	2
171	могут быть	4	2
172	от того	2	2
173	увидим что	2	2
174	то он	3	2
175	не следует	3	2
176	но для	2	2
177	из виду	2	2
178	но если	2	2
179	говорить о	2	2
180	же самое	3	2
181	но ведь	4	2
182	от этого	2	2
183	от действия	2	2
184	и теперь	6	2
185	нисколько не	2	2
186	отнюдь не	8	2
187	следует что	4	2
188	не могло	2	2
189	этом смысле	2	2
190	нет никаких	2	2
191	бы ни	4	2
192	к его	3	2
193	стороны и	2	2
194	мы увидим	2	2
195	и из	2	2
196	за пределы	2	2
197	в его	7	2
198	нет и	3	2
199	должен быть	2	2
200	что и	2	2
201	ее в	3	2
202	во всех	3	2
203	сам становится	2	2
204	между которыми	5	2
205	и тогда	2	2
206	и самый	2	2
207	что же	5	2
208	для данного	4	2
209	и для	6	2
210	и эта	3	2
211	той же	3	2
212	у них	2	2
213	процесса развития	2	2
214	тому как	5	2
215	тем что	5	2
216	подобно тому	4	2
217	не понимают	2	2
218	в себе	3	2
219	на протяжении	2	2
220	ту же	2	2
