N	2gram	Vygotskiy__4	Psycholo
1	то что	15	37
2	и в	20	30
3	в том	42	27
4	что в	19	24
5	и что	8	23
6	потому что	12	23
7	том что	35	21
8	все время	4	20
9	для того	5	20
10	таким образом	25	20
11	того чтобы	7	20
12	как бы	7	19
13	что он	6	17
14	на то	5	17
15	если мы	10	16
16	не только	15	16
17	в самом	6	14
18	в этом	24	14
19	так же	11	13
20	одной стороны	9	12
21	в сущности	4	12
22	вместе с	8	12
23	с одной	9	12
24	если бы	5	11
25	может быть	12	11
26	что мы	7	11
27	о том	5	10
28	никогда не	5	9
29	с другой	12	9
30	и когда	3	9
31	не может	6	9
32	увидим что	5	9
33	и то	10	9
34	сказать что	6	9
35	так как	10	9
36	с тем	6	8
37	что это	2	8
38	тому что	4	8
39	мы имеем	2	8
40	к тому	6	8
41	не в	4	8
42	сейчас же	2	8
43	а не	7	8
44	при этом	12	8
45	того что	10	8
46	заключается в	18	8
47	самом деле	7	8
48	мы видим	10	8
49	могут быть	7	8
50	и это	2	8
51	на деле	3	8
52	в нем	2	7
53	и как	9	7
54	зависимости от	2	7
55	но не	3	7
56	мы можем	5	7
57	совершенно прав	3	7
58	все же	5	7
59	то же	16	7
60	точки зрения	24	7
61	как это	9	7
62	в основе	17	7
63	уже в	6	6
64	ясно что	2	6
65	в своем	4	6
66	именно в	3	6
67	как и	9	6
68	что если	2	6
69	что с	4	6
70	совершенно не	3	6
71	и тем	8	6
72	и для	4	6
73	но и	9	6
74	по мнению	2	6
75	в совершенно	3	6
76	что все	3	6
77	что оно	4	6
78	и не	8	6
79	факт что	2	6
80	говорит что	3	6
81	и его	5	6
82	и здесь	2	6
83	никак не	2	6
84	тем что	7	6
85	мы уже	5	6
86	когда мы	2	6
87	на этом	3	6
88	только не	5	5
89	в целом	11	5
90	как мы	13	5
91	в этой	3	5
92	что они	14	5
93	еще не	2	5
94	было бы	8	5
95	когда он	3	5
96	один из	3	5
97	другой стороны	9	5
98	а с	2	5
99	в себе	10	5
100	но в	3	5
101	только в	10	5
102	же самое	7	5
103	бы в	3	5
104	как только	2	4
105	в основу	2	4
106	в результате	8	4
107	в частности	5	4
108	сравнению с	3	4
109	прежде всего	2	4
110	стороны и	2	4
111	мы могли	9	4
112	именно то	2	4
113	указывает на	2	4
114	и к	5	4
115	в своей	7	4
116	от того	3	4
117	в ней	2	4
118	в его	11	4
119	что всякое	2	4
120	в него	2	4
121	не есть	2	4
122	как говорит	2	4
123	по сравнению	4	4
124	только на	2	4
125	только что	4	4
126	внимание на	3	4
127	а в	2	4
128	мы найдем	2	4
129	на одном	2	4
130	мы говорили	3	4
131	могли бы	9	4
132	что эта	3	4
133	в виду	3	4
134	под влиянием	2	3
135	не могут	3	3
136	и другие	9	3
137	первый план	4	3
138	у него	2	3
139	одним и	3	3
140	это не	5	3
141	формы и	3	3
142	из этих	2	3
143	это в	2	3
144	состоит в	4	3
145	к этому	4	3
146	показывает что	2	3
147	одно и	6	3
148	что на	2	3
149	видим что	2	3
150	для нас	4	3
151	так что	3	3
152	находятся в	2	3
153	что здесь	2	3
154	в свою	2	3
155	для него	2	3
156	тот же	9	3
157	друг с	7	3
158	образом что	4	3
159	он говорит	2	3
160	как из	2	3
161	и между	6	3
162	что и	9	3
163	на его	3	3
164	ни в	3	3
165	данном случае	2	3
166	так и	5	3
167	со стороны	3	3
168	что при	2	3
169	как в	5	3
170	в их	12	3
171	и только	4	3
172	которое мы	2	3
173	этом отношении	7	3
174	в той	2	3
175	с другом	7	3
176	на этот	3	3
177	тем же	4	3
178	в таком	2	3
179	с которым	2	3
180	целый ряд	5	3
181	той же	6	3
182	можно было	6	3
183	в силу	6	3
184	и на	6	3
185	в каком	2	3
186	в данном	2	3
187	мы должны	11	3
188	в этих	3	3
189	в которой	3	3
190	и поэтому	3	3
191	с этой	4	2
192	перед нами	5	2
193	в отношении	10	2
194	говорили выше	3	2
195	показали что	4	2
196	же как	6	2
197	связи с	3	2
198	находит свое	2	2
199	к которым	2	2
200	представить себе	2	2
201	понятно что	2	2
202	между собой	5	2
203	не является	5	2
204	с этим	5	2
205	мы называем	2	2
206	в каждом	2	2
207	что эти	2	2
208	этом смысле	8	2
209	это означает	2	2
210	видим в	2	2
211	с помощью	31	2
212	стороны мы	2	2
213	на первый	4	2
214	этом случае	3	2
215	а затем	2	2
216	ли не	2	2
217	и того	5	2
218	по существу	3	2
219	и при	4	2
220	чем в	3	2
221	бы сказать	3	2
222	того же	9	2
223	должна быть	2	2
224	обе эти	5	2
225	одного и	6	2
226	это значит	2	2
227	в нашей	2	2
228	ли мы	2	2
229	противоречие с	2	2
230	следующим образом	3	2
231	том чтобы	2	2
232	на том	4	2
233	как они	4	2
234	в качестве	21	2
235	со словами	3	2
236	себе и	3	2
237	с таким	3	2
238	с той	2	2
239	из них	4	2
240	и той	4	2
241	отличается от	2	2
242	в отличие	2	2
243	же самую	3	2
244	того как	2	2
245	одной и	5	2
246	приводит к	3	2
247	с точки	11	2
248	и он	2	2
249	между ними	4	2
250	должно быть	3	2
251	он видит	2	2
252	к этим	2	2
253	отличие от	2	2
254	этой теории	4	2
255	и с	4	2
256	говорит он	5	2
257	является в	3	2
258	в нашем	4	2
259	во всем	3	2
260	ту же	2	2
261	не знает	2	2
262	вопроса о	2	2
263	нам совершенно	2	2
264	как он	4	2
265	все эти	5	2
266	едва ли	2	2
267	же не	2	2
268	связь между	2	2
269	от той	2	2
