N	2gram	Propp_Isto_6	Myshleni
1	таким образом	12	26
2	в том	12	24
3	и в	26	23
4	том что	10	21
5	то что	6	17
6	в этом	12	17
7	так же	2	16
8	не только	10	16
9	того что	2	15
10	говорит он	2	15
11	что в	12	14
12	может быть	11	14
13	но и	9	14
14	как и	5	14
15	в его	5	14
16	не может	6	12
17	как бы	4	11
18	сказать что	3	11
19	представляет собой	2	11
20	с другой	10	10
21	прежде всего	4	10
22	в качестве	3	9
23	одной стороны	7	9
24	другой стороны	8	9
25	и не	10	9
26	и с	6	9
27	вместе с	8	9
28	с одной	7	8
29	нас к	5	8
30	и на	12	8
31	то же	5	8
32	вопрос о	3	7
33	в этой	2	7
34	по отношению	2	7
35	в то	5	7
36	так как	18	7
37	с тем	4	7
38	что он	9	7
39	отношению к	2	7
40	мы не	6	7
41	и ее	3	7
42	все время	2	6
43	независимо от	3	6
44	с этой	2	6
45	же как	3	6
46	и тем	4	6
47	от того	3	6
48	потому что	13	6
49	с этим	2	6
50	о том	7	6
51	и его	7	6
52	мы можем	7	6
53	тем что	5	6
54	в себе	3	6
55	только в	5	6
56	перед нами	2	5
57	то время	3	5
58	можно сказать	2	5
59	и как	2	5
60	на то	2	5
61	в своих	3	5
62	что мы	2	5
63	мы должны	2	5
64	если бы	3	5
65	но в	7	5
66	и что	5	5
67	он не	2	5
68	так и	5	5
69	как мы	4	5
70	тем самым	2	5
71	связан с	6	5
72	из этого	3	5
73	но не	2	4
74	только что	2	4
75	не в	3	4
76	при этом	3	4
77	что она	3	4
78	время как	3	4
79	ее на	2	4
80	целый ряд	2	4
81	все эти	8	4
82	их в	3	4
83	с его	4	4
84	одну из	4	4
85	в одном	3	4
86	к этому	3	4
87	было бы	2	4
88	к тому	2	4
89	в своей	3	4
90	сих пор	4	4
91	как в	6	4
92	а с	2	4
93	мы видим	5	4
94	ни в	2	4
95	как на	3	4
96	до сих	4	4
97	что это	2	3
98	в своем	2	3
99	и от	3	3
100	из этих	4	3
101	показывает что	3	3
102	что они	2	3
103	на эти	2	3
104	образом и	2	3
105	то и	2	3
106	показывают что	5	3
107	и других	3	3
108	мы находим	2	3
109	его не	2	3
110	в которых	2	3
111	вовсе не	2	3
112	в одной	2	3
113	приходит к	3	3
114	как он	6	3
115	всяком случае	2	3
116	превращается в	7	3
117	не могло	2	3
118	что оно	4	3
119	такой же	3	3
120	она не	3	3
121	все же	8	3
122	должны были	2	3
123	а не	2	3
124	из которых	3	3
125	можно было	2	3
126	и то	3	3
127	во всяком	2	3
128	могут быть	3	3
129	и это	8	3
130	ничего не	2	3
131	за собой	5	2
132	связана с	3	2
133	в частности	3	2
134	никогда не	13	2
135	что между	4	2
136	что у	2	2
137	представление о	9	2
138	первый план	2	2
139	но все	2	2
140	о чем	2	2
141	эти три	3	2
142	не имеет	2	2
143	один из	3	2
144	мы видели	11	2
145	жизни и	2	2
146	и до	2	2
147	данном случае	3	2
148	и вот	3	2
149	и наконец	3	2
150	а в	3	2
151	и те	2	2
152	что этот	2	2
153	о котором	2	2
154	те кто	2	2
155	что эти	2	2
156	в этих	2	2
157	как это	5	2
158	от этого	3	2
159	главным образом	3	2
160	в них	3	2
161	влечет за	2	2
162	с собой	2	2
163	на первый	3	2
164	и эти	5	2
165	приводит нас	2	2
166	зависимости от	2	2
167	связано с	4	2
168	тех случаях	3	2
169	даже в	2	2
170	когда он	3	2
171	ее в	6	2
172	на него	2	2
173	того как	3	2
174	также не	2	2
175	уже не	7	2
176	вот почему	3	2
177	почти всегда	3	2
178	в данном	3	2
179	в виде	6	2
180	там где	5	2
