N	2gram	Losev_Dial_3	Problema
1	в его	2	43
2	и не	27	42
3	и в	24	38
4	не может	19	27
5	может быть	13	26
6	как бы	3	22
7	отнюдь не	10	19
8	и с	6	17
9	и его	5	16
10	в нем	3	15
11	в этом	8	15
12	и т	24	14
13	прежде всего	8	13
14	только в	5	13
15	за пределы	3	12
16	но не	2	12
17	ни в	9	11
18	и для	2	11
19	к нему	3	10
20	в их	2	10
21	таким образом	13	10
22	но и	9	9
23	не имеет	11	9
24	не только	23	9
25	в том	5	8
26	и как	8	8
27	точки зрения	25	8
28	было бы	5	8
29	то что	14	8
30	что в	7	7
31	с другой	4	7
32	вообще не	2	7
33	не в	3	7
34	в самом	7	7
35	как и	7	7
36	еще не	2	7
37	совершенно не	2	7
38	как мы	2	7
39	можно только	4	6
40	а в	2	6
41	только как	5	6
42	не есть	54	6
43	все же	3	6
44	самом деле	6	6
45	с точки	14	6
46	и этим	3	6
47	ничего не	17	6
48	то же	6	5
49	в своем	3	5
50	это не	4	5
51	при этом	2	5
52	никогда не	7	5
53	все эти	3	5
54	должно быть	3	5
55	в основе	3	5
56	себя как	3	5
57	в них	5	5
58	конечно не	4	5
59	и о	3	5
60	так и	5	5
61	и прежде	3	5
62	не на	6	5
63	а не	26	5
64	быть только	2	5
65	могут быть	2	5
66	должна быть	6	4
67	не менее	11	4
68	лишь как	2	4
69	должны быть	3	4
70	в ней	2	4
71	в виду	7	4
72	другой стороны	2	4
73	себя самого	2	4
74	и только	6	4
75	объект и	2	4
76	сказать что	4	4
77	в то	5	4
78	о том	6	4
79	и потому	2	4
80	но в	2	4
81	но они	2	4
82	перестает быть	2	4
83	может и	2	4
84	тем самым	3	4
85	что не	5	4
86	хотя бы	4	4
87	в данном	2	4
88	в себе	2	4
89	себя и	2	3
90	и от	3	3
91	тем не	10	3
92	его как	3	3
93	но это	5	3
94	же время	3	3
95	кроме того	6	3
96	одной стороны	3	3
97	несмотря на	2	3
98	например в	2	3
99	хотя и	5	3
100	точка зрения	5	3
101	и тем	2	3
102	природы и	2	3
103	все это	6	3
104	не больше	3	3
105	с одной	3	3
106	на них	2	3
107	они не	2	3
108	и даже	13	3
109	и на	3	3
110	также и	2	3
111	если бы	6	3
112	и все	6	3
113	ясно что	7	3
114	и к	5	3
115	том что	8	3
116	говорить о	4	3
117	бы то	2	3
118	все что	3	3
119	со всеми	2	3
120	он не	5	3
121	нет и	4	3
122	оно не	6	3
123	бытия в	2	3
124	начало и	2	3
125	в слове	3	3
126	в таком	14	3
127	не знает	3	3
128	и это	4	3
129	на этом	2	2
130	я не	6	2
131	не могут	4	2
132	ничего нет	5	2
133	ни к	3	2
134	и есть	16	2
135	в частности	2	2
136	что все	14	2
137	первый план	4	2
138	была бы	3	2
139	на то	3	2
140	или иной	4	2
141	как таковой	2	2
142	что оно	7	2
143	не можем	2	2
144	и пр	6	2
145	случае не	3	2
146	что это	12	2
147	и у	2	2
148	не имеют	2	2
149	той или	2	2
150	не вполне	2	2
151	но совершенно	2	2
152	есть таким	3	2
153	другими словами	7	2
154	но она	3	2
155	отличается от	8	2
156	в особенности	7	2
157	не было	3	2
158	и что	15	2
159	того что	12	2
160	есть только	12	2
161	коем случае	3	2
162	его не	2	2
163	и здесь	2	2
164	в своих	2	2
165	я нахожу	2	2
166	мир в	3	2
167	до степени	2	2
168	но как	2	2
169	во всем	3	2
170	в истории	4	2
171	того или	3	2
172	как это	5	2
173	слово в	2	2
174	с его	2	2
175	следовательно не	2	2
176	он должен	3	2
177	и во	2	2
178	раз и	3	2
179	вовсе не	13	2
180	или иного	2	2
181	есть не	9	2
182	на первый	4	2
183	в коем	3	2
184	что он	13	2
185	у нас	4	2
186	по существу	2	2
187	одна из	3	2
188	движения и	3	2
189	она не	3	2
190	можно и	3	2
191	что и	6	2
192	и тела	2	2
193	себя в	2	2
194	говорить и	2	2
195	для науки	2	2
196	я должен	4	2
197	для того	3	2
198	из которых	3	2
199	и он	2	2
200	событие как	2	2
201	или в	2	2
202	тем что	3	2
203	в виде	8	2
204	и ее	3	2
205	и вообще	2	2
206	души и	2	2
207	в чем	4	2
