N	2gram	Bakhtin_fo_1	Myshleni
1	то что	6	26
2	в этом	25	25
3	потому что	4	21
4	таким образом	11	19
5	в том	9	18
6	не может	6	18
7	точки зрения	5	18
8	того чтобы	5	17
9	что в	5	16
10	и в	50	16
11	того что	2	16
12	так как	6	16
13	не только	9	16
14	так же	6	15
15	том что	4	15
16	для того	5	14
17	в сущности	3	13
18	сказать что	3	13
19	между собой	4	13
20	в процессе	4	13
21	отношению к	5	12
22	вопрос о	2	12
23	по отношению	3	12
24	и не	14	12
25	отношение к	2	11
26	в его	13	11
27	но не	5	10
28	с помощью	2	10
29	было бы	2	10
30	как мы	14	10
31	а не	3	10
32	только в	4	10
33	в отношении	3	9
34	может быть	11	9
35	с точки	2	9
36	в основе	5	8
37	если бы	5	8
38	как и	8	8
39	мы должны	2	8
40	он не	5	8
41	то же	11	8
42	же как	2	7
43	в нем	24	7
44	но он	2	7
45	того же	8	7
46	так и	12	7
47	по себе	2	7
48	если мы	2	7
49	что все	2	6
50	не в	5	6
51	и следовательно	4	6
52	но и	8	6
53	и на	8	6
54	речи в	2	6
55	как он	2	6
56	но в	10	6
57	у него	6	6
58	к тому	3	6
59	в той	4	6
60	самого начала	2	5
61	никогда не	2	5
62	в своем	4	5
63	мы и	4	5
64	для него	2	5
65	как бы	2	5
66	не является	2	5
67	хотя бы	2	5
68	еще более	3	5
69	этом отношении	3	5
70	не знает	3	5
71	в то	9	5
72	с ним	2	5
73	тогда когда	2	5
74	из нее	2	5
75	сравнению с	2	5
76	он должен	2	5
77	по сравнению	2	5
78	как в	6	5
79	с самого	2	5
80	тем что	2	5
81	в которой	2	5
82	ничего не	9	5
83	с необходимостью	2	5
84	не могут	3	4
85	все эти	9	4
86	с другой	2	4
87	это не	6	4
88	то время	4	4
89	а только	2	4
90	в свою	2	4
91	в пределах	5	4
92	при этом	3	4
93	в самом	8	4
94	в целом	2	4
95	и их	8	4
96	именно в	3	4
97	не имеет	4	4
98	и по	2	4
99	время как	5	4
100	что мы	2	4
101	в результате	6	4
102	мы видим	3	4
103	вообще не	3	4
104	в качестве	3	4
105	с их	2	4
106	еще не	5	4
107	вместе с	3	4
108	той же	2	4
109	и то	4	4
110	могут быть	5	4
111	в частности	6	3
112	одного и	5	3
113	прежде всего	15	3
114	и как	10	3
115	одной стороны	2	3
116	до конца	4	3
117	и является	2	3
118	значение в	5	3
119	его и	2	3
120	в их	6	3
121	еще и	2	3
122	с одной	3	3
123	они не	3	3
124	а в	3	3
125	и с	4	3
126	в этих	3	3
127	как она	2	3
128	мы не	3	3
129	между двумя	6	3
130	к жизни	2	3
131	с тем	3	3
132	с этим	6	3
133	в одном	3	3
134	к этому	3	3
135	все же	6	3
136	и того	6	3
137	по существу	12	3
138	чем в	2	3
139	и может	2	3
140	одной из	3	3
141	что и	3	3
142	сих пор	3	3
143	ее в	2	3
144	и его	16	3
145	связи с	6	3
146	в чем	2	3
147	до сих	3	3
148	мы будем	2	2
149	и другие	5	2
150	себя и	3	2
151	друг другу	2	2
152	происходит в	2	2
153	но все	5	2
154	не имеют	3	2
155	имеет место	3	2
156	в ней	4	2
157	в виду	3	2
158	совершенно не	2	2
159	в котором	4	2
160	в своей	2	2
161	уже на	2	2
162	в отличие	2	2
163	мы говорили	3	2
164	все это	4	2
165	отношения к	3	2
166	те же	2	2
167	и даже	2	2
168	на основе	2	2
169	к ним	2	2
170	или не	2	2
171	в истории	2	2
172	их в	3	2
173	в более	2	2
174	но они	3	2
175	в этот	2	2
176	их и	2	2
177	в них	4	2
178	что было	3	2
179	в жизни	6	2
180	вовсе не	13	2
181	его в	3	2
182	стороны и	2	2
183	есть не	3	2
184	в различных	2	2
185	и к	2	2
186	на развитие	2	2
187	же в	3	2
188	отличие от	2	2
189	во всем	2	2
190	со всеми	3	2
191	жизни и	8	2
192	никто не	2	2
193	и потому	3	2
194	только к	3	2
195	принадлежит к	2	2
196	во всех	6	2
197	только два	2	2
198	только на	3	2
199	в центре	2	2
200	тому же	2	2
201	его на	2	2
202	во всяком	3	2
203	совершенно иной	3	2
204	ту же	2	2
205	этими двумя	3	2
