N	2gram	Losev_Dial_4	Problema
1	то что	16	38
2	и не	30	37
3	вовсе не	6	37
4	и в	15	35
5	не есть	40	33
6	сказать что	6	24
7	не только	8	24
8	том что	10	19
9	даже и	3	18
10	о том	5	18
11	может быть	17	18
12	у нас	3	18
13	что такое	5	18
14	в этом	11	17
15	но и	4	16
16	и вообще	7	16
17	что мы	7	14
18	только в	7	14
19	не менее	2	13
20	и что	9	13
21	потому что	10	13
22	во всяком	2	13
23	не может	11	13
24	тем не	2	12
25	в том	11	12
26	того что	13	12
27	также и	4	12
28	хотя бы	4	12
29	что в	7	11
30	прежде всего	11	11
31	так что	6	11
32	не просто	7	11
33	и даже	6	11
34	никак не	2	11
35	не будет	2	11
36	и с	4	10
37	говорить о	11	10
38	тем более	6	10
39	еще не	4	10
40	да и	2	10
41	а не	18	10
42	в данном	3	10
43	и то	3	10
44	ничего не	17	10
45	если мы	5	9
46	в этой	4	9
47	едва ли	3	9
48	что же	2	9
49	только о	3	8
50	уже не	9	8
51	было бы	9	8
52	в виду	9	8
53	есть только	3	8
54	ясно что	11	8
55	по себе	13	8
56	как раз	4	8
57	все же	2	8
58	при помощи	3	8
59	есть нечто	2	7
60	все эти	3	7
61	не имеет	14	7
62	того или	2	7
63	в его	4	7
64	так и	5	7
65	бы и	3	7
66	так как	14	7
67	тем самым	3	7
68	мы не	9	7
69	тоже не	2	7
70	другими словами	5	6
71	что все	4	6
72	можно сказать	5	6
73	ни в	8	6
74	но это	4	6
75	не о	4	6
76	был бы	2	6
77	и т	17	6
78	а именно	6	6
79	т д	15	6
80	но как	2	6
81	в то	6	6
82	на то	5	6
83	по крайней	7	6
84	есть не	5	6
85	при условии	2	6
86	крайней мере	7	6
87	и для	5	6
88	или иначе	2	6
89	мы можем	3	6
90	в виде	3	6
91	но в	3	6
92	как будто	2	6
93	в области	3	6
94	в частности	2	5
95	и без	2	5
96	представление о	2	5
97	есть то	5	5
98	же это	5	5
99	кроме того	2	5
100	в самом	2	5
101	той или	4	5
102	отнюдь не	4	5
103	с этим	3	5
104	так же	4	5
105	и на	5	5
106	и все	11	5
107	этом смысле	4	5
108	как и	7	5
109	то же	9	5
110	что не	3	5
111	другой стороны	2	5
112	или другой	3	5
113	в себе	8	5
114	и это	8	5
115	для меня	2	5
116	не могут	2	4
117	сама по	5	4
118	не говоря	3	4
119	что если	3	4
120	и есть	19	4
121	в своем	5	4
122	в отношении	2	4
123	что на	2	4
124	как таковой	5	4
125	как же	5	4
126	без всякого	2	4
127	и как	4	4
128	есть в	4	4
129	есть прежде	3	4
130	это значит	8	4
131	случае не	2	4
132	и той	3	4
133	между собою	2	4
134	и следовательно	3	4
135	как бы	14	4
136	и тут	3	4
137	говоря уже	3	4
138	и тем	6	4
139	что она	5	4
140	все это	9	4
141	и только	2	4
142	мы говорим	2	4
143	таким образом	5	4
144	но только	5	4
145	заключается в	2	4
146	в результате	6	4
147	но если	5	4
148	уже о	4	4
149	на свете	4	4
150	тем что	2	4
151	если бы	6	4
152	же именно	3	4
153	что он	7	4
154	тут тоже	2	4
155	но именно	2	4
156	ни о	3	4
157	и о	8	4
158	или вообще	3	4
159	то и	2	4
160	в каком	5	4
161	или по	4	4
162	значит что	9	4
163	как только	5	3
164	говорить об	2	3
165	из этих	2	3
166	точно так	2	3
167	вопрос о	2	3
168	и можно	5	3
169	же о	2	3
170	что они	4	3
171	нашего исследования	2	3
172	есть ни	9	3
173	в нашей	2	3
174	и если	3	3
175	которые мы	2	3
176	мы еще	2	3
177	хотя и	6	3
178	мы уже	3	3
179	никто не	2	3
180	один из	4	3
181	но мы	2	3
182	и их	2	3
183	в их	3	3
184	для этого	2	3
185	или что	2	3
186	то ни	4	3
187	не было	2	3
188	при этом	2	3
189	лишь в	2	3
190	все на	3	3
191	только его	2	3
192	и наконец	3	3
193	и по	2	3
194	иное как	8	3
195	в основе	10	3
196	что иное	8	3
197	в истории	3	3
198	мы должны	4	3
199	будет иметь	2	3
200	есть тоже	2	3
201	и ни	2	3
202	а это	2	3
203	бы в	4	3
204	это будет	3	3
205	с тем	4	3
206	только не	3	3
207	или других	3	3
208	тогда когда	5	3
209	просто как	2	3
210	не что	8	3
211	только тогда	5	3
212	это и	9	3
213	все что	2	3
214	не нужно	2	3
215	она не	4	3
216	тех или	4	3
217	нет и	2	3
218	оно не	2	3
219	от всего	3	3
220	даже не	2	3
221	оказывается что	4	3
222	бы не	2	3
223	иной раз	3	3
224	все равно	2	3
225	имеется в	3	3
226	можно говорить	2	3
227	в свете	5	3
228	для того	5	3
229	можно судить	2	3
230	и притом	3	3
231	то или	3	3
232	тому как	4	3
233	я могу	2	3
234	ничего общего	4	3
235	как о	2	3
236	смысла и	3	2
237	перед нами	6	2
238	или иное	3	2
239	или иная	2	2
240	время и	2	2
241	она должна	2	2
242	имеет ничего	2	2
243	не в	8	2
244	но все	2	2
245	на нем	2	2
246	и само	2	2
247	что с	2	2
248	и мы	7	2
249	из которых	3	2
250	себе и	2	2
251	совпадает с	2	2
252	вещи и	2	2
253	себе что	2	2
254	при таком	2	2
255	ни с	4	2
256	допустим что	2	2
257	что оно	7	2
258	можно только	3	2
259	в каком-нибудь	2	2
260	или в	7	2
261	должно быть	2	2
262	без того	3	2
263	есть просто	6	2
264	само по	4	2
265	или не	4	2
266	в ней	5	2
267	же и	2	2
268	точки зрения	14	2
269	ведь и	2	2
270	об его	3	2
271	представим себе	2	2
272	если угодно	3	2
273	нет ничего	6	2
274	то на	3	2
275	только мы	2	2
276	есть по	2	2
277	сознания и	3	2
278	для всех	3	2
279	в них	2	2
280	от чего	2	2
281	та или	3	2
282	или другого	2	2
283	имеет никакого	2	2
284	и ничего	2	2
285	об этом	3	2
286	учение о	5	2
287	и при	2	2
288	возможно только	3	2
289	в качестве	2	2
290	общего с	3	2
291	конечно не	2	2
292	не значит	2	2
293	о нем	2	2
294	что и	6	2
295	это возможно	2	2
296	во всех	2	2
297	вместе с	2	2
298	быть и	3	2
299	как нечто	2	2
300	совершенно не	3	2
301	собственно говоря	2	2
302	одной и	3	2
303	того чтобы	5	2
304	той же	5	2
305	ни просто	3	2
306	подобно тому	4	2
307	и ее	8	2
308	более не	3	2
309	ни от	2	2
310	идет речь	4	2
311	сказали что	2	2
312	это было	2	2
313	тотчас же	3	2
