N	2gram	Tiupa_Lite_3	FransuaR
1	и в	16	29
2	то есть	5	21
3	и не	22	16
4	в этой	8	13
5	как и	5	12
6	и т.п	6	12
7	но в	3	12
8	так и	9	11
9	и на	2	11
10	в этом	14	11
11	то же	9	10
12	как мы	2	10
13	в романе	3	10
14	в то	9	10
15	не только	14	10
16	в конце	2	9
17	но и	14	9
18	и с	2	9
19	его в	2	9
20	же время	7	8
21	прежде всего	3	8
22	в его	6	8
23	и его	6	8
24	как бы	8	8
25	еще и	2	7
26	так же	2	7
27	в том	12	7
28	из них	4	6
29	своего рода	10	6
30	все они	2	5
31	это не	5	5
32	того же	2	5
33	до конца	4	5
34	далеко не	2	5
35	в нем	2	5
36	в своей	7	5
37	он и	2	5
38	только для	3	4
39	с его	6	4
40	что он	5	4
41	еще не	6	4
42	один из	2	4
43	то что	12	4
44	жизни и	3	4
45	и одновременно	2	4
46	с другой	6	4
47	тем что	2	4
48	точки зрения	7	4
49	мира и	2	4
50	том числе	3	3
51	тому как	3	3
52	все время	3	3
53	в частности	11	3
54	в качестве	5	3
55	с ее	3	3
56	что у	2	3
57	в ее	5	3
58	а затем	3	3
59	все же	2	3
60	том что	8	3
61	и как	3	3
62	то в	3	3
63	и сам	2	3
64	того что	9	3
65	той же	3	3
66	здесь не	2	3
67	другой стороны	2	3
68	при этом	15	3
69	в году	5	3
70	и вот	2	3
71	того чтобы	2	3
72	для того	2	3
73	и даже	2	3
74	с ними	2	3
75	не случайно	3	3
76	подобно тому	2	3
77	в себе	6	3
78	по своей	3	3
79	там где	3	3
80	место в	4	2
81	связи с	2	2
82	к этому	2	2
83	числе и	2	2
84	жизни в	4	2
85	быть может	2	2
86	в жизни	8	2
87	со своими	2	2
88	к тому	6	2
89	и к	3	2
90	им в	2	2
91	соответствии с	5	2
92	что я	5	2
93	именно в	5	2
94	но не	4	2
95	перед лицом	4	2
96	одной стороны	4	2
97	не может	8	2
98	о чем	3	2
99	на его	3	2
100	может быть	12	2
101	хотя и	4	2
102	никогда не	4	2
103	уже не	3	2
104	а также	4	2
105	с жизнью	4	2
106	со стороны	7	2
107	раз в	2	2
108	и для	4	2
109	себя в	7	2
110	ни с	2	2
111	в словах	3	2
112	как в	5	2
113	в ту	2	2
114	как раз	2	2
115	с одной	4	2
116	о природе	2	2
117	с образом	2	2
118	во второй	2	2
119	и наконец	3	2
120	с точки	3	2
121	на свете	2	2
122	как на	3	2
123	в слове	3	2
124	в своих	2	2
125	и при	2	2
126	в основе	5	2
127	еще раз	2	2
128	как будто	4	2
129	только в	7	2
130	о том	6	2
