N	2gram	Tiupa_Hudo_2	KulturaY
1	и т	4	39
2	потому что	2	25
3	т п	2	24
4	и в	28	23
5	т е	2	22
6	не только	11	20
7	в том	15	19
8	в этом	13	18
9	и не	18	16
10	было бы	3	15
11	может быть	8	15
12	т д	2	14
13	точки зрения	2	14
14	если бы	6	12
15	в самом	5	12
16	том что	19	11
17	того чтобы	4	11
18	но в	2	11
19	что в	5	10
20	а не	14	10
21	вовсе не	2	9
22	то что	6	9
23	самом деле	3	9
24	для того	4	9
25	хотя бы	2	9
26	можно было	3	9
27	не может	4	9
28	с другой	3	8
29	прежде всего	3	8
30	не в	13	8
31	в качестве	4	8
32	уже не	10	8
33	с точки	2	8
34	что это	5	7
35	не менее	5	7
36	в нашем	2	7
37	все же	2	7
38	но и	9	7
39	и с	6	7
40	это не	6	6
41	да и	5	6
42	в этой	5	6
43	но не	4	6
44	что не	2	6
45	тем не	4	6
46	то же	6	6
47	между тем	8	6
48	и на	3	6
49	я не	7	5
50	что все	3	5
51	что он	8	5
52	об этом	7	5
53	еще не	3	5
54	несмотря на	3	5
55	в его	11	5
56	один из	2	5
57	вместе с	2	5
58	что же	2	5
59	приводит к	2	5
60	все это	3	5
61	лишь в	2	5
62	как это	7	5
63	и то	2	5
64	только в	4	5
65	была бы	3	4
66	отнюдь не	2	4
67	в них	3	4
68	перед нами	11	4
69	бы и	4	4
70	можно сказать	6	4
71	к тому	7	4
72	что на	3	4
73	мы знаем	2	4
74	для нас	3	4
75	что я	2	4
76	своего рода	16	4
77	или в	3	4
78	как бы	5	4
79	в нем	3	4
80	со стороны	3	4
81	так же	3	4
82	не было	6	4
83	и о	4	4
84	в данном	2	4
85	сказать что	2	4
86	говорить о	2	4
87	в то	6	4
88	ничего не	5	4
89	так и	8	4
90	на этом	2	3
91	казалось бы	6	3
92	у него	5	3
93	гораздо более	2	3
94	на фоне	3	3
95	же время	4	3
96	а также	2	3
97	о которых	2	3
98	в соответствии	3	3
99	в ней	3	3
100	он не	4	3
101	что и	4	3
102	не все	3	3
103	что она	7	3
104	как в	5	3
105	как раз	4	3
106	то и	4	3
107	именно в	2	3
108	те же	2	3
109	как мы	2	3
110	сводится к	6	3
111	а в	6	3
112	и его	5	3
113	тем что	6	3
114	и это	3	3
115	здесь не	2	3
116	всего лишь	3	3
117	только для	2	2
118	же как	2	2
119	в частности	7	2
120	никогда не	5	2
121	состоит в	7	2
122	что у	3	2
123	оно не	2	2
124	не как	2	2
125	и от	2	2
126	и все	7	2
127	или иного	2	2
128	что они	4	2
129	конечном счете	3	2
130	в другом	2	2
131	с одной	3	2
132	нельзя было	2	2
133	не более	2	2
134	как будто	4	2
135	когда в	3	2
136	мы с	3	2
137	она не	5	2
138	при этом	11	2
139	по поводу	3	2
140	по преимуществу	3	2
141	того или	2	2
142	он уже	2	2
143	же и	2	2
144	в конечном	4	2
145	к нему	3	2
146	превращается в	4	2
147	в своей	6	2
148	дело не	2	2
149	все они	3	2
150	данном случае	2	2
151	в своем	5	2
152	если можно	2	2
153	того как	2	2
154	и для	2	2
155	еще и	2	2
156	как и	11	2
157	чтобы не	3	2
158	тем самым	2	2
159	и у	2	2
160	той же	2	2
161	рядом с	5	2
162	роль в	2	2
163	в глазах	6	2
164	с ними	3	2
165	характер и	2	2
166	однако и	2	2
167	нуждается в	2	2
168	соответствии с	3	2
169	как у	2	2
170	могла бы	2	2
171	будто бы	3	2
172	ответ на	2	2
