N	2gram	Bakhtin_Pr_3	Hudozhes
1	том что	3	16
2	и в	34	14
3	так и	6	13
4	а не	9	12
5	в том	3	12
6	не только	10	12
7	при этом	4	12
8	о том	2	12
9	прежде всего	15	11
10	и т	8	11
11	в этом	16	11
12	в себе	6	11
13	для него	13	10
14	в своей	3	10
15	у него	4	9
16	что он	23	9
17	как и	18	9
18	то же	14	9
19	как в	4	8
20	то что	11	8
21	же время	12	8
22	отношению к	6	8
23	по отношению	5	8
24	т п	6	8
25	между тем	3	8
26	в то	12	8
27	в его	22	8
28	ничего не	4	8
29	это не	5	7
30	к тому	5	7
31	уже не	2	7
32	не в	9	7
33	еще не	4	7
34	своего рода	2	7
35	как бы	27	7
36	не может	19	7
37	а в	5	7
38	никогда не	8	6
39	что в	7	6
40	было бы	2	6
41	рассказа в	8	6
42	не менее	3	5
43	с его	6	5
44	к себе	17	5
45	может быть	19	5
46	только в	6	5
47	и он	2	5
48	но и	12	5
49	жизни и	3	5
50	самом деле	13	5
51	друг друга	2	5
52	и его	16	5
53	потому что	12	5
54	ни в	4	5
55	точки зрения	8	5
56	героя и	9	5
57	но в	16	5
58	тому что	2	4
59	в своем	2	4
60	т е	12	4
61	столь же	2	4
62	к другому	20	4
63	та же	2	4
64	и от	5	4
65	и все	19	4
66	и к	12	4
67	тем не	2	4
68	то в	2	4
69	мы уже	6	4
70	в самом	8	4
71	он уже	3	4
72	в ней	3	4
73	один из	2	4
74	из них	5	4
75	как раз	4	4
76	не было	2	4
77	того что	5	4
78	только что	3	4
79	он не	15	4
80	как будто	7	4
81	в конце	5	4
82	и это	4	4
83	с ним	8	4
84	и с	15	4
85	но не	4	3
86	если бы	4	3
87	отнюдь не	2	3
88	что у	6	3
89	но он	3	3
90	с этим	2	3
91	себе самому	18	3
92	это в	2	3
93	в мире	4	3
94	как мы	7	3
95	в ее	3	3
96	как его	2	3
97	говорить о	3	3
98	от него	6	3
99	на этом	4	3
100	по своему	3	3
101	в пределах	6	3
102	о нем	2	3
103	еще в	3	3
104	даже в	5	3
105	для себя	6	3
106	в нем	19	3
107	все же	7	3
108	т д	2	3
109	и для	8	3
110	все эти	4	3
111	она в	2	3
112	лишь в	5	3
113	и даже	7	3
114	с точки	4	3
115	тем что	4	3
116	такой же	3	3
117	и на	6	3
118	как к	4	3
119	будто бы	2	3
120	его в	4	3
121	в творчестве	3	3
122	в человеке	2	2
123	человек в	2	2
124	себя и	8	2
125	однако в	2	2
126	так в	2	2
127	мысли о	2	2
128	на вопрос	4	2
129	установкой на	3	2
130	и так	5	2
131	в одной	3	2
132	и потому	2	2
133	вопрос о	2	2
134	в такой	3	2
135	по себе	3	2
136	к своему	5	2
137	мы знаем	2	2
138	да и	4	2
139	не слышит	2	2
140	так что	5	2
141	в другом	8	2
142	и что	5	2
143	о своей	2	2
144	в целом	5	2
145	до конца	3	2
146	он говорил	4	2
147	раз в	2	2
148	себе и	5	2
149	например в	2	2
150	не бывает	2	2
151	на его	4	2
152	только на	4	2
153	в начале	4	2
154	в произведениях	2	2
155	хотя и	3	2
156	для других	3	2
157	в него	3	2
158	слова как	2	2
159	про себя	3	2
160	как он	3	2
161	и ему	2	2
162	на него	7	2
163	в форме	2	2
164	что же	8	2
165	все это	16	2
166	ни единого	2	2
167	особенно в	2	2
168	а с	3	2
169	не знает	6	2
170	все равно	4	2
171	и не	29	2
172	но с	2	2
173	при всей	2	2
174	на самом	11	2
175	от себя	6	2
176	героя в	5	2
177	что не	7	2
178	того или	2	2
179	должно быть	3	2
180	слово не	2	2
181	той же	2	2
182	когда все	2	2
183	с ними	6	2
184	с этой	2	2
185	пока еще	2	2
186	не о	4	2
187	и об	2	2
188	с ее	3	2
189	эти слова	3	2
190	характер и	3	2
191	героя на	2	2
192	внутренней жизни	2	2
193	что я	15	2
194	с другим	11	2
195	за ним	2	2
196	слова в	7	2
197	но как	4	2
198	так сказать	2	2
199	как она	2	2
200	я и	2	2
