N	2gram	Bakhtin_Pr_3	FransuaR
1	и в	53	40
2	то есть	48	18
3	и его	10	17
4	прежде всего	15	16
5	у рабле	3	16
6	в этом	8	15
7	мы уже	5	13
8	не только	4	13
9	и не	15	13
10	рабле и	2	13
11	в его	8	13
12	что в	2	12
13	вовсе не	3	12
14	как и	11	11
15	но и	7	11
16	и т.п	31	10
17	таким образом	6	10
18	как мы	5	10
19	в них	2	9
20	и все	10	9
21	в сущности	10	9
22	может быть	12	9
23	он не	3	9
24	отношение к	6	8
25	в том	14	8
26	и до	5	8
27	все эти	9	8
28	в эпоху	10	8
29	и с	6	8
30	той же	5	8
31	и на	18	8
32	но в	5	8
33	в духе	8	7
34	на площади	2	7
35	и др	14	7
36	до нас	2	7
37	то же	6	7
38	мы еще	3	6
39	в этих	5	6
40	к этому	4	6
41	же время	5	6
42	в самом	2	6
43	во всех	12	6
44	в своей	3	6
45	связь с	2	6
46	и других	9	6
47	в той	2	6
48	в то	5	6
49	в литературе	5	5
50	здесь и	4	5
51	мы видим	2	5
52	связаны с	3	5
53	со всеми	8	5
54	в нем	10	5
55	то что	9	5
56	в связи	2	5
57	не было	4	5
58	а не	11	5
59	и для	4	5
60	в основе	5	5
61	в своих	2	5
62	и веселой	2	5
63	так сказать	5	5
64	в особенности	2	5
65	и во	4	4
66	почти вовсе	4	4
67	мировой литературе	2	4
68	том что	5	4
69	здесь в	10	4
70	до сих	5	4
71	было бы	5	4
72	в заключение	2	4
73	в ней	7	4
74	из них	4	4
75	и потому	5	4
76	а также	4	4
77	один из	6	4
78	в мире	5	4
79	жизни и	9	4
80	сих пор	5	4
81	века и	5	4
82	в их	2	4
83	все это	8	4
84	еще более	5	4
85	о том	2	4
86	особенно в	4	4
87	и даже	2	4
88	также и	4	4
89	в истории	3	4
90	еще вернемся	3	4
91	так как	7	4
92	в области	3	4
93	в эту	3	4
94	том числе	11	3
95	с его	2	3
96	сущности только	2	3
97	и от	3	3
98	мировой литературы	3	3
99	для понимания	2	3
100	и к	5	3
101	и смерти	2	3
102	в ее	3	3
103	мы видели	2	3
104	но это	3	3
105	в начале	2	3
106	уже говорили	2	3
107	одна из	7	3
108	два месяца	2	3
109	большей или	3	3
110	эпохи возрождения	5	3
111	кроме того	3	3
112	еще не	5	3
113	xvii века	3	3
114	вплоть до	4	3
115	как бы	14	3
116	характерны для	4	3
117	правильного понимания	2	3
118	и наконец	2	3
119	что и	3	3
120	и мысли	2	3
121	вместе с	2	3
122	во все	5	3
123	так и	6	3
124	как в	7	3
125	во всей	4	3
126	и прежде	6	3
127	по отношению	2	3
128	не может	2	3
129	а в	2	3
130	начиная с	3	3
131	мы находим	2	3
132	жизнь в	2	3
133	слово в	2	3
134	ко всем	2	3
135	между ними	2	3
136	для этой	2	3
137	или меньшей	3	3
138	сказать что	10	3
139	в более	4	3
140	между тем	2	3
141	тем что	2	3
142	при этом	3	3
143	они не	3	3
144	в себе	5	3
145	во всем	2	3
146	только в	4	3
147	на протяжении	5	3
148	связанные с	3	3
149	в конце	3	3
150	здесь не	4	3
151	их в	2	3
152	из самых	2	2
153	не менее	3	2
154	связана с	2	2
155	есть и	2	2
156	уже в	2	2
157	времени и	2	2
158	средние века	11	2
159	в последующие	2	2
160	до наших	3	2
161	и образов	2	2
162	сравнению с	4	2
163	хотя бы	2	2
164	с другой	2	2
165	это не	6	2
166	и так	3	2
167	но здесь	2	2
168	образом в	2	2
169	в условиях	4	2
170	что он	4	2
171	можно сказать	8	2
172	влияние на	12	2
173	мы остановимся	2	2
174	в дальнейшем	7	2
175	карнавальный характер	3	2
176	сочетается с	3	2
177	со смертью	2	2
178	но не	5	2
179	конечно не	4	2
180	и другие	9	2
181	в большей	2	2
182	смех в	2	2
183	и если	3	2
184	века в	4	2
185	например в	5	2
186	на его	3	2
187	меньшей степени	2	2
188	и той	2	2
189	одним из	3	2
190	слова и	3	2
191	своего рода	3	2
192	они и	2	2
193	за него	2	2
194	образов и	4	2
195	на землю	4	2
196	в форме	6	2
197	его творчество	2	2
198	в риме	2	2
199	в разных	4	2
200	именно в	2	2
201	одновременно и	3	2
202	и они	2	2
203	не боится	2	2
204	здесь мы	2	2
205	и у	7	2
206	на основе	2	2
207	числе и	10	2
208	потому что	5	2
209	одной из	4	2
210	нового времени	8	2
211	он в	2	2
212	с этим	2	2
213	даже и	2	2
214	но он	2	2
215	точки зрения	4	2
216	наших дней	3	2
217	и ее	6	2
218	по сравнению	4	2
219	все то	3	2
220	в один	2	2
221	далеко не	2	2
222	как он	2	2
223	и это	3	2
224	в которой	2	2
225	того же	2	2
226	мы не	4	2
