N	2gram	Losev_Prob_5	Istorich
1	и в	30	22
2	мы имеем	2	19
3	в этом	17	17
4	что в	5	15
5	в брак	2	14
6	не только	18	14
7	но и	13	12
8	и не	12	12
9	может быть	7	11
10	или в	4	11
11	еще не	3	10
12	таким образом	13	10
13	но в	9	10
14	что он	7	9
15	в нем	6	9
16	что и	6	9
17	вместе с	7	9
18	в том	12	9
19	что они	3	8
20	том что	17	8
21	как мы	2	8
22	другой стороны	6	7
23	с другой	6	7
24	к этому	2	7
25	но не	7	7
26	то что	18	7
27	из них	2	7
28	уже не	6	7
29	так как	6	7
30	связи с	7	6
31	в них	2	6
32	это не	2	6
33	все еще	4	6
34	что здесь	2	6
35	не все	2	6
36	то и	2	6
37	а в	6	6
38	то же	2	6
39	а не	5	6
40	мы можем	5	6
41	ничего не	2	6
42	не менее	5	5
43	в частности	4	5
44	тем не	5	5
45	так что	11	5
46	до сих	2	5
47	этот мотив	4	5
48	один из	2	5
49	все же	9	5
50	он не	3	5
51	того что	3	5
52	сих пор	2	5
53	к нему	3	5
54	в этой	10	5
55	и другие	3	4
56	не всегда	3	4
57	у нас	7	4
58	не в	7	4
59	в дальнейшем	7	4
60	только в	9	4
61	из земли	4	4
62	в свою	2	4
63	они не	2	4
64	отношение к	2	4
65	для нас	10	4
66	а именно	12	4
67	и его	6	4
68	и на	6	4
69	в данном	2	4
70	можно найти	6	4
71	не может	5	4
72	но он	5	4
73	тем что	2	4
74	и они	2	4
75	все эти	2	4
76	в других	3	4
77	и с	5	4
78	я не	2	3
79	почему в	2	3
80	для них	3	3
81	что у	5	3
82	в одной	2	3
83	он все	2	3
84	о себе	2	3
85	и все	9	3
86	представление о	2	3
87	прежде всего	6	3
88	от них	2	3
89	не что	3	3
90	к тому	2	3
91	и к	4	3
92	как и	7	3
93	и как	6	3
94	он видит	3	3
95	все что	2	3
96	у него	11	3
97	равно как	2	3
98	было бы	4	3
99	на его	2	3
100	в его	12	3
101	никогда не	7	3
102	ее в	2	3
103	данном случае	2	3
104	в связи	7	3
105	и у	5	3
106	так же	5	3
107	его не	2	3
108	иное как	3	3
109	сказать что	9	3
110	потому что	13	3
111	он и	5	3
112	что иное	3	3
113	далеко не	4	3
114	в русской	3	3
115	о том	12	3
116	его в	6	3
117	при помощи	6	3
118	здесь не	7	3
119	в чем	2	3
120	все время	3	2
121	с тем	5	2
122	но тем	2	2
123	точно так	3	2
124	в одном	3	2
125	на месте	2	2
126	если он	2	2
127	вовсе не	8	2
128	можно сказать	6	2
129	во всяком	2	2
130	же в	3	2
131	ни в	4	2
132	но все	4	2
133	в силу	5	2
134	и более	2	2
135	с одной	3	2
136	как в	2	2
137	при этом	4	2
138	в качестве	4	2
139	то время	3	2
140	после того	3	2
141	одной стороны	3	2
142	не мог	4	2
143	и о	5	2
144	за него	2	2
145	да и	2	2
146	хотя и	8	2
147	в ней	3	2
148	его на	2	2
149	и он	4	2
150	всяком случае	2	2
151	в котором	2	2
152	отношению к	2	2
153	жизни и	2	2
154	на землю	7	2
155	так и	7	2
156	от своих	3	2
157	по отношению	2	2
158	в своем	11	2
159	если не	4	2
160	еще более	3	2
161	перейти к	3	2
162	и что	6	2
163	что не	2	2
164	и даже	14	2
165	есть только	3	2
166	и для	6	2
167	в человека	3	2
168	время как	3	2
169	и то	5	2
170	между тем	2	2
171	в виде	10	2
172	точки зрения	10	2
173	в другом	3	2
174	в то	4	2
175	как будто	3	2
176	за это	5	2
177	а также	3	2
178	же не	4	2
