N	2gram	Vygotskiy__2	Literetu
1	не только	15	24
2	при этом	3	19
3	в качестве	4	17
4	но и	10	17
5	а не	3	16
6	в том	33	16
7	в частности	6	15
8	том что	27	14
9	может быть	9	13
10	и не	7	12
11	в этом	19	12
12	состоит в	3	11
13	прежде всего	4	11
14	в своем	9	11
15	то что	20	10
16	не в	8	8
17	в целом	10	8
18	и в	15	8
19	только в	4	8
20	как это	6	8
21	в его	2	7
22	как бы	7	7
23	в себе	2	7
24	как и	6	6
25	и сам	3	6
26	связи с	9	6
27	того что	17	6
28	точки зрения	26	6
29	с его	4	5
30	казалось бы	8	5
31	с этой	2	5
32	что он	12	5
33	в конечном	4	5
34	а также	2	5
35	для себя	3	5
36	как в	4	5
37	не может	9	5
38	то же	5	5
39	в отличие	3	5
40	уже в	5	5
41	тем самым	3	5
42	в данном	3	5
43	отличие от	3	5
44	конечном счете	4	4
45	для этого	3	4
46	столь же	2	4
47	это не	5	4
48	в силу	2	4
49	представляет собой	2	4
50	но не	3	4
51	и тем	2	4
52	все же	4	4
53	из них	3	4
54	в своей	4	4
55	данном случае	3	4
56	со стороны	3	4
57	так и	8	4
58	и т.п	7	4
59	никогда не	8	4
60	в связи	6	4
61	лишь в	3	4
62	друг друга	5	4
63	и его	4	4
64	как раз	4	4
65	в этой	6	4
66	с собой	3	4
67	в основе	3	3
68	что в	14	3
69	и есть	2	3
70	с другой	6	3
71	что его	4	3
72	с их	2	3
73	в самом	11	3
74	несмотря на	4	3
75	у него	2	3
76	том же	2	3
77	и др	5	3
78	в их	2	3
79	приводит к	5	3
80	по отношению	6	3
81	а в	4	3
82	таким образом	14	3
83	говоря словами	2	3
84	и даже	5	3
85	той же	2	3
86	потому что	7	3
87	во всяком	7	3
88	к себе	2	3
89	но в	6	3
90	по своей	6	3
91	также и	2	3
92	в виду	6	3
93	по этому	6	2
94	отнюдь не	2	2
95	так называемых	2	2
96	для всей	2	2
97	из этих	4	2
98	подобно тому	2	2
99	человека и	3	2
100	в себя	2	2
101	же это	2	2
102	к тому	7	2
103	в другом	2	2
104	или иной	2	2
105	того же	3	2
106	отношения между	3	2
107	и само	2	2
108	для него	3	2
109	одной стороны	7	2
110	было бы	10	2
111	по поводу	4	2
112	общего с	2	2
113	за пределы	2	2
114	с действительностью	2	2
115	следующим образом	2	2
116	и самого	2	2
117	всяком случае	6	2
118	даже в	4	2
119	не является	9	2
120	не могло	2	2
121	должен быть	2	2
122	отношению к	5	2
123	на том	2	2
124	в сущности	9	2
125	то он	2	2
126	и только	3	2
127	мышления и	16	2
128	этом отношении	3	2
129	с одной	7	2
130	все эти	3	2
131	из того	4	2
132	самом деле	6	2
133	хотя бы	4	2
134	с точки	18	2
135	что для	3	2
136	можно было	5	2
137	тому как	2	2
138	тем более	3	2
139	тем что	2	2
140	могут быть	2	2
141	ту же	2	2
142	о том	9	2
143	как он	6	2
144	целом но	2	2
