N	2gram	Voloshinov_1	Istorich
1	и в	16	28
2	может быть	17	25
3	не может	8	15
4	никогда не	2	14
5	для нас	2	13
6	что в	3	12
7	то же	2	12
8	не только	7	12
9	мы видим	2	11
10	только в	4	11
11	что он	2	10
12	прежде всего	9	10
13	но и	4	10
14	мы не	2	10
15	в том	3	9
16	о том	2	9
17	то что	3	9
18	и не	4	9
19	так и	4	9
20	что это	2	8
21	таким образом	9	8
22	в этом	9	8
23	но в	4	8
24	в этих	3	7
25	том что	3	7
26	еще не	5	7
27	было бы	2	7
28	и др	3	7
29	а в	3	7
30	так же	2	7
31	что мы	2	7
32	не менее	2	6
33	что и	2	6
34	в этой	4	6
35	его в	4	6
36	так как	4	6
37	вместе с	3	6
38	не знает	2	5
39	в одном	3	5
40	до сих	3	5
41	ее в	2	5
42	сих пор	3	5
43	на основе	2	5
44	их в	3	5
45	сказать что	7	5
46	в его	4	5
47	все это	4	4
48	между собой	2	4
49	в пределах	2	4
50	но это	2	4
51	в большинстве	3	4
52	и пр	12	4
53	но оно	3	4
54	один из	2	4
55	другими словами	2	4
56	с этим	2	4
57	как и	2	4
58	и даже	4	4
59	хотя бы	4	4
60	и для	2	4
61	и с	8	4
62	и на	4	4
63	к ним	2	4
64	в основе	3	4
65	могут быть	3	4
66	находится в	2	4
67	они не	2	4
68	все эти	5	4
69	большинстве случаев	3	4
70	мы знаем	3	4
71	во время	3	3
72	в начале	2	3
73	для этого	2	3
74	на этом	3	3
75	при этом	6	3
76	не можем	2	3
77	и их	4	3
78	и по	2	3
79	и его	8	3
80	если мы	2	3
81	как мы	4	3
82	как это	3	3
83	почти не	2	3
84	не существует	2	2
85	только для	5	2
86	не могут	2	2
87	самого начала	4	2
88	в частности	2	2
89	к этому	2	2
90	и потому	3	2
91	между ними	3	2
92	но мы	4	2
93	ни было	2	2
94	с самого	4	2
95	и как	3	2
96	здесь же	2	2
97	связанные с	2	2
98	для него	6	2
99	и мы	2	2
100	что не	2	2
101	на первый	2	2
102	что такое	5	2
103	с ним	2	2
104	же как	2	2
105	как бы	5	2
106	в нем	4	2
107	не есть	2	2
108	во всех	3	2
109	образов и	2	2
110	конечно не	6	2
111	смерти но	2	2
112	сделать это	2	2
113	даже не	3	2
114	во всей	2	2
115	не на	2	2
116	и только	9	2
117	отношения к	3	2
118	он не	2	2
119	на них	2	2
120	и вот	3	2
121	для всех	4	2
122	и она	3	2
123	можно назвать	2	2
124	в основном	3	2
125	в конечном	3	2
126	и этим	2	2
127	в области	3	2
