N	2gram	Tiupa_Disk_1	KulturaY
1	потому что	4	25
2	и в	16	23
3	не только	28	20
4	в том	23	19
5	в этом	15	18
6	и не	11	16
7	ни к	6	15
8	может быть	17	15
9	точки зрения	3	14
10	в самом	3	12
11	том что	19	11
12	но в	8	11
13	что в	4	10
14	по себе	3	10
15	а не	22	10
16	в сущности	2	9
17	то что	5	9
18	хотя бы	3	9
19	не может	9	9
20	с другой	10	8
21	прежде всего	11	8
22	не в	7	8
23	в качестве	34	8
24	уже не	4	8
25	и что	2	8
26	языка и	2	8
27	не менее	2	7
28	в силу	5	7
29	все же	3	7
30	но и	14	7
31	другой стороны	3	7
32	слова в	2	6
33	это не	3	6
34	по крайней	2	6
35	крайней мере	2	6
36	в этой	2	6
37	но не	11	6
38	что не	4	6
39	то же	7	6
40	между тем	4	6
41	и на	5	6
42	что он	4	5
43	об этом	2	5
44	еще не	14	5
45	в его	7	5
46	один из	3	5
47	и тем	2	5
48	что же	2	5
49	приводит к	2	5
50	таким образом	3	5
51	лишь в	4	5
52	целый ряд	2	5
53	не следует	2	5
54	во всяком	2	5
55	только в	7	5
56	также и	3	5
57	мы имеем	2	5
58	отнюдь не	8	4
59	в них	4	4
60	перед нами	3	4
61	к этому	2	4
62	можно сказать	5	4
63	к тому	5	4
64	в пределах	2	4
65	своего рода	8	4
66	или в	2	4
67	хотя и	2	4
68	как бы	5	4
69	в нем	9	4
70	со стороны	7	4
71	не было	7	4
72	и о	4	4
73	в данном	5	4
74	сказать что	3	4
75	могут быть	4	4
76	в то	3	4
77	в особенности	4	4
78	так и	8	4
79	на этом	2	3
80	уже в	2	3
81	же время	4	3
82	различие между	2	3
83	а также	8	3
84	в соответствии	2	3
85	большей или	2	3
86	того же	3	3
87	связи с	4	3
88	что и	3	3
89	как не	3	3
90	в процессе	5	3
91	уже о	2	3
92	как в	10	3
93	отличается от	2	3
94	в форме	2	3
95	с этим	3	3
96	именно в	3	3
97	как мы	2	3
98	сводится к	5	3
99	того что	3	3
100	и по	2	3
101	своей собственной	2	3
102	а в	5	3
103	и его	2	3
104	тем что	3	3
105	или меньшей	2	3
106	есть в	2	3
107	в виду	2	3
108	себе не	3	2
109	это в	2	2
110	и есть	2	2
111	в частности	9	2
112	никогда не	2	2
113	состоит в	9	2
114	о котором	2	2
115	оно не	2	2
116	не как	4	2
117	и все	2	2
118	одного из	2	2
119	не всегда	2	2
120	говоря уже	2	2
121	но зато	2	2
122	ли не	3	2
123	в другом	2	2
124	и потому	3	2
125	с одной	9	2
126	свою очередь	3	2
127	не более	2	2
128	в свою	3	2
129	при этом	13	2
130	по словам	2	2
131	что касается	2	2
132	обратить внимание	2	2
133	того или	2	2
134	за рамки	2	2
135	и даже	3	2
136	наше время	2	2
137	в своей	5	2
138	на том	2	2
139	не говоря	2	2
140	дело не	2	2
141	данном случае	2	2
142	в их	5	2
143	для обозначения	3	2
144	в современном	2	2
145	в наше	2	2
146	в своем	6	2
147	в отличие	5	2
148	в основании	3	2
149	как и	16	2
150	в году	2	2
151	этого термина	2	2
152	должны быть	3	2
153	роль в	7	2
154	в которых	4	2
155	характер и	2	2
156	однако и	2	2
157	в своих	3	2
158	соответствии с	2	2
159	и вообще	2	2
160	могла бы	2	2
161	заключается в	3	2
162	будто бы	2	2
163	отличие от	5	2
164	отношения к	2	2
