N	2gram	Tiupa_Narr_1	Formalny
1	и не	23	30
2	и в	11	27
3	может быть	15	25
4	не может	8	24
5	так и	5	21
6	и его	10	19
7	в этом	12	18
8	а не	13	17
9	точки зрения	5	16
10	самом деле	3	16
11	в нем	4	15
12	то же	8	15
13	между ними	2	15
14	как и	13	14
15	не в	6	12
16	если бы	7	12
17	и от	2	11
18	в самом	6	11
19	в жизни	3	11
20	но и	27	10
21	лишь в	3	9
22	не только	31	9
23	что в	3	8
24	при этом	19	8
25	в пределах	2	8
26	как бы	6	8
27	отнюдь не	2	8
28	и все	3	8
29	то что	9	8
30	как раз	6	8
31	входит в	2	8
32	как мы	2	8
33	только в	12	8
34	не менее	3	7
35	в том	8	7
36	же время	4	7
37	потому что	5	7
38	в то	4	7
39	между тем	3	7
40	для них	2	7
41	в его	6	7
42	тем же	2	7
43	с другой	2	6
44	всяком случае	2	6
45	но в	7	6
46	в литературе	4	6
47	что он	3	6
48	еще не	4	6
49	все же	4	6
50	в своей	5	6
51	хотя бы	2	6
52	и для	2	6
53	в данном	11	6
54	во всяком	2	6
55	и ее	3	6
56	вместе с	2	6
57	никогда не	4	5
58	зависимости от	2	5
59	того чтобы	4	5
60	не является	3	5
61	друг друга	2	5
62	другой стороны	2	5
63	в ней	4	5
64	в результате	2	5
65	в зависимости	2	5
66	но не	4	5
67	сводится к	3	5
68	тому как	3	5
69	связи с	2	5
70	так сказать	2	5
71	прежде всего	4	4
72	к тому	6	4
73	да и	2	4
74	и как	3	4
75	до конца	2	4
76	для того	3	4
77	и является	2	4
78	в целом	3	4
79	жизни и	6	4
80	данном случае	8	4
81	со стороны	8	4
82	в связи	2	4
83	о том	4	4
84	как это	3	4
85	мы можем	2	4
86	между собой	2	4
87	по себе	4	4
88	в романе	2	4
89	том что	7	4
90	она не	2	4
91	на ее	2	4
92	как в	4	4
93	только на	2	4
94	роль в	2	4
95	в слове	3	4
96	мы не	3	4
97	подобно тому	3	4
98	в этих	2	3
99	его и	2	3
100	столь же	5	3
101	это не	3	3
102	в конце	2	3
103	можно сказать	5	3
104	того что	4	3
105	имеет место	4	3
106	не о	2	3
107	и тем	4	3
108	по отношению	3	3
109	этом отношении	3	3
110	и на	5	3
111	никак не	2	3
112	их в	3	3
113	сказать что	2	3
114	и с	3	3
115	он и	2	3
116	к его	2	3
117	жизни в	2	3
118	сливаются в	2	3
119	у нас	3	3
120	они и	2	3
121	же самое	2	3
122	о нем	3	3
123	еще в	3	3
124	оно не	2	3
125	отношению к	3	3
126	дело с	2	3
127	в произведении	2	3
128	в той	2	3
129	уже не	8	3
130	героя в	3	3
131	в себе	6	3
132	а на	2	2
133	язык как	2	2
134	или иной	4	2
135	в этой	6	2
136	в следующей	3	2
137	но для	3	2
138	из них	4	2
139	дело не	2	2
140	в своем	3	2
141	и только	2	2
142	от этих	2	2
143	и даже	2	2
144	действующих лиц	5	2
145	из этих	4	2
146	с его	4	2
147	однако в	3	2
148	установкой на	2	2
149	но при	3	2
150	с ее	2	2
151	с установкой	2	2
152	и притом	2	2
153	то в	4	2
154	одна из	4	2
155	и тогда	2	2
156	в сущности	2	2
157	сами по	2	2
158	не могло	2	2
159	тем не	3	2
160	так в	4	2
161	в отличие	2	2
162	человека в	2	2
163	в таком	2	2
164	на протяжении	7	2
165	и внутреннего	2	2
166	дело в	2	2
167	героя и	2	2
168	здесь не	2	2
169	отличие от	2	2
170	в области	2	2
171	ничего не	2	2
