N	2gram	Bakhtin_Pr_2	formyVre
1	и в	45	50
2	то есть	50	33
3	в романе	3	32
4	в этом	20	25
5	в нем	20	24
6	человека в	5	17
7	и его	8	16
8	в литературе	6	16
9	прежде всего	11	15
10	и не	42	14
11	как мы	8	14
12	вовсе не	7	13
13	как раз	6	13
14	в его	22	13
15	так и	3	12
16	человека и	2	11
17	может быть	18	11
18	таким образом	11	11
19	образа человека	2	11
20	мы уже	3	11
21	то же	5	11
22	и как	2	10
23	но в	6	10
24	в конце	4	9
25	в том	8	9
26	же время	3	9
27	и др	4	9
28	в особенности	2	9
29	все эти	4	9
30	в то	5	9
31	не только	16	9
32	с его	8	9
33	ничего не	3	9
34	в самом	13	8
35	его жизни	2	8
36	и их	6	8
37	но и	15	8
38	и на	7	8
39	жизни в	2	8
40	как и	14	8
41	жизни и	15	8
42	ни в	2	8
43	не было	2	7
44	в условиях	2	7
45	для себя	3	7
46	героя и	7	7
47	так сказать	7	7
48	все же	4	6
49	это не	3	6
50	образ человека	2	6
51	в дальнейшем	2	6
52	например в	2	6
53	с ее	3	6
54	в их	4	6
55	не может	24	6
56	лишь в	2	6
57	так же	5	6
58	в результате	3	6
59	так как	5	6
60	у него	6	6
61	в жизни	3	6
62	во всех	4	6
63	то что	5	6
64	в ее	3	6
65	как в	4	6
66	человеческой жизни	2	6
67	не оставляет	3	6
68	что в	6	5
69	и другие	4	5
70	одного и	2	5
71	в образе	3	5
72	не в	8	5
73	с самим	2	5
74	в пределах	4	5
75	и до	4	5
76	в основе	2	5
77	точки зрения	19	5
78	но все	4	5
79	если бы	2	5
80	романа в	5	5
81	но не	6	5
82	еще не	9	5
83	он не	9	5
84	отношению к	8	5
85	и у	2	5
86	могут быть	4	5
87	том числе	2	4
88	но на	2	4
89	в своем	5	4
90	характерно что	2	4
91	как человек	2	4
92	своей жизни	3	4
93	мы и	3	4
94	до конца	7	4
95	европейского романа	3	4
96	и следовательно	7	4
97	этого мира	2	4
98	в котором	7	4
99	романа но	2	4
100	все это	5	4
101	не имеет	3	4
102	конечно и	2	4
103	потому что	8	4
104	и с	7	4
105	в ней	7	4
106	в них	4	4
107	конечно не	6	4
108	в процессе	2	4
109	и т.п	6	4
110	жизнь и	3	4
111	в той	3	4
112	том что	7	4
113	и для	2	4
114	только в	9	4
115	здесь не	2	4
116	человек в	3	3
117	себя и	2	3
118	в этих	4	3
119	при этом	2	3
120	хотя и	2	3
121	в виду	2	3
122	здесь нет	2	3
123	один из	2	3
124	в форме	2	3
125	по отношению	8	3
126	отношения к	2	3
127	этом отношении	2	3
128	именно в	3	3
129	и других	3	3
130	они не	2	3
131	романа и	4	3
132	друг друга	7	3
133	а в	3	3
134	их в	7	3
135	сказать что	5	3
136	в начале	2	3
137	его но	3	3
138	его в	3	3
139	авантюрного романа	3	3
140	в одном	6	3
141	поэтому и	3	3
142	а как	4	3
143	для них	3	3
144	не знает	4	3
145	к этому	4	3
146	уже говорили	2	3
147	одной из	2	3
148	в сущности	7	3
149	и потому	6	3
150	что и	5	3
151	романа как	2	3
152	сих пор	2	3
153	всем этим	2	3
154	а не	10	3
155	что не	5	3
156	между ними	4	3
157	мы видим	2	3
158	в таком	3	3
159	или в	2	3
160	с другими	7	3
161	более того	5	3
162	быть только	2	3
163	и ее	7	3
164	в себе	5	3
165	входит в	9	3
166	все его	3	3
167	до сих	2	3
168	романа не	2	2
169	уже в	4	2
170	же как	4	2
171	никогда не	17	2
172	в нашем	2	2
173	его и	3	2
174	точку зрения	5	2
175	почти вовсе	3	2
176	на материале	3	2
177	что все	3	2
178	была бы	3	2
179	или иной	3	2
180	а только	2	2
181	с их	4	2
182	есть в	8	2
183	числе и	2	2
184	для него	9	2
185	не о	2	2
186	природе своей	2	2
187	есть только	4	2
188	в целом	5	2
189	отношение к	8	2
190	уже на	2	2
191	в некоторых	2	2
192	ни с	2	2
193	и изображения	3	2
194	здесь конечно	2	2
195	на них	2	2
196	те же	2	2
197	в самой	3	2
198	на основе	2	2
199	по природе	3	2
200	того что	3	2
201	и даже	3	2
202	и по	2	2
203	рядом с	3	2
204	не входит	2	2
205	к ним	3	2
206	или не	2	2
207	их и	3	2
208	той или	3	2
209	в истории	2	2
210	мы должны	4	2
211	все то	2	2
212	как он	4	2
213	мир в	2	2
214	с ним	8	2
215	в романах	8	2
216	друг к	3	2
217	не является	3	2
218	сравнению с	2	2
219	здесь и	2	2
220	не как	6	2
221	же что	3	2
222	его целом	3	2
223	по себе	8	2
224	и к	2	2
225	об этом	3	2
226	авантюрный роман	2	2
227	сочетается с	4	2
228	в чем	2	2
229	одна из	3	2
230	во все	2	2
231	эта форма	2	2
232	здесь в	2	2
233	было бы	4	2
234	на почве	4	2
235	нет и	3	2
236	видения и	3	2
237	по сравнению	2	2
238	в своей	6	2
239	к другу	3	2
240	как бы	15	2
241	ее в	2	2
242	всего этого	3	2
243	и прежде	2	2
244	уже не	6	2
245	и эта	3	2
246	с точки	9	2
247	хотя бы	5	2
248	в которой	2	2
249	автора и	2	2
250	тем что	2	2
251	вступает в	4	2
252	выражение в	3	2
253	далеко не	4	2
254	там где	6	2
255	начале романа	2	2
