N	2gram	Propp_Isto_6	KulturaY
1	и т	10	54
2	т е	22	32
3	и в	26	23
4	в том	12	22
5	не только	10	17
6	было бы	2	16
7	в этом	12	16
8	может быть	11	14
9	что в	12	13
10	потому что	13	12
11	вопрос о	3	11
12	том что	10	11
13	а не	2	11
14	того что	2	11
15	в его	5	11
16	можно было	2	11
17	у нас	5	10
18	и не	10	10
19	прежде всего	4	9
20	еще не	9	9
21	таким образом	12	9
22	так как	18	9
23	если бы	3	8
24	зависимости от	2	8
25	до сих	4	8
26	сих пор	4	8
27	т д	8	8
28	уже не	7	8
29	как на	3	8
30	с другой	10	7
31	и что	5	7
32	в данном	3	7
33	сказать что	3	7
34	все эти	8	7
35	как это	5	7
36	того как	3	7
37	с тем	4	6
38	что и	4	6
39	что он	9	6
40	после того	2	6
41	при этом	3	6
42	и тем	4	6
43	так и	5	6
44	не может	6	6
45	то же	5	6
46	могут быть	3	6
47	только в	5	6
48	о том	7	6
49	ничего не	2	6
50	что же	2	5
51	уже выше	2	5
52	независимо от	3	5
53	вовсе не	2	5
54	как и	5	5
55	не в	3	5
56	здесь можно	7	5
57	что она	3	5
58	как бы	4	5
59	все же	8	5
60	не будем	2	5
61	от того	3	5
62	как мы	4	5
63	а в	3	5
64	но это	4	5
65	тем что	5	5
66	из этих	4	5
67	далеко не	3	5
68	же мы	5	4
69	в доказательство	2	4
70	один из	3	4
71	а также	4	4
72	этом случае	6	4
73	для нас	2	4
74	того же	2	4
75	одной стороны	7	4
76	в своей	3	4
77	то что	6	4
78	данном случае	3	4
79	как в	6	4
80	целый ряд	2	4
81	в своем	2	4
82	не было	3	4
83	с одной	7	4
84	тем самым	2	4
85	что не	2	4
86	которые в	2	4
87	что это	2	3
88	это не	4	3
89	должна быть	3	3
90	к тому	2	3
91	ни в	2	3
92	с этой	2	3
93	но как	4	3
94	мы видели	11	3
95	но не	2	3
96	но для	2	3
97	он не	2	3
98	то это	5	3
99	не есть	2	3
100	только то	2	3
101	но и	9	3
102	на него	2	3
103	а именно	9	3
104	по отношению	2	3
105	другой стороны	8	3
106	а с	2	3
107	мы находим	2	3
108	и вот	3	3
109	мы не	6	3
110	они не	3	3
111	в ней	5	3
112	не имеет	2	3
113	не так	2	3
114	не потому	3	3
115	и с	6	3
116	в которых	2	3
117	может иметь	2	3
118	то он	2	3
119	в то	5	3
120	и только	3	3
121	она не	3	3
122	мы должны	2	3
123	там где	5	3
124	когда мы	2	3
125	отметить что	2	3
126	и действительно	3	3
127	такой же	3	2
128	или иное	3	2
129	случаи когда	2	2
130	но все	2	2
131	о чем	2	2
132	в частности	3	2
133	на том	8	2
134	не означает	2	2
135	в одном	3	2
136	главным образом	3	2
137	в тех	3	2
138	можно сказать	2	2
139	является и	3	2
140	и как	2	2
141	на западе	2	2
142	эти два	2	2
143	что они	2	2
144	это еще	3	2
145	кроме того	3	2
146	когда в	2	2
147	случай когда	2	2
148	в качестве	3	2
149	нас к	5	2
150	увидим что	2	2
151	в свое	2	2
152	однако в	2	2
153	дает нам	2	2
154	его в	5	2
155	но мы	2	2
156	отношению к	2	2
157	своего рода	2	2
158	когда он	3	2
159	в некоторых	2	2
160	вместе с	8	2
161	вопрос этот	2	2
162	приходит в	2	2
163	отличается от	2	2
164	так в	6	2
165	то и	2	2
166	он имеет	4	2
167	становится и	2	2
168	только что	2	2
169	и через	3	2
170	мы найдем	2	2
171	совершенно ясно	4	2
172	именно на	2	2
173	то или	2	2
174	так же	2	2
175	враг и	2	2
176	во всяком	2	2
177	что мы	2	2
178	что эти	2	2
179	как он	6	2
180	в этих	2	2
181	здесь не	2	2
182	относится к	2	2
183	мы имеем	14	2
184	но в	7	2
185	е в	2	2
