N	2gram	Trubetskoy_1	Vladivir
1	и в	14	31
2	не только	9	24
3	но и	10	19
4	то что	13	18
5	и не	19	17
6	у него	2	15
7	и даже	2	15
8	том что	9	14
9	что в	4	14
10	в этом	17	14
11	и с	7	14
12	что он	6	12
13	в его	4	12
14	но в	2	12
15	в том	17	11
16	потому что	5	11
17	о том	7	11
18	так что	2	10
19	и то	4	10
20	он не	5	10
21	никогда не	5	9
22	а в	5	9
23	в течение	2	9
24	даже и	2	9
25	только в	5	9
26	в конце	3	9
27	и по	3	8
28	в то	10	8
29	так как	4	8
30	для него	6	7
31	мы уже	2	7
32	и к	6	6
33	в качестве	3	6
34	и потому	3	6
35	может быть	9	6
36	в котором	2	6
37	не может	22	6
38	то же	11	6
39	и что	2	6
40	а с	2	5
41	в россию	2	5
42	все это	6	5
43	на то	5	5
44	не в	4	5
45	которой он	4	5
46	и если	7	5
47	и от	2	5
48	что и	3	5
49	жизни и	4	5
50	что же	4	5
51	не было	3	5
52	в своих	6	5
53	с ним	2	5
54	же время	10	4
55	в своем	6	4
56	в нем	5	4
57	главным образом	3	4
58	для нас	2	4
59	в себе	9	4
60	да и	3	4
61	как и	4	4
62	и как	3	4
63	в этой	4	4
64	себя в	4	4
65	в своей	5	4
66	что для	3	4
67	несмотря на	3	4
68	во всем	4	4
69	в россии	6	4
70	к нему	2	4
71	только к	3	3
72	к тому	7	3
73	в виде	3	3
74	отнюдь не	7	3
75	но не	4	3
76	но это	2	3
77	что они	3	3
78	более или	4	3
79	конце концов	3	3
80	все же	4	3
81	вся эта	2	3
82	вместе с	4	3
83	или менее	4	3
84	только на	2	3
85	таким образом	11	3
86	все эти	2	3
87	и вот	2	3
88	если не	2	3
89	уже не	2	3
90	и на	5	3
91	на себя	2	3
92	в начале	2	3
93	во время	2	3
94	но она	2	3
95	место в	2	2
96	тем что	3	2
97	он сам	3	2
98	нисколько не	2	2
99	с тем	6	2
100	в частности	2	2
101	по этому	2	2
102	для нее	2	2
103	но даже	2	2
104	на такой	2	2
105	хотя бы	5	2
106	по существу	5	2
107	указывает на	2	2
108	что все	3	2
109	в меру	2	2
110	ясно что	2	2
111	одной из	3	2
112	ни в	2	2
113	от него	2	2
114	все что	4	2
115	что с	2	2
116	и тот	2	2
117	он будет	4	2
118	еще не	3	2
119	при этом	5	2
120	того что	3	2
121	было бы	5	2
122	совершенно не	2	2
123	в самом	3	2
124	конечно не	5	2
125	том чтобы	3	2
126	и о	2	2
127	на это	2	2
128	всяком случае	6	2
129	для себя	2	2
130	и т	3	2
131	этом и	2	2
132	из них	3	2
133	из этого	3	2
134	со стороны	4	2
135	даже не	2	2
136	но мы	3	2
137	в вопросах	3	2
138	и для	6	2
139	россии и	3	2
140	на основании	2	2
141	и сейчас	3	2
142	лишь в	3	2
143	тем самым	2	2
144	того чтобы	8	2
145	для того	6	2
146	что такое	2	2
147	как на	8	2
148	в результате	2	2
149	во всяком	9	2
150	больше чем	2	2
151	знаем что	3	2
152	к этой	4	2
153	точки зрения	11	2
154	к себе	2	2
155	из этих	3	2
156	о котором	3	2
157	мы должны	7	2
158	и ни	3	2
