N	3gram	Vygotskiy__3	Myshleni
1	в том что	11	31
2	заключается в том	6	14
3	с точки зрения	9	11
4	с одной стороны	5	9
5	мы могли бы	3	9
6	с другой стороны	5	8
7	смысле этого слова	2	7
8	то же самое	8	7
9	в самом деле	18	6
10	одно и то	2	6
11	и то же	2	6
12	для того чтобы	8	5
13	на то что	12	4
14	и то что	3	4
15	о том что	3	3
16	во всяком случае	2	3
17	вместе с тем	2	3
18	речь идет о	3	3
19	мы видим в	2	2
20	в данном случае	2	2
21	в том смысле	2	2
22	мы видим что	7	2
23	в свою очередь	2	2
24	мы уже говорили	3	2
25	только в том	2	2
26	того же самого	2	2
27	более и более	2	2
28	все более и	2	2
29	как мы видели	2	2
30	мы видели что	2	2
