N	2gram	Tiupa_Hudo_1	Myslijsy
1	потому что	3	49
2	то есть	18	30
3	и в	19	24
4	в душе	8	23
5	может быть	14	23
6	то что	4	20
7	и не	15	19
8	а не	9	18
9	в том	18	18
10	что в	6	16
11	по себе	2	15
12	не только	16	15
13	того же	2	14
14	при этом	13	13
15	не в	7	13
16	в слове	3	13
17	но не	11	12
18	не может	7	12
19	то же	10	12
20	если бы	3	11
21	что и	2	11
22	только в	5	11
23	таким образом	3	11
24	для него	4	10
25	в себе	9	10
26	как в	2	10
27	тогда как	13	10
28	вовсе не	2	9
29	в нем	5	9
30	как бы	9	9
31	но и	10	9
32	а только	4	8
33	а в	12	8
34	том что	8	8
35	более или	5	8
36	или менее	5	8
37	в одно	2	8
38	и на	2	8
39	в этом	11	8
40	могут быть	4	8
41	прежде всего	4	7
42	во всех	3	7
43	как и	2	7
44	того что	4	7
45	в чем	2	7
46	с другой	7	6
47	в одном	2	6
48	и того	2	6
49	и как	3	6
50	свою очередь	2	6
51	в свою	3	6
52	тем не	3	6
53	между тем	4	6
54	между двумя	2	6
55	одного и	2	6
56	в то	6	6
57	этого слова	2	6
58	слова в	2	5
59	не менее	3	5
60	с ним	2	5
61	о том	2	5
62	так и	11	5
63	в них	2	5
64	для того	2	5
65	с другими	4	5
66	в которой	2	5
67	место в	4	4
68	никогда не	2	4
69	из этих	3	4
70	что он	3	4
71	уже не	4	4
72	одна из	2	4
73	еще не	3	4
74	в самом	5	4
75	так в	4	4
76	с одной	2	4
77	и что	3	4
78	тем самым	4	4
79	внешнего мира	3	4
80	но в	7	4
81	для меня	2	4
82	это не	2	3
83	не как	2	3
84	хотя и	3	3
85	но во	2	3
86	одной стороны	2	3
87	например в	3	3
88	мог бы	3	3
89	говоря о	3	3
90	в самой	2	3
91	другим и	2	3
92	его в	2	3
93	но она	2	3
94	и тем	2	3
95	не с	2	3
96	слова и	2	3
97	в целом	3	3
98	со стороны	2	3
99	что она	2	3
100	и притом	3	3
101	если мы	2	3
102	и для	2	3
103	и то	4	3
104	одно из	2	3
105	в каком	2	3
106	могла бы	2	3
107	далеко не	2	3
108	в этих	3	3
109	на деле	3	3
110	этом смысле	3	2
111	ни был	2	2
112	в нашем	2	2
113	и его	12	2
114	в какой	2	2
115	превращается в	2	2
116	но он	3	2
117	при чтении	2	2
118	не столько	3	2
119	в пространстве	2	2
120	и это	2	2
121	в жизни	2	2
122	между ними	4	2
123	состоит в	16	2
124	с его	6	2
125	что может	2	2
126	мы легко	2	2
127	за пределы	2	2
128	все эти	2	2
129	есть в	2	2
130	так же	2	2
131	же время	5	2
132	одно и	3	2
133	в формах	2	2
134	имеет место	2	2
135	сама по	2	2
136	в его	9	2
137	и потому	2	2
138	себя и	2	2
139	не все	2	2
140	один из	2	2
141	все это	2	2
142	во времени	4	2
143	другой стороны	5	2
144	вытекает из	2	2
145	а с	2	2
146	в себя	2	2
147	от себя	3	2
148	того чтобы	2	2
149	и по	2	2
150	отношения к	2	2
151	как это	5	2
152	или в	2	2
153	по отношению	9	2
154	их в	3	2
155	сказать что	4	2
156	тому что	2	2
157	не на	3	2
158	существования в	2	2
159	в другом	3	2
160	быть названо	2	2
161	отношении к	2	2
162	к которому	4	2
