N	2gram	Vinokur_St_3	Problemy
1	и не	10	31
2	и в	25	29
3	в его	12	24
4	может быть	19	24
5	а не	5	22
6	в этом	24	22
7	т е	8	21
8	как бы	6	19
9	точки зрения	7	19
10	для него	3	18
11	не только	12	15
12	то что	12	15
13	не как	2	14
14	но и	9	14
15	и его	3	14
16	то же	5	14
17	уже не	3	13
18	с точки	4	13
19	как и	4	12
20	точка зрения	4	12
21	не может	7	12
22	таким образом	10	12
23	этом смысле	4	10
24	в самом	2	10
25	в то	7	10
26	только в	6	10
27	с его	3	9
28	это не	7	9
29	все же	4	9
30	но не	2	9
31	же время	3	9
32	все эти	3	9
33	если бы	4	9
34	в каждом	4	8
35	до конца	3	8
36	что он	19	8
37	что в	19	8
38	в своей	4	8
39	потому что	5	8
40	в том	20	8
41	прежде всего	10	7
42	вовсе не	2	7
43	а как	4	7
44	том что	15	7
45	не в	6	7
46	так и	5	7
47	в форме	2	7
48	а в	6	7
49	и на	6	7
50	но в	5	7
51	все это	8	6
52	точку зрения	2	6
53	в одной	2	6
54	в конце	6	6
55	в целом	4	6
56	несмотря на	3	6
57	к нему	4	6
58	как в	6	6
59	как раз	3	6
60	самом деле	2	6
61	могут быть	2	6
62	так как	3	6
63	и др	4	5
64	было бы	7	5
65	но все	2	5
66	еще не	2	5
67	в сущности	2	5
68	у него	9	5
69	он не	5	5
70	той же	2	5
71	в творчестве	3	5
72	в драме	2	5
73	конце концов	3	5
74	во всяком	4	5
75	между тем	6	5
76	он и	2	5
77	и это	5	5
78	ничего не	4	5
79	в плане	2	5
80	в результате	2	4
81	тем как	2	4
82	его как	3	4
83	должна была	4	4
84	так чтобы	2	4
85	но это	4	4
86	и с	4	4
87	от того	2	4
88	не на	2	4
89	и т	8	4
90	и для	4	4
91	не было	4	4
92	тем что	19	4
93	как мы	2	4
94	и наконец	3	4
95	в этой	14	4
96	так сказать	2	4
97	уже в	3	3
98	была бы	4	3
99	для его	2	3
100	никогда не	2	3
101	в них	5	3
102	с другой	5	3
103	ни в	5	3
104	одна из	2	3
105	кроме того	3	3
106	и пр	13	3
107	в произведениях	2	3
108	в уста	2	3
109	всяком случае	4	3
110	на почве	5	3
111	он может	2	3
112	в духе	2	3
113	в их	3	3
114	другой стороны	5	3
115	тому что	3	3
116	как на	6	3
117	т п	6	3
118	на котором	2	3
119	этом отношении	4	3
120	например в	4	3
121	и у	2	3
122	отличается от	4	3
123	и здесь	3	3
124	в своих	8	3
125	сказать что	4	3
126	но как	2	3
127	на вопрос	3	2
128	самого начала	2	2
129	все время	2	2
130	всех этих	3	2
131	связи с	3	2
132	находит свое	3	2
133	себя и	2	2
134	с этой	3	2
135	но они	2	2
136	и во	2	2
137	в жизни	4	2
138	его к	2	2
139	и ее	2	2
140	и к	4	2
141	он писал	2	2
142	так что	11	2
143	мы видим	4	2
144	из его	7	2
145	не потому	2	2
146	от них	2	2
147	своего времени	2	2
148	на себе	2	2
149	которые были	2	2
150	что из	2	2
151	до сих	2	2
152	в котором	5	2
153	один из	2	2
154	как можно	2	2
155	на его	4	2
156	отношение к	4	2
157	сих пор	2	2
158	в отношении	2	2
159	то и	2	2
160	а потому	2	2
161	слово в	2	2
162	в смысле	4	2
163	и что	3	2
164	произведения и	2	2
165	из которых	4	2
166	к этим	2	2
167	то он	2	2
168	в которых	2	2
169	чтобы в	2	2
170	в ней	4	2
171	одно из	2	2
172	но он	3	2
173	как например	8	2
174	в россии	6	2
175	заметить что	2	2
176	в которой	4	2
177	в чисто	2	2
178	с этим	7	2
