N	2gram	Vygotskiy__1	NovoeSre
1	а не	13	17
2	не может	17	16
3	и в	31	16
4	совсем не	3	12
5	и не	16	11
6	и есть	5	10
7	что в	23	9
8	жизни и	3	8
9	он не	3	8
10	в том	30	8
11	не будет	3	7
12	как и	16	7
13	это есть	5	7
14	в этом	12	7
15	может быть	22	7
16	никогда не	8	6
17	не в	11	6
18	но это	3	6
19	ни в	9	6
20	в нем	2	5
21	все это	8	5
22	в жизни	2	5
23	и к	3	5
24	не только	13	5
25	не менее	2	4
26	то что	32	4
27	в них	2	4
28	и все	5	4
29	не было	3	4
30	и для	5	4
31	потому что	10	4
32	прежде всего	4	4
33	о том	7	4
34	и потому	2	4
35	к жизни	2	3
36	но и	2	3
37	не есть	3	3
38	не существует	2	3
39	должна быть	3	3
40	в своей	3	3
41	с другой	5	3
42	вопрос о	3	3
43	человека и	2	3
44	не означает	2	3
45	к тому	4	3
46	что такое	2	3
47	в ее	5	3
48	в основе	2	3
49	с тем	3	3
50	подобно тому	5	3
51	смысле слова	3	3
52	как в	9	3
53	она не	5	3
54	тому как	7	3
55	сказать что	7	3
56	к ним	2	3
57	что все	3	2
58	том и	2	2
59	все время	4	2
60	у него	4	2
61	вместе с	8	2
62	так и	3	2
63	что она	6	2
64	мысли и	2	2
65	который в	3	2
66	другой стороны	5	2
67	формы и	5	2
68	и от	2	2
69	а в	6	2
70	с одной	5	2
71	этом смысле	2	2
72	быть в	2	2
73	уже не	2	2
74	такой же	2	2
75	роль в	3	2
76	того чтобы	7	2
77	одной стороны	6	2
78	и даже	6	2
79	но не	3	2
80	так же	12	2
81	по существу	4	2
82	это и	3	2
83	время как	5	2
84	мы не	12	2
85	том что	16	2
86	в русском	2	2
87	есть в	7	2
88	же как	4	2
89	одна из	4	2
90	в обществе	3	2
91	и с	2	2
92	и что	8	2
93	могут быть	11	2
94	с этим	3	2
95	в себе	4	2
96	ли это	2	2
97	в то	5	2
98	как будто	5	2
99	и это	3	2
100	когда мы	3	2
101	том чтобы	7	2
102	как это	4	2
103	мысли в	3	2
104	хотя и	3	2
105	но в	3	2
