N	2gram	Vygotskiy__5	Narrotol
1	не только	16	31
2	но и	6	27
3	и не	6	23
4	при этом	8	19
5	может быть	11	15
6	в частности	4	14
7	в качестве	2	14
8	как и	6	13
9	а не	8	13
10	а в	4	13
11	только в	5	12
12	в этом	14	12
13	и в	30	11
14	в данном	3	11
15	состоит в	3	10
16	и его	6	10
17	времени и	3	9
18	то что	37	9
19	то есть	13	9
20	то же	7	8
21	в том	27	8
22	данном случае	3	8
23	со стороны	3	8
24	не может	9	8
25	в рассказе	2	8
26	если бы	11	7
27	у него	3	7
28	том что	21	7
29	но в	5	7
30	к тому	8	6
31	об этом	3	6
32	не в	8	6
33	и он	2	6
34	в самом	14	6
35	как бы	19	6
36	один из	5	6
37	жизни и	6	6
38	как раз	13	6
39	или в	6	6
40	в себе	5	6
41	в его	4	6
42	в этой	5	6
43	действующих лиц	7	5
44	перед нами	2	5
45	можно сказать	2	5
46	той или	2	5
47	в своей	4	5
48	так и	3	5
49	и на	3	5
50	потому что	23	5
51	точки зрения	7	5
52	с его	2	4
53	о чем	4	4
54	никогда не	9	4
55	из этих	3	4
56	или иной	2	4
57	что на	3	4
58	все же	7	4
59	для него	3	4
60	но не	7	4
61	прежде всего	4	4
62	еще не	5	4
63	имеет место	3	4
64	в ней	4	4
65	и тем	6	4
66	в нем	7	4
67	из них	2	4
68	по себе	7	4
69	как в	3	4
70	внимание на	4	4
71	так в	3	4
72	того что	8	4
73	того чтобы	20	4
74	в то	2	4
75	что у	3	4
76	о том	10	4
77	одна из	3	4
78	в одном	2	4
79	не существует	3	3
80	что в	24	3
81	в нашем	2	3
82	в своем	6	3
83	это не	3	3
84	что он	17	3
85	сводится к	5	3
86	у нас	4	3
87	и как	7	3
88	когда в	2	3
89	в целом	5	3
90	самом деле	8	3
91	для того	20	3
92	и о	3	3
93	он не	3	3
94	еще в	2	3
95	не является	2	3
96	по отношению	2	3
97	в центре	2	3
98	этом отношении	3	3
99	именно в	6	3
100	героя в	3	3
101	едва ли	2	3
102	мы не	3	3
103	в глазах	2	3
104	и то	9	3
105	и с	2	3
106	исходя из	2	3
107	как будто	6	3
108	и все	4	3
109	представляют собой	2	3
110	в состав	3	3
111	как это	7	3
112	мы имеем	8	3
113	и составляет	3	2
114	казалось бы	4	2
115	действующее лицо	2	2
116	в зависимости	6	2
117	в этих	3	2
118	между собой	2	2
119	в конце	4	2
120	этих двух	7	2
121	в сущности	12	2
122	в свою	3	2
123	на то	17	2
124	как мы	5	2
125	же в	2	2
126	в романе	2	2
127	и того	2	2
128	о смерти	5	2
129	зависимости от	7	2
130	между ними	2	2
131	одно и	3	2
132	до конца	2	2
133	до сих	5	2
134	никак не	6	2
135	со словами	2	2
136	чем это	3	2
137	хотя бы	3	2
138	вместе с	12	2
139	быть и	2	2
140	героя и	7	2
141	сих пор	5	2
142	заключает в	4	2
143	в форме	2	2
144	ли не	2	2
145	только на	4	2
146	другой стороны	5	2
147	только что	4	2
148	в отличие	2	2
149	и только	3	2
150	все равно	2	2
151	человека в	3	2
152	и вот	2	2
153	в той	3	2
154	именно эта	2	2
155	тем же	3	2
156	и даже	2	2
157	с другой	9	2
158	и для	6	2
159	отличие от	2	2
160	в таком	3	2
161	ничего не	2	2
162	сами по	2	2
163	дело с	5	2
164	в результате	4	2
165	сказать что	9	2
166	мы можем	7	2
167	что касается	2	2
168	связи с	2	2
169	события в	3	2
170	что мы	11	2
171	же самое	5	2
172	дело в	2	2
173	как она	4	2
