N	2gram	Tiupa_Narr_1	Formalny
1	и не	20	30
2	и в	19	27
3	может быть	25	25
4	не может	10	24
5	так и	9	21
6	и его	5	19
7	в этом	17	18
8	а не	12	17
9	точки зрения	10	16
10	самом деле	2	16
11	в нем	4	15
12	то же	4	15
13	между ними	2	15
14	как и	7	14
15	с точки	2	14
16	не в	14	12
17	но и	23	10
18	не только	32	9
19	так же	2	9
20	что в	3	8
21	ни в	3	8
22	при этом	9	8
23	в пределах	2	8
24	как бы	4	8
25	отнюдь не	5	8
26	и все	2	8
27	то что	11	8
28	как раз	2	8
29	как мы	3	8
30	только в	4	8
31	не менее	3	7
32	в том	18	7
33	же время	4	7
34	в то	3	7
35	его в	2	7
36	между тем	3	7
37	совершенно не	2	7
38	в его	9	7
39	с другой	8	6
40	все эти	2	6
41	здесь и	2	6
42	но в	6	6
43	в литературе	2	6
44	что он	6	6
45	еще не	7	6
46	было бы	4	6
47	все же	7	6
48	хотя бы	4	6
49	и для	2	6
50	в данном	5	6
51	и ее	2	6
52	независимо от	2	5
53	никогда не	3	5
54	что именно	2	5
55	ни было	3	5
56	что они	3	5
57	не является	8	5
58	высказывания и	3	5
59	другой стороны	4	5
60	в ней	3	5
61	в результате	2	5
62	но не	5	5
63	и потому	2	5
64	сводится к	3	5
65	без исключения	2	5
66	тому как	2	5
67	тем что	3	5
68	связи с	4	5
69	уже в	3	4
70	то ни	3	4
71	прежде всего	4	4
72	к тому	7	4
73	да и	4	4
74	и как	5	4
75	бы то	3	4
76	жизни и	3	4
77	данном случае	4	4
78	со стороны	9	4
79	в связи	2	4
80	они не	2	4
81	от всех	2	4
82	о том	6	4
83	как это	6	4
84	между собой	2	4
85	по себе	5	4
86	не есть	3	4
87	в ее	3	4
88	том что	14	4
89	она не	2	4
90	как в	7	4
91	роль в	2	4
92	могут быть	3	4
93	подобно тому	2	4
94	же как	3	3
95	что это	3	3
96	в какой	2	3
97	столь же	3	3
98	это не	2	3
99	те же	4	3
100	можно сказать	5	3
101	должна быть	2	3
102	имеет место	4	3
103	одним из	2	3
104	не о	3	3
105	и тем	4	3
106	по отношению	7	3
107	этом отношении	3	3
108	и на	3	3
109	сказать что	4	3
110	и с	4	3
111	в основе	5	3
112	нуждается в	5	3
113	жизни в	3	3
114	о нем	4	3
115	нет и	2	3
116	оно не	2	3
117	отношению к	6	3
118	время в	2	3
119	дело с	2	3
120	в произведении	3	3
121	в той	6	3
122	уже не	5	3
123	героя в	8	3
124	не на	2	3
125	в себе	8	3
126	или иное	2	2
127	или иной	5	2
128	в этой	5	2
129	к другому	2	2
130	ни для	7	2
131	не являются	2	2
132	и др	2	2
133	из них	3	2
134	жизнью и	2	2
135	отличается от	4	2
136	в своем	2	2
137	и только	2	2
138	отношения к	2	2
139	и даже	3	2
140	от одного	2	2
141	а иногда	2	2
142	одну из	2	2
143	из этих	3	2
144	бы быть	3	2
145	к которому	2	2
146	с его	6	2
147	однако в	2	2
148	не как	2	2
149	с ее	3	2
150	говорить о	2	2
151	то в	6	2
152	одна из	3	2
153	ту или	2	2
154	в отвлечении	2	2
155	не от	2	2
156	одной из	4	2
157	в сущности	3	2
158	этого слова	2	2
159	даже в	2	2
160	сами по	2	2
161	не могло	2	2
162	тем не	3	2
163	именно это	2	2
164	к самому	2	2
165	в отличие	5	2
166	бы не	2	2
167	это и	3	2
168	человека в	2	2
169	то или	3	2
170	поскольку оно	2	2
171	в таком	2	2
172	отвлечении от	2	2
173	на протяжении	6	2
174	героя и	4	2
175	здесь не	4	2
176	отличие от	5	2
177	в области	2	2
178	ничего не	2	2
